id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
SC9325,UltraSoft 5,49,109.25,Comfortable seat cover.,seatandcover,BrandA,17.59,3.29,"(1.45, 1.36, 1.47)","{'Leather': 65, 'Foam': 25}",low,F5F5F5,8B4513,glossy,light
SC7192,Luxury 9,39,176.52,Scratch-resistant seat cover.,seatandcover,BrandC,17.45,3.6,"(1.1, 1.01, 1.16)","{'Leather': 70, 'Foam': 22}",medium,F5DEB3,8B4513,matte,dust
SC7691,Premium 7,30,199.31,Luxurious seat cover.,seatandcover,BrandB,17.49,3.97,"(1.23, 1.28, 1.08)","{'Leather': 77, 'Foam': 23}",undefined,DAA520,8B4513,glossy,scratch
SC5642,Comfy 8,14,230.33,Durable seat cover.,seatandcover,BrandA,17.57,3.82,"(1.38, 1.11, 1.5)","{'Leather': 77, 'Foam': 33}",high,2980B9,F5DEB3,glossy,light
SC5166,Premium 6,18,134.35,Comfortable seat cover.,seatandcover,BrandC,17.44,3.08,"(1.16, 1.4, 1.36)","{'Leather': 69, 'Foam': 37}",undefined,2980B9,F5F5F5,unfinished,light
SC5111,Comfy 8,27,235.52,Luxurious seat cover.,seatandcover,BrandA,17.48,3.17,"(1.33, 1.21, 1.07)","{'Leather': 79, 'Foam': 35}",high,8B4513,D4AF37,unfinished,light
SC8774,Luxury 3,27,249.01,Luxurious seat cover.,seatandcover,BrandC,17.51,3.34,"(1.48, 1.27, 1.1)","{'Leather': 65, 'Foam': 33}",medium,D4AF37,708090,glossy,light
SC4859,Comfy 9,50,181.72,Comfortable seat cover.,seatandcover,BrandB,17.49,2.99,"(1.21, 1.17, 1.43)","{'Leather': 60, 'Foam': 23}",low,DAA520,D4AF37,unfinished,light
SC4617,UltraSoft 3,49,204.53,Comfortable seat cover.,seatandcover,BrandA,17.48,2.74,"(1.22, 1.38, 1.2)","{'Leather': 66, 'Foam': 23}",undefined,2980B9,FF5733,unfinished,scratch
SC5928,Comfy 9,9,245.51,Comfortable seat cover.,seatandcover,BrandB,17.5,2.85,"(1.14, 1.09, 1.12)","{'Leather': 69, 'Foam': 35}",undefined,2F4F4F,F5F5F5,unfinished,dust
SC6315,Luxury 2,13,191.12,Scratch-resistant seat cover.,seatandcover,BrandC,17.51,3.4,"(1.03, 1.24, 1.37)","{'Leather': 66, 'Foam': 26}",medium,DAA520,708090,unfinished,light
SC5752,Luxury 3,21,218.18,Comfortable seat cover.,seatandcover,BrandA,17.4,3.98,"(1.39, 1.08, 1.45)","{'Leather': 70, 'Foam': 37}",undefined,2F4F4F,FF5733,unfinished,dust
SC4083,Premium 8,42,190.92,Comfortable seat cover.,seatandcover,BrandB,17.47,2.69,"(1.29, 1.48, 1.31)","{'Leather': 80, 'Foam': 34}",undefined,FF0000,8B4513,unfinished,uv
SC7477,Premium 6,24,153.96,Luxurious seat cover.,seatandcover,BrandB,17.54,3.42,"(1.09, 1.45, 1.11)","{'Leather': 75, 'Foam': 39}",undefined,2F4F4F,2F4F4F,unfinished,dust
SC2970,Luxury 5,20,208.64,Comfortable seat cover.,seatandcover,BrandA,17.5,3.56,"(1.24, 1.34, 1.5)","{'Leather': 69, 'Foam': 38}",high,DAA520,DAA520,matte,light
SC8932,Luxury 6,4,101.53,Durable seat cover.,seatandcover,BrandA,17.41,3.77,"(1.21, 1.26, 1.16)","{'Leather': 65, 'Foam': 32}",high,DAA520,F5DEB3,unfinished,light
SC7185,Premium 7,27,136.54,Scratch-resistant seat cover.,seatandcover,BrandA,17.56,2.74,"(1.25, 1.07, 1.1)","{'Leather': 61, 'Foam': 36}",medium,D4AF37,FF5733,matte,light
SC9827,UltraSoft 8,38,182.63,Durable seat cover.,seatandcover,BrandA,17.57,3.35,"(1.46, 1.25, 1.24)","{'Leather': 74, 'Foam': 25}",medium,F5F5F5,2F4F4F,matte,uv
SC3239,UltraSoft 7,29,145.09,Comfortable seat cover.,seatandcover,BrandB,17.47,3.69,"(1.17, 1.33, 1.11)","{'Leather': 65, 'Foam': 26}",high,F5DEB3,8B4513,unfinished,dust
SC7647,Comfy 8,42,107.19,Comfortable seat cover.,seatandcover,BrandC,17.54,2.57,"(1.37, 1.39, 1.14)","{'Leather': 63, 'Foam': 37}",medium,2F4F4F,F5F5F5,unfinished,light
SC1217,Luxury 3,32,215.57,Luxurious seat cover.,seatandcover,BrandC,17.53,2.53,"(1.16, 1.44, 1.02)","{'Leather': 76, 'Foam': 24}",high,F5F5F5,F5F5F5,matte,scratch
SC1790,UltraSoft 5,15,108.03,Comfortable seat cover.,seatandcover,BrandC,17.47,3.49,"(1.49, 1.45, 1.29)","{'Leather': 63, 'Foam': 22}",medium,2F4F4F,F5DEB3,matte,scratch
SC4430,Premium 8,23,148.56,Durable seat cover.,seatandcover,BrandB,17.55,3.66,"(1.47, 1.13, 1.44)","{'Leather': 72, 'Foam': 25}",undefined,FF5733,8B4513,unfinished,uv
SC5045,Luxury 2,13,164.28,Scratch-resistant seat cover.,seatandcover,BrandC,17.53,3.92,"(1.18, 1.5, 1.15)","{'Leather': 77, 'Foam': 25}",low,FF0000,708090,matte,dust
SC1477,Comfy 4,10,146.63,Scratch-resistant seat cover.,seatandcover,BrandC,17.48,2.53,"(1.29, 1.16, 1.38)","{'Leather': 70, 'Foam': 23}",undefined,708090,708090,unfinished,scratch
SC6864,Premium 2,29,125.52,Durable seat cover.,seatandcover,BrandB,17.45,2.59,"(1.49, 1.43, 1.1)","{'Leather': 79, 'Foam': 24}",high,F5F5F5,708090,glossy,uv
SC3176,UltraSoft 9,2,167.48,Scratch-resistant seat cover.,seatandcover,BrandA,17.49,3.69,"(1.35, 1.27, 1.23)","{'Leather': 66, 'Foam': 26}",medium,F5DEB3,DAA520,unfinished,scratch
SC3781,Comfy 7,41,124.45,Durable seat cover.,seatandcover,BrandA,17.41,3.09,"(1.28, 1.29, 1.31)","{'Leather': 76, 'Foam': 40}",medium,FF0000,2980B9,unfinished,dust
SC7929,Luxury 2,22,159.59,Scratch-resistant seat cover.,seatandcover,BrandB,17.58,3.37,"(1.33, 1.25, 1.22)","{'Leather': 61, 'Foam': 24}",undefined,708090,D4AF37,glossy,dust
SC5470,Luxury 3,39,177.82,Durable seat cover.,seatandcover,BrandA,17.44,3.94,"(1.21, 1.35, 1.35)","{'Leather': 66, 'Foam': 20}",low,DAA520,D4AF37,glossy,dust
SC4919,Premium 9,17,183.08,Durable seat cover.,seatandcover,BrandA,17.56,2.52,"(1.18, 1.47, 1.14)","{'Leather': 70, 'Foam': 27}",low,F5F5F5,FF0000,matte,light
SC9804,Luxury 2,8,226.56,Scratch-resistant seat cover.,seatandcover,BrandA,17.54,2.62,"(1.39, 1.22, 1.17)","{'Leather': 76, 'Foam': 23}",undefined,F5DEB3,708090,glossy,light
SC4267,Premium 1,21,110.07,Luxurious seat cover.,seatandcover,BrandA,17.55,2.87,"(1.29, 1.48, 1.18)","{'Leather': 65, 'Foam': 32}",low,FF5733,F5F5F5,unfinished,dust
SC7795,UltraSoft 8,30,122.16,Durable seat cover.,seatandcover,BrandA,17.47,2.57,"(1.47, 1.02, 1.26)","{'Leather': 63, 'Foam': 34}",undefined,FF0000,2F4F4F,glossy,scratch
SC8359,Luxury 2,45,164.59,Scratch-resistant seat cover.,seatandcover,BrandB,17.45,3.37,"(1.17, 1.19, 1.19)","{'Leather': 66, 'Foam': 33}",undefined,DAA520,FF5733,glossy,dust
SC7918,Luxury 9,46,135.3,Comfortable seat cover.,seatandcover,BrandA,17.53,3.0,"(1.46, 1.15, 1.33)","{'Leather': 72, 'Foam': 23}",medium,FF0000,2980B9,unfinished,light
SC4930,Comfy 2,4,181.89,Comfortable seat cover.,seatandcover,BrandB,17.51,3.68,"(1.38, 1.45, 1.47)","{'Leather': 62, 'Foam': 30}",high,DAA520,DAA520,unfinished,uv
SC2318,Luxury 1,41,184.03,Durable seat cover.,seatandcover,BrandA,17.57,3.08,"(1.46, 1.46, 1.1)","{'Leather': 75, 'Foam': 26}",medium,F5F5F5,2980B9,unfinished,dust
SC1522,Premium 7,28,101.37,Durable seat cover.,seatandcover,BrandB,17.45,2.98,"(1.42, 1.16, 1.34)","{'Leather': 78, 'Foam': 25}",low,708090,708090,matte,uv
SC5503,Luxury 6,36,207.66,Comfortable seat cover.,seatandcover,BrandC,17.59,2.51,"(1.08, 1.28, 1.14)","{'Leather': 64, 'Foam': 37}",undefined,F5DEB3,DAA520,glossy,scratch
SC6067,Comfy 8,39,205.21,Durable seat cover.,seatandcover,BrandB,17.4,2.71,"(1.21, 1.26, 1.41)","{'Leather': 67, 'Foam': 26}",high,2F4F4F,FF5733,glossy,scratch
SC3995,Luxury 2,35,174.85,Scratch-resistant seat cover.,seatandcover,BrandB,17.49,3.43,"(1.33, 1.36, 1.35)","{'Leather': 79, 'Foam': 33}",medium,D4AF37,FF5733,matte,dust
SC1766,Premium 6,46,153.3,Luxurious seat cover.,seatandcover,BrandA,17.55,2.88,"(1.07, 1.42, 1.07)","{'Leather': 79, 'Foam': 25}",low,2F4F4F,DAA520,glossy,scratch
SC3570,Luxury 7,49,158.33,Scratch-resistant seat cover.,seatandcover,BrandB,17.45,3.21,"(1.14, 1.15, 1.23)","{'Leather': 61, 'Foam': 23}",medium,2980B9,8B4513,glossy,dust
SC9700,Premium 4,31,172.28,Comfortable seat cover.,seatandcover,BrandB,17.48,3.79,"(1.12, 1.48, 1.3)","{'Leather': 71, 'Foam': 20}",medium,F5F5F5,D4AF37,glossy,scratch
SC1597,Comfy 4,42,103.35,Comfortable seat cover.,seatandcover,BrandC,17.55,3.74,"(1.15, 1.18, 1.1)","{'Leather': 69, 'Foam': 21}",high,F5DEB3,FF0000,glossy,scratch
SC5095,Comfy 8,10,194.03,Durable seat cover.,seatandcover,BrandA,17.58,3.84,"(1.17, 1.17, 1.31)","{'Leather': 61, 'Foam': 35}",low,FF5733,DAA520,glossy,dust
SC5979,Premium 7,21,173.91,Luxurious seat cover.,seatandcover,BrandC,17.52,2.6,"(1.41, 1.29, 1.23)","{'Leather': 72, 'Foam': 40}",high,708090,DAA520,matte,uv
SC4849,Luxury 5,19,150.55,Comfortable seat cover.,seatandcover,BrandA,17.55,3.14,"(1.34, 1.36, 1.47)","{'Leather': 79, 'Foam': 26}",undefined,708090,F5F5F5,matte,scratch
SC2873,UltraSoft 8,47,125.38,Scratch-resistant seat cover.,seatandcover,BrandB,17.42,3.65,"(1.23, 1.09, 1.23)","{'Leather': 71, 'Foam': 28}",undefined,DAA520,F5DEB3,glossy,light
SC6915,UltraSoft 5,36,231.05,Luxurious seat cover.,seatandcover,BrandC,17.51,2.65,"(1.37, 1.19, 1.04)","{'Leather': 65, 'Foam': 26}",medium,F5F5F5,2F4F4F,unfinished,uv
SC8380,Premium 5,41,111.16,Scratch-resistant seat cover.,seatandcover,BrandA,17.58,3.16,"(1.25, 1.35, 1.11)","{'Leather': 65, 'Foam': 22}",medium,F5DEB3,F5F5F5,matte,scratch
SC5272,UltraSoft 6,48,132.48,Comfortable seat cover.,seatandcover,BrandC,17.51,3.36,"(1.33, 1.09, 1.27)","{'Leather': 61, 'Foam': 36}",high,F5F5F5,8B4513,glossy,dust
SC8301,Comfy 5,44,226.22,Comfortable seat cover.,seatandcover,BrandA,17.55,2.96,"(1.26, 1.19, 1.15)","{'Leather': 60, 'Foam': 31}",undefined,2F4F4F,F5F5F5,unfinished,light
SC9682,Luxury 3,49,184.24,Comfortable seat cover.,seatandcover,BrandC,17.4,2.6,"(1.46, 1.24, 1.37)","{'Leather': 74, 'Foam': 40}",medium,FF5733,2F4F4F,matte,dust
SC7704,UltraSoft 1,49,199.62,Durable seat cover.,seatandcover,BrandA,17.45,3.11,"(1.02, 1.16, 1.29)","{'Leather': 60, 'Foam': 23}",high,D4AF37,8B4513,glossy,uv
SC5401,Luxury 5,45,226.38,Comfortable seat cover.,seatandcover,BrandC,17.59,2.78,"(1.23, 1.49, 1.48)","{'Leather': 79, 'Foam': 35}",high,FF0000,DAA520,glossy,uv
SC5171,Luxury 9,46,197.07,Comfortable seat cover.,seatandcover,BrandC,17.58,3.71,"(1.01, 1.32, 1.09)","{'Leather': 67, 'Foam': 28}",medium,F5DEB3,2980B9,glossy,light
SC8658,Premium 5,33,233.26,Scratch-resistant seat cover.,seatandcover,BrandA,17.58,3.71,"(1.34, 1.3, 1.1)","{'Leather': 74, 'Foam': 24}",medium,DAA520,F5DEB3,glossy,light
SC7105,UltraSoft 2,23,206.76,Scratch-resistant seat cover.,seatandcover,BrandC,17.46,3.3,"(1.13, 1.01, 1.31)","{'Leather': 71, 'Foam': 22}",undefined,F5DEB3,D4AF37,matte,light
SC6959,Premium 1,16,132.86,Luxurious seat cover.,seatandcover,BrandA,17.59,3.78,"(1.26, 1.3, 1.48)","{'Leather': 66, 'Foam': 29}",medium,2F4F4F,FF0000,glossy,scratch
SC5411,Comfy 5,50,114.62,Luxurious seat cover.,seatandcover,BrandB,17.41,3.66,"(1.13, 1.48, 1.05)","{'Leather': 71, 'Foam': 30}",low,F5F5F5,2F4F4F,glossy,uv
SC6821,Comfy 2,8,197.61,Comfortable seat cover.,seatandcover,BrandA,17.57,2.75,"(1.47, 1.01, 1.04)","{'Leather': 62, 'Foam': 34}",high,D4AF37,FF0000,unfinished,light
SC6274,Comfy 5,29,163.14,Luxurious seat cover.,seatandcover,BrandC,17.55,2.73,"(1.43, 1.44, 1.37)","{'Leather': 63, 'Foam': 33}",medium,DAA520,F5DEB3,glossy,scratch
SC3386,Luxury 5,3,236.7,Scratch-resistant seat cover.,seatandcover,BrandC,17.44,3.89,"(1.03, 1.41, 1.5)","{'Leather': 73, 'Foam': 31}",medium,FF5733,F5DEB3,glossy,dust
SC9693,Luxury 8,42,134.77,Luxurious seat cover.,seatandcover,BrandA,17.41,3.46,"(1.23, 1.38, 1.0)","{'Leather': 71, 'Foam': 23}",undefined,F5DEB3,F5DEB3,glossy,scratch
SC2164,UltraSoft 5,39,237.77,Luxurious seat cover.,seatandcover,BrandA,17.4,3.87,"(1.26, 1.46, 1.28)","{'Leather': 77, 'Foam': 37}",medium,FF5733,708090,glossy,scratch
SC2969,Luxury 7,26,195.64,Comfortable seat cover.,seatandcover,BrandA,17.48,2.72,"(1.41, 1.12, 1.02)","{'Leather': 77, 'Foam': 22}",undefined,2980B9,8B4513,matte,uv
SC2421,Luxury 2,2,181.37,Luxurious seat cover.,seatandcover,BrandB,17.41,3.54,"(1.37, 1.49, 1.41)","{'Leather': 61, 'Foam': 22}",undefined,D4AF37,FF5733,matte,scratch
SC9466,Comfy 4,28,113.14,Scratch-resistant seat cover.,seatandcover,BrandB,17.52,3.82,"(1.13, 1.07, 1.38)","{'Leather': 68, 'Foam': 36}",low,D4AF37,F5F5F5,unfinished,scratch
SC2478,Luxury 4,49,245.8,Comfortable seat cover.,seatandcover,BrandA,17.44,3.13,"(1.46, 1.35, 1.21)","{'Leather': 78, 'Foam': 27}",low,F5F5F5,F5F5F5,matte,light
SC6810,Luxury 4,8,125.45,Comfortable seat cover.,seatandcover,BrandC,17.52,3.4,"(1.13, 1.33, 1.04)","{'Leather': 60, 'Foam': 38}",medium,DAA520,2F4F4F,matte,uv
SC3274,Comfy 1,19,173.01,Durable seat cover.,seatandcover,BrandC,17.54,3.74,"(1.17, 1.27, 1.33)","{'Leather': 79, 'Foam': 33}",undefined,DAA520,FF0000,glossy,light
SC8491,Luxury 6,50,107.71,Luxurious seat cover.,seatandcover,BrandA,17.41,2.66,"(1.25, 1.36, 1.32)","{'Leather': 76, 'Foam': 38}",undefined,2F4F4F,F5F5F5,unfinished,dust
SC4901,UltraSoft 4,18,179.94,Luxurious seat cover.,seatandcover,BrandA,17.5,3.22,"(1.09, 1.25, 1.21)","{'Leather': 76, 'Foam': 27}",medium,D4AF37,2980B9,matte,scratch
SC5267,UltraSoft 1,17,151.57,Comfortable seat cover.,seatandcover,BrandC,17.41,3.86,"(1.45, 1.17, 1.25)","{'Leather': 73, 'Foam': 36}",high,2F4F4F,DAA520,unfinished,uv
SC1217,Premium 7,8,217.08,Comfortable seat cover.,seatandcover,BrandC,17.46,3.02,"(1.18, 1.42, 1.04)","{'Leather': 76, 'Foam': 26}",low,F5F5F5,F5F5F5,matte,dust
SC9806,Premium 3,48,185.61,Scratch-resistant seat cover.,seatandcover,BrandC,17.54,2.94,"(1.3, 1.22, 1.27)","{'Leather': 65, 'Foam': 22}",undefined,F5DEB3,FF0000,matte,dust
SC2776,Premium 6,49,162.02,Comfortable seat cover.,seatandcover,BrandB,17.57,2.84,"(1.26, 1.43, 1.12)","{'Leather': 80, 'Foam': 31}",medium,FF5733,D4AF37,glossy,uv
SC8479,UltraSoft 1,14,216.97,Luxurious seat cover.,seatandcover,BrandC,17.44,2.59,"(1.26, 1.17, 1.49)","{'Leather': 79, 'Foam': 29}",low,D4AF37,FF5733,glossy,dust
SC6260,Premium 5,11,104.66,Luxurious seat cover.,seatandcover,BrandB,17.43,2.83,"(1.36, 1.3, 1.47)","{'Leather': 76, 'Foam': 30}",low,FF0000,F5F5F5,matte,light
SC4442,UltraSoft 9,36,210.39,Luxurious seat cover.,seatandcover,BrandA,17.4,2.82,"(1.03, 1.04, 1.18)","{'Leather': 65, 'Foam': 26}",low,2980B9,FF5733,glossy,dust
SC6747,Premium 1,46,112.38,Durable seat cover.,seatandcover,BrandA,17.56,2.63,"(1.5, 1.27, 1.23)","{'Leather': 78, 'Foam': 25}",medium,DAA520,2F4F4F,matte,dust
SC2847,Premium 8,4,143.88,Durable seat cover.,seatandcover,BrandC,17.53,3.65,"(1.26, 1.4, 1.42)","{'Leather': 62, 'Foam': 30}",low,2F4F4F,F5DEB3,glossy,dust
SC8020,Premium 4,8,173.28,Comfortable seat cover.,seatandcover,BrandA,17.49,3.11,"(1.08, 1.17, 1.27)","{'Leather': 67, 'Foam': 20}",medium,FF0000,FF0000,matte,scratch
SC3329,Comfy 2,11,243.14,Luxurious seat cover.,seatandcover,BrandC,17.56,3.88,"(1.12, 1.47, 1.38)","{'Leather': 78, 'Foam': 20}",high,2F4F4F,F5DEB3,unfinished,scratch
SC2830,Comfy 4,4,138.03,Scratch-resistant seat cover.,seatandcover,BrandB,17.59,3.6,"(1.4, 1.38, 1.05)","{'Leather': 67, 'Foam': 40}",high,D4AF37,8B4513,unfinished,scratch
SC2466,Luxury 6,17,191.99,Scratch-resistant seat cover.,seatandcover,BrandB,17.42,3.39,"(1.04, 1.37, 1.16)","{'Leather': 69, 'Foam': 21}",undefined,F5F5F5,708090,glossy,dust
SC9744,Comfy 5,1,225.02,Comfortable seat cover.,seatandcover,BrandC,17.59,3.7,"(1.14, 1.47, 1.25)","{'Leather': 75, 'Foam': 29}",low,DAA520,708090,glossy,dust
SC5857,Luxury 4,23,120.28,Scratch-resistant seat cover.,seatandcover,BrandA,17.43,3.38,"(1.11, 1.25, 1.49)","{'Leather': 66, 'Foam': 28}",medium,FF5733,D4AF37,matte,dust
SC7456,Premium 6,21,245.3,Scratch-resistant seat cover.,seatandcover,BrandB,17.57,3.42,"(1.04, 1.23, 1.03)","{'Leather': 62, 'Foam': 36}",low,8B4513,D4AF37,matte,light
SC9404,UltraSoft 6,35,230.6,Durable seat cover.,seatandcover,BrandA,17.47,3.22,"(1.32, 1.18, 1.17)","{'Leather': 79, 'Foam': 32}",undefined,F5DEB3,F5DEB3,unfinished,uv
SC4185,UltraSoft 2,19,224.85,Durable seat cover.,seatandcover,BrandC,17.55,3.57,"(1.21, 1.46, 1.37)","{'Leather': 66, 'Foam': 29}",high,F5F5F5,F5DEB3,matte,light
SC1508,Luxury 9,49,202.96,Scratch-resistant seat cover.,seatandcover,BrandA,17.57,3.45,"(1.46, 1.45, 1.28)","{'Leather': 60, 'Foam': 34}",high,FF0000,D4AF37,unfinished,uv
SC6482,Luxury 1,13,213.34,Comfortable seat cover.,seatandcover,BrandB,17.48,3.27,"(1.45, 1.41, 1.44)","{'Leather': 71, 'Foam': 35}",undefined,FF5733,F5F5F5,unfinished,dust
SC8967,Comfy 6,16,183.42,Scratch-resistant seat cover.,seatandcover,BrandA,17.41,2.52,"(1.05, 1.47, 1.18)","{'Leather': 68, 'Foam': 39}",low,2980B9,2980B9,glossy,scratch
SC8277,Premium 3,19,218.45,Luxurious seat cover.,seatandcover,BrandC,17.47,3.75,"(1.35, 1.45, 1.5)","{'Leather': 80, 'Foam': 26}",high,2980B9,708090,glossy,scratch
SC4100,Premium 7,49,133.19,Luxurious seat cover.,seatandcover,BrandA,17.57,3.2,"(1.26, 1.38, 1.19)","{'Leather': 79, 'Foam': 28}",undefined,F5F5F5,FF0000,matte,dust
SC6864,Luxury 7,33,144.93,Luxurious seat cover.,seatandcover,BrandC,17.59,3.01,"(1.11, 1.27, 1.49)","{'Leather': 71, 'Foam': 25}",high,2980B9,D4AF37,matte,uv
SC5196,Premium 4,15,246.64,Durable seat cover.,seatandcover,BrandA,17.45,2.54,"(1.38, 1.36, 1.02)","{'Leather': 79, 'Foam': 26}",medium,2F4F4F,F5F5F5,matte,uv
SC2296,UltraSoft 2,6,241.78,Comfortable seat cover.,seatandcover,BrandA,17.6,2.9,"(1.39, 1.4, 1.01)","{'Leather': 68, 'Foam': 28}",medium,F5F5F5,F5F5F5,matte,light
SC1968,Luxury 4,7,200.46,Comfortable seat cover.,seatandcover,BrandC,17.48,3.95,"(1.36, 1.08, 1.27)","{'Leather': 62, 'Foam': 33}",low,DAA520,F5DEB3,matte,uv
SC2800,UltraSoft 5,46,131.25,Durable seat cover.,seatandcover,BrandB,17.44,3.54,"(1.26, 1.4, 1.39)","{'Leather': 74, 'Foam': 39}",low,FF5733,FF5733,glossy,dust
SC2205,Luxury 4,1,219.39,Scratch-resistant seat cover.,seatandcover,BrandA,17.55,3.84,"(1.01, 1.15, 1.38)","{'Leather': 67, 'Foam': 37}",low,F5F5F5,FF0000,glossy,light
SC7850,Premium 9,14,205.2,Luxurious seat cover.,seatandcover,BrandB,17.58,2.83,"(1.12, 1.0, 1.43)","{'Leather': 63, 'Foam': 23}",undefined,2980B9,FF0000,glossy,uv
SC5986,UltraSoft 2,14,193.45,Durable seat cover.,seatandcover,BrandC,17.44,2.99,"(1.39, 1.23, 1.11)","{'Leather': 67, 'Foam': 37}",undefined,FF5733,DAA520,glossy,scratch
SC8110,Comfy 3,48,203.93,Comfortable seat cover.,seatandcover,BrandB,17.47,3.26,"(1.01, 1.06, 1.14)","{'Leather': 72, 'Foam': 34}",medium,FF0000,D4AF37,matte,uv
SC1737,UltraSoft 3,10,248.65,Comfortable seat cover.,seatandcover,BrandA,17.58,3.92,"(1.43, 1.25, 1.0)","{'Leather': 62, 'Foam': 29}",high,F5DEB3,FF5733,matte,dust
SC5730,Luxury 3,49,102.74,Durable seat cover.,seatandcover,BrandA,17.59,2.96,"(1.09, 1.44, 1.06)","{'Leather': 69, 'Foam': 29}",high,D4AF37,D4AF37,unfinished,light
SC8328,Premium 9,43,139.66,Durable seat cover.,seatandcover,BrandA,17.5,3.3,"(1.16, 1.22, 1.17)","{'Leather': 60, 'Foam': 39}",undefined,8B4513,F5DEB3,unfinished,dust
SC4670,Premium 5,39,130.6,Luxurious seat cover.,seatandcover,BrandA,17.57,2.59,"(1.43, 1.26, 1.35)","{'Leather': 76, 'Foam': 36}",undefined,2980B9,2980B9,glossy,dust
SC8254,Comfy 7,20,196.96,Comfortable seat cover.,seatandcover,BrandA,17.51,3.16,"(1.03, 1.29, 1.16)","{'Leather': 76, 'Foam': 28}",high,F5F5F5,D4AF37,glossy,scratch
SC6488,Premium 6,46,150.39,Durable seat cover.,seatandcover,BrandA,17.48,2.96,"(1.27, 1.35, 1.46)","{'Leather': 63, 'Foam': 23}",low,8B4513,F5DEB3,matte,uv
SC4989,Comfy 4,36,161.92,Scratch-resistant seat cover.,seatandcover,BrandC,17.55,3.81,"(1.18, 1.08, 1.19)","{'Leather': 70, 'Foam': 23}",low,D4AF37,DAA520,matte,light
SC4808,Luxury 8,12,229.24,Luxurious seat cover.,seatandcover,BrandB,17.45,2.93,"(1.4, 1.06, 1.17)","{'Leather': 76, 'Foam': 26}",undefined,2F4F4F,F5DEB3,matte,uv
SC8839,Premium 1,8,108.51,Durable seat cover.,seatandcover,BrandA,17.57,3.22,"(1.34, 1.25, 1.16)","{'Leather': 65, 'Foam': 39}",medium,F5F5F5,FF0000,matte,dust
SC3820,Luxury 9,1,210.26,Comfortable seat cover.,seatandcover,BrandC,17.43,3.58,"(1.5, 1.02, 1.19)","{'Leather': 65, 'Foam': 22}",medium,2980B9,FF0000,matte,light
SC7111,Premium 1,26,210.22,Comfortable seat cover.,seatandcover,BrandC,17.57,3.62,"(1.2, 1.21, 1.33)","{'Leather': 61, 'Foam': 25}",high,D4AF37,D4AF37,glossy,dust
SC9018,Premium 6,3,129.02,Scratch-resistant seat cover.,seatandcover,BrandA,17.57,2.51,"(1.33, 1.0, 1.49)","{'Leather': 78, 'Foam': 28}",low,FF0000,F5F5F5,glossy,dust
SC7346,Luxury 6,15,144.49,Luxurious seat cover.,seatandcover,BrandB,17.5,2.97,"(1.12, 1.41, 1.37)","{'Leather': 78, 'Foam': 22}",high,8B4513,2980B9,matte,light
SC3779,Comfy 6,46,246.24,Comfortable seat cover.,seatandcover,BrandA,17.49,3.48,"(1.3, 1.08, 1.36)","{'Leather': 76, 'Foam': 24}",medium,F5F5F5,2980B9,glossy,light
SC1413,Premium 5,14,222.54,Scratch-resistant seat cover.,seatandcover,BrandC,17.4,3.75,"(1.01, 1.2, 1.33)","{'Leather': 79, 'Foam': 33}",medium,2980B9,2F4F4F,matte,scratch
SC3237,Comfy 7,37,229.34,Durable seat cover.,seatandcover,BrandB,17.47,2.99,"(1.45, 1.04, 1.29)","{'Leather': 63, 'Foam': 24}",high,D4AF37,708090,matte,dust
SC3522,Luxury 9,7,185.87,Durable seat cover.,seatandcover,BrandC,17.43,3.88,"(1.5, 1.05, 1.29)","{'Leather': 73, 'Foam': 34}",undefined,F5F5F5,8B4513,matte,light
SC3269,UltraSoft 3,11,140.06,Scratch-resistant seat cover.,seatandcover,BrandB,17.57,3.35,"(1.04, 1.22, 1.14)","{'Leather': 65, 'Foam': 31}",undefined,F5DEB3,DAA520,matte,uv
SC7145,Luxury 4,36,124.99,Scratch-resistant seat cover.,seatandcover,BrandC,17.57,2.95,"(1.04, 1.46, 1.15)","{'Leather': 77, 'Foam': 31}",medium,F5F5F5,D4AF37,matte,light
SC9608,UltraSoft 9,3,127.6,Durable seat cover.,seatandcover,BrandC,17.49,3.58,"(1.04, 1.26, 1.08)","{'Leather': 71, 'Foam': 25}",low,2980B9,DAA520,matte,dust
SC4283,Comfy 4,6,137.74,Comfortable seat cover.,seatandcover,BrandA,17.57,3.38,"(1.43, 1.36, 1.33)","{'Leather': 76, 'Foam': 27}",high,FF0000,2980B9,glossy,uv
SC2756,Comfy 3,32,248.15,Luxurious seat cover.,seatandcover,BrandA,17.57,3.04,"(1.5, 1.45, 1.43)","{'Leather': 61, 'Foam': 24}",high,2F4F4F,F5DEB3,matte,uv
SC7077,Comfy 4,7,105.03,Luxurious seat cover.,seatandcover,BrandA,17.44,2.61,"(1.39, 1.17, 1.4)","{'Leather': 66, 'Foam': 25}",high,F5F5F5,D4AF37,unfinished,light
SC3131,Luxury 1,39,202.77,Luxurious seat cover.,seatandcover,BrandC,17.52,2.98,"(1.15, 1.26, 1.29)","{'Leather': 73, 'Foam': 35}",high,F5DEB3,F5DEB3,unfinished,dust
SC8437,Luxury 2,10,144.98,Durable seat cover.,seatandcover,BrandB,17.5,2.51,"(1.18, 1.36, 1.38)","{'Leather': 80, 'Foam': 31}",high,FF5733,DAA520,matte,scratch
