id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,battery_type
BA7254,AmpPro 9,44,123.12,High-capacity battery.,battery,BrandC,17.16,4.1,"(0.37, 0.47, 0.49)","{'Lead': 55, 'Acid': 47}",low,15.8,187.3,2959.34,4593,13,nickel-cadmium
BA5682,VoltPlus 4,27,180.77,High-capacity battery.,battery,BrandA,17.6,5.01,"(0.3, 0.38, 0.39)","{'Lead': 52, 'Acid': 50}",high,15.4,172.8,2661.12,4033,12,alkaline
BA7949,VoltPlus 3,45,213.27,High-capacity battery.,battery,BrandC,17.68,5.56,"(0.35, 0.39, 0.42)","{'Lead': 64, 'Acid': 33}",undefined,15.5,175.8,2724.9,3590,21,lithium-ion
BA8765,PowerMax 2,3,190.96,High-capacity battery.,battery,BrandA,17.24,5.17,"(0.49, 0.4, 0.39)","{'Lead': 61, 'Acid': 33}",undefined,17.9,188.5,3374.15,4245,26,lithium-ion
BA3134,EnergyCore 9,5,160.44,Durable battery.,battery,BrandB,17.95,3.49,"(0.42, 0.34, 0.4)","{'Lead': 68, 'Acid': 35}",medium,17.3,127.9,2212.67,3353,31,alkaline
BA1736,EnergyCore 3,24,170.01,Reliable battery.,battery,BrandA,17.67,3.93,"(0.37, 0.31, 0.43)","{'Lead': 59, 'Acid': 47}",low,16.8,144.9,2434.32,4939,39,alkaline
BA6524,AmpPro 1,27,107.24,Durable battery.,battery,BrandD,17.95,3.66,"(0.35, 0.3, 0.34)","{'Lead': 69, 'Acid': 33}",medium,20.8,156.1,3246.88,3540,13,nickel-cadmium
BA8776,EnergyCore 4,33,242.68,High-capacity battery.,battery,BrandA,17.57,4.81,"(0.33, 0.39, 0.42)","{'Lead': 58, 'Acid': 36}",high,21.2,135.5,2872.6,3782,17,nickel-cadmium
BA1479,AmpPro 6,18,212.68,Long-lasting battery.,battery,BrandA,17.01,3.59,"(0.36, 0.35, 0.48)","{'Lead': 70, 'Acid': 44}",undefined,19.5,127.6,2488.2,4684,-3,nickel-cadmium
BA3660,EnergyCore 8,33,243.33,Long-lasting battery.,battery,BrandB,17.54,4.55,"(0.42, 0.43, 0.42)","{'Lead': 58, 'Acid': 46}",low,13.4,141.9,1901.46,4247,15,alkaline
BA3548,PowerMax 4,12,227.75,Reliable battery.,battery,BrandA,17.35,5.03,"(0.32, 0.36, 0.32)","{'Lead': 56, 'Acid': 36}",high,15.0,161.7,2425.5,3320,4,lead acid
BA4656,EnergyCore 5,1,107.22,High-capacity battery.,battery,BrandD,17.03,3.3,"(0.33, 0.31, 0.3)","{'Lead': 53, 'Acid': 33}",undefined,22.0,151.0,3322.0,3874,31,lead acid
BA4762,EnergyCore 8,36,138.13,High-capacity battery.,battery,BrandB,17.8,5.05,"(0.4, 0.33, 0.31)","{'Lead': 70, 'Acid': 33}",medium,13.1,184.3,2414.33,4141,-8,lead acid
BA9971,EnergyCore 8,36,124.25,High-capacity battery.,battery,BrandA,17.55,4.65,"(0.44, 0.45, 0.48)","{'Lead': 50, 'Acid': 30}",low,15.2,159.3,2421.36,3764,-8,lead acid
BA5495,PowerMax 2,37,197.84,Durable battery.,battery,BrandB,17.41,5.18,"(0.3, 0.41, 0.33)","{'Lead': 56, 'Acid': 37}",low,23.5,118.9,2794.15,4085,-3,nickel-cadmium
BA9108,VoltPlus 4,50,119.58,Durable battery.,battery,BrandB,17.45,3.26,"(0.41, 0.33, 0.36)","{'Lead': 59, 'Acid': 34}",undefined,22.0,150.5,3311.0,4367,48,alkaline
BA8550,AmpPro 6,14,200.48,Long-lasting battery.,battery,BrandC,17.38,3.2,"(0.45, 0.42, 0.47)","{'Lead': 63, 'Acid': 38}",undefined,19.4,180.6,3503.64,4230,-6,lead acid
BA7155,VoltPlus 6,34,128.06,High-capacity battery.,battery,BrandC,17.33,5.84,"(0.35, 0.48, 0.37)","{'Lead': 54, 'Acid': 41}",low,13.0,182.9,2377.7,4792,2,nickel-cadmium
BA1413,VoltPlus 7,19,194.45,Long-lasting battery.,battery,BrandA,17.54,5.06,"(0.4, 0.4, 0.35)","{'Lead': 62, 'Acid': 32}",low,17.7,190.5,3371.85,4392,34,lithium-ion
BA1234,VoltPlus 7,36,134.04,Long-lasting battery.,battery,BrandA,17.95,5.96,"(0.32, 0.48, 0.39)","{'Lead': 50, 'Acid': 38}",high,21.3,141.6,3016.08,3395,50,lithium-ion
BA1728,PowerMax 3,36,134.25,Reliable battery.,battery,BrandA,17.5,3.03,"(0.41, 0.47, 0.41)","{'Lead': 68, 'Acid': 40}",high,20.3,137.6,2793.28,3975,-3,lead acid
BA1408,PowerMax 5,3,229.15,Reliable battery.,battery,BrandA,17.91,3.9,"(0.32, 0.47, 0.5)","{'Lead': 57, 'Acid': 36}",low,18.6,122.0,2269.2,3660,-9,nickel-cadmium
BA7044,PowerMax 7,18,142.72,Durable battery.,battery,BrandC,17.85,4.46,"(0.32, 0.39, 0.44)","{'Lead': 50, 'Acid': 42}",undefined,22.6,148.0,3344.8,3297,49,lead acid
BA4309,AmpPro 4,4,231.52,High-capacity battery.,battery,BrandC,17.7,3.86,"(0.39, 0.4, 0.47)","{'Lead': 65, 'Acid': 35}",low,16.9,164.0,2771.6,3920,1,nickel-cadmium
BA6369,PowerMax 1,47,233.14,Durable battery.,battery,BrandB,17.21,4.68,"(0.47, 0.34, 0.46)","{'Lead': 50, 'Acid': 30}",undefined,24.0,194.7,4672.8,4196,7,nickel-cadmium
BA5185,EnergyCore 8,7,194.09,Reliable battery.,battery,BrandD,17.15,5.47,"(0.49, 0.32, 0.44)","{'Lead': 62, 'Acid': 50}",undefined,20.0,173.1,3462.0,4333,10,lead acid
BA7754,VoltPlus 8,6,121.31,Durable battery.,battery,BrandC,17.6,5.18,"(0.46, 0.42, 0.42)","{'Lead': 50, 'Acid': 47}",medium,22.5,148.9,3350.25,4045,44,lead acid
BA3602,VoltPlus 4,36,159.26,Reliable battery.,battery,BrandA,17.04,5.79,"(0.35, 0.45, 0.39)","{'Lead': 66, 'Acid': 38}",medium,16.1,195.2,3142.72,4431,43,lithium-ion
BA9780,PowerMax 4,6,247.99,High-capacity battery.,battery,BrandB,17.43,5.7,"(0.47, 0.48, 0.34)","{'Lead': 52, 'Acid': 42}",high,15.9,131.4,2089.26,4328,50,alkaline
BA8657,EnergyCore 9,37,230.11,High-capacity battery.,battery,BrandD,17.31,3.57,"(0.46, 0.47, 0.38)","{'Lead': 54, 'Acid': 39}",undefined,15.4,147.1,2265.34,3909,38,alkaline
BA4422,VoltPlus 7,3,182.38,Reliable battery.,battery,BrandA,17.14,3.38,"(0.49, 0.44, 0.42)","{'Lead': 68, 'Acid': 33}",low,13.5,195.5,2639.25,3242,24,alkaline
BA1254,VoltPlus 4,29,100.63,Durable battery.,battery,BrandD,17.9,4.13,"(0.38, 0.49, 0.48)","{'Lead': 55, 'Acid': 38}",medium,14.0,124.6,1744.4,4199,16,nickel-cadmium
BA7572,PowerMax 6,33,140.88,Long-lasting battery.,battery,BrandB,17.69,3.03,"(0.49, 0.33, 0.45)","{'Lead': 52, 'Acid': 37}",medium,14.7,121.1,1780.17,3526,16,lithium-ion
BA4031,VoltPlus 5,9,216.72,Reliable battery.,battery,BrandA,17.63,4.71,"(0.37, 0.45, 0.32)","{'Lead': 58, 'Acid': 31}",medium,22.9,184.7,4229.63,3184,7,lead acid
BA8687,EnergyCore 6,41,248.83,Long-lasting battery.,battery,BrandC,17.89,3.07,"(0.4, 0.37, 0.46)","{'Lead': 67, 'Acid': 45}",high,18.8,162.9,3062.52,4158,28,nickel-cadmium
BA2871,PowerMax 3,35,177.98,Long-lasting battery.,battery,BrandD,17.41,3.55,"(0.31, 0.4, 0.35)","{'Lead': 62, 'Acid': 46}",medium,13.7,142.7,1954.99,3168,5,lithium-ion
BA1522,PowerMax 5,39,230.13,High-capacity battery.,battery,BrandC,17.22,3.72,"(0.45, 0.41, 0.48)","{'Lead': 67, 'Acid': 50}",undefined,20.1,125.2,2516.52,4900,5,nickel-cadmium
BA8160,VoltPlus 6,49,187.38,Long-lasting battery.,battery,BrandC,17.12,4.66,"(0.48, 0.37, 0.47)","{'Lead': 69, 'Acid': 34}",high,14.0,182.8,2559.2,4406,32,nickel-cadmium
BA6166,PowerMax 9,37,186.2,High-capacity battery.,battery,BrandA,17.94,5.48,"(0.4, 0.33, 0.45)","{'Lead': 53, 'Acid': 35}",medium,12.6,171.6,2162.16,4483,42,alkaline
BA8631,EnergyCore 1,9,101.33,Reliable battery.,battery,BrandD,17.43,4.01,"(0.31, 0.41, 0.34)","{'Lead': 62, 'Acid': 47}",medium,15.2,141.8,2155.36,3434,10,alkaline
BA6213,PowerMax 9,11,159.13,Reliable battery.,battery,BrandA,17.92,3.15,"(0.41, 0.47, 0.47)","{'Lead': 63, 'Acid': 30}",medium,19.9,142.7,2839.73,3485,4,lead acid
BA4104,EnergyCore 3,4,236.4,High-capacity battery.,battery,BrandA,17.13,4.76,"(0.37, 0.5, 0.32)","{'Lead': 51, 'Acid': 49}",medium,19.2,166.2,3191.04,4078,31,lead acid
BA5165,VoltPlus 3,22,224.73,Reliable battery.,battery,BrandD,17.49,5.97,"(0.49, 0.43, 0.31)","{'Lead': 66, 'Acid': 48}",medium,16.5,137.9,2275.35,3022,1,nickel-cadmium
BA6094,PowerMax 4,6,199.93,Durable battery.,battery,BrandA,17.83,4.23,"(0.46, 0.46, 0.45)","{'Lead': 68, 'Acid': 38}",high,23.6,143.6,3388.96,4221,18,lead acid
BA5265,PowerMax 3,40,247.65,Reliable battery.,battery,BrandC,17.64,5.51,"(0.46, 0.31, 0.39)","{'Lead': 69, 'Acid': 48}",undefined,21.0,140.7,2954.7,4711,44,lead acid
BA9807,PowerMax 8,21,142.73,Reliable battery.,battery,BrandB,17.86,3.9,"(0.45, 0.48, 0.44)","{'Lead': 67, 'Acid': 38}",high,22.9,181.5,4156.35,4136,18,alkaline
BA3816,PowerMax 3,12,141.68,Durable battery.,battery,BrandB,17.52,5.97,"(0.47, 0.43, 0.45)","{'Lead': 54, 'Acid': 33}",high,22.2,107.5,2386.5,3169,38,alkaline
BA6262,PowerMax 6,27,178.33,High-capacity battery.,battery,BrandC,17.72,4.9,"(0.49, 0.49, 0.32)","{'Lead': 51, 'Acid': 43}",medium,16.1,133.1,2142.91,3526,43,nickel-cadmium
BA1573,PowerMax 3,39,117.19,Reliable battery.,battery,BrandD,17.68,4.3,"(0.43, 0.4, 0.49)","{'Lead': 61, 'Acid': 39}",low,12.9,164.2,2118.18,4251,3,lead acid
BA8499,VoltPlus 8,32,106.17,Long-lasting battery.,battery,BrandB,17.46,3.65,"(0.31, 0.35, 0.45)","{'Lead': 68, 'Acid': 44}",medium,23.8,124.4,2960.72,4282,-6,alkaline
BA7105,AmpPro 7,17,204.44,High-capacity battery.,battery,BrandB,17.97,4.76,"(0.3, 0.33, 0.42)","{'Lead': 58, 'Acid': 46}",low,21.4,137.6,2944.64,4326,42,lithium-ion
BA5247,VoltPlus 2,3,222.97,Reliable battery.,battery,BrandA,17.56,3.34,"(0.35, 0.49, 0.49)","{'Lead': 55, 'Acid': 41}",high,24.0,109.0,2616.0,4163,46,nickel-cadmium
BA3157,AmpPro 4,26,101.33,Reliable battery.,battery,BrandA,17.97,3.32,"(0.45, 0.38, 0.45)","{'Lead': 64, 'Acid': 39}",high,22.0,160.4,3528.8,3715,5,lead acid
BA8803,EnergyCore 6,39,241.73,High-capacity battery.,battery,BrandC,17.01,5.46,"(0.48, 0.33, 0.48)","{'Lead': 65, 'Acid': 45}",high,14.2,106.5,1512.3,3568,1,alkaline
BA9725,PowerMax 6,10,233.81,Long-lasting battery.,battery,BrandA,17.9,4.35,"(0.32, 0.39, 0.31)","{'Lead': 55, 'Acid': 35}",medium,18.7,144.7,2705.89,4871,22,alkaline
BA6460,PowerMax 3,30,131.42,High-capacity battery.,battery,BrandD,17.6,5.24,"(0.43, 0.4, 0.48)","{'Lead': 50, 'Acid': 40}",medium,16.0,162.0,2592.0,3803,4,lead acid
BA4510,PowerMax 1,43,175.04,High-capacity battery.,battery,BrandB,17.2,3.35,"(0.39, 0.42, 0.46)","{'Lead': 59, 'Acid': 50}",undefined,20.0,138.1,2762.0,4139,-7,lead acid
BA9925,AmpPro 7,8,164.44,Durable battery.,battery,BrandD,17.34,4.7,"(0.36, 0.44, 0.47)","{'Lead': 69, 'Acid': 30}",undefined,20.8,148.9,3097.12,4721,19,nickel-cadmium
BA8196,VoltPlus 9,13,236.6,Durable battery.,battery,BrandC,17.44,4.03,"(0.33, 0.31, 0.31)","{'Lead': 61, 'Acid': 43}",medium,12.6,100.6,1267.56,4758,-10,lithium-ion
BA3135,PowerMax 8,25,217.57,High-capacity battery.,battery,BrandC,17.56,5.45,"(0.39, 0.37, 0.44)","{'Lead': 60, 'Acid': 48}",low,22.5,179.3,4034.25,4919,37,lead acid
BA2187,VoltPlus 6,15,219.07,Durable battery.,battery,BrandC,17.89,5.76,"(0.49, 0.49, 0.31)","{'Lead': 50, 'Acid': 49}",undefined,21.9,176.3,3860.97,3716,8,alkaline
BA1314,PowerMax 9,7,192.45,Durable battery.,battery,BrandA,17.32,4.72,"(0.33, 0.42, 0.39)","{'Lead': 54, 'Acid': 34}",medium,18.5,105.6,1953.6,3860,13,nickel-cadmium
BA7735,VoltPlus 1,3,233.55,High-capacity battery.,battery,BrandA,17.11,3.94,"(0.33, 0.48, 0.31)","{'Lead': 66, 'Acid': 42}",low,13.5,194.7,2628.45,4735,3,lead acid
BA5497,VoltPlus 9,38,140.82,Long-lasting battery.,battery,BrandB,17.39,4.97,"(0.42, 0.31, 0.39)","{'Lead': 68, 'Acid': 30}",high,18.1,197.7,3578.37,4722,46,alkaline
BA1714,PowerMax 2,48,144.97,Reliable battery.,battery,BrandD,17.36,5.74,"(0.32, 0.35, 0.33)","{'Lead': 59, 'Acid': 42}",undefined,21.1,160.5,3386.55,4252,44,nickel-cadmium
BA4516,EnergyCore 8,10,243.54,Durable battery.,battery,BrandC,17.44,4.61,"(0.33, 0.41, 0.43)","{'Lead': 65, 'Acid': 33}",medium,14.1,131.6,1855.56,4633,9,lithium-ion
BA3696,PowerMax 2,9,146.33,High-capacity battery.,battery,BrandC,17.78,3.34,"(0.33, 0.46, 0.47)","{'Lead': 50, 'Acid': 35}",high,22.1,110.9,2450.89,3666,29,lithium-ion
BA5874,VoltPlus 3,38,247.37,Durable battery.,battery,BrandA,17.56,3.18,"(0.48, 0.34, 0.39)","{'Lead': 70, 'Acid': 31}",high,19.2,137.0,2630.4,4243,44,alkaline
BA6462,AmpPro 1,18,166.18,High-capacity battery.,battery,BrandA,17.86,3.16,"(0.32, 0.43, 0.33)","{'Lead': 70, 'Acid': 50}",high,21.2,187.4,3972.88,4185,11,alkaline
BA5925,VoltPlus 8,46,144.53,Reliable battery.,battery,BrandA,17.21,3.96,"(0.39, 0.47, 0.35)","{'Lead': 51, 'Acid': 45}",undefined,18.0,182.4,3283.2,3782,-9,lithium-ion
BA1895,VoltPlus 6,9,247.66,High-capacity battery.,battery,BrandA,17.56,5.69,"(0.31, 0.43, 0.31)","{'Lead': 66, 'Acid': 33}",low,14.2,136.7,1941.14,3815,-9,lead acid
BA9672,EnergyCore 6,25,216.53,High-capacity battery.,battery,BrandB,17.46,3.07,"(0.4, 0.33, 0.38)","{'Lead': 58, 'Acid': 42}",high,19.4,112.3,2178.62,3293,25,lead acid
BA8026,EnergyCore 4,44,152.74,Durable battery.,battery,BrandA,17.61,4.41,"(0.31, 0.33, 0.45)","{'Lead': 58, 'Acid': 47}",undefined,20.3,192.4,3905.72,4369,45,nickel-cadmium
BA2886,EnergyCore 1,20,123.63,Long-lasting battery.,battery,BrandB,17.05,3.27,"(0.44, 0.33, 0.31)","{'Lead': 64, 'Acid': 30}",low,17.9,194.2,3476.18,4167,7,lithium-ion
BA6882,PowerMax 6,48,164.93,High-capacity battery.,battery,BrandB,17.56,4.31,"(0.35, 0.32, 0.39)","{'Lead': 55, 'Acid': 35}",high,23.6,192.0,4531.2,4584,37,nickel-cadmium
BA9300,AmpPro 5,42,211.21,Durable battery.,battery,BrandD,17.23,5.22,"(0.5, 0.34, 0.47)","{'Lead': 57, 'Acid': 33}",high,17.3,180.9,3129.57,4070,36,alkaline
BA5753,AmpPro 8,47,110.04,Durable battery.,battery,BrandA,17.4,5.72,"(0.43, 0.46, 0.3)","{'Lead': 68, 'Acid': 47}",undefined,19.3,104.1,2009.13,4055,-9,alkaline
BA3671,PowerMax 1,17,171.09,Reliable battery.,battery,BrandD,17.64,4.05,"(0.38, 0.37, 0.47)","{'Lead': 60, 'Acid': 33}",high,21.2,109.8,2327.76,3412,-3,lead acid
BA5069,EnergyCore 1,28,236.97,Durable battery.,battery,BrandA,17.77,5.26,"(0.39, 0.49, 0.5)","{'Lead': 65, 'Acid': 40}",high,19.2,165.3,3173.76,3346,7,alkaline
BA4178,EnergyCore 6,50,190.99,Durable battery.,battery,BrandB,17.44,3.69,"(0.49, 0.39, 0.4)","{'Lead': 67, 'Acid': 49}",low,14.4,106.7,1536.48,4201,24,lithium-ion
BA2024,VoltPlus 8,43,184.1,High-capacity battery.,battery,BrandA,17.06,5.47,"(0.4, 0.38, 0.47)","{'Lead': 58, 'Acid': 36}",high,18.6,171.6,3191.76,4664,40,lead acid
BA2908,VoltPlus 5,2,110.73,Long-lasting battery.,battery,BrandC,17.74,4.66,"(0.48, 0.37, 0.47)","{'Lead': 50, 'Acid': 37}",medium,15.9,169.4,2693.46,4035,36,nickel-cadmium
BA1783,VoltPlus 1,16,198.92,Reliable battery.,battery,BrandD,17.19,4.3,"(0.33, 0.32, 0.43)","{'Lead': 57, 'Acid': 47}",medium,17.9,118.2,2115.78,3677,24,lead acid
BA3277,VoltPlus 8,24,131.74,Long-lasting battery.,battery,BrandB,17.56,5.82,"(0.31, 0.48, 0.32)","{'Lead': 65, 'Acid': 31}",high,20.5,107.5,2203.75,3713,28,lead acid
BA4599,VoltPlus 3,33,223.12,Reliable battery.,battery,BrandD,17.3,3.08,"(0.35, 0.41, 0.47)","{'Lead': 59, 'Acid': 38}",undefined,21.9,181.6,3977.04,3433,-4,lithium-ion
BA3511,VoltPlus 1,23,158.33,Long-lasting battery.,battery,BrandC,17.04,3.57,"(0.36, 0.33, 0.48)","{'Lead': 59, 'Acid': 46}",medium,23.8,145.4,3460.52,4486,13,lithium-ion
BA3173,EnergyCore 2,9,113.97,Durable battery.,battery,BrandA,18.0,3.17,"(0.34, 0.43, 0.47)","{'Lead': 60, 'Acid': 33}",low,21.0,174.1,3656.1,3874,15,alkaline
BA3366,PowerMax 1,44,100.22,High-capacity battery.,battery,BrandC,17.2,4.86,"(0.37, 0.37, 0.39)","{'Lead': 58, 'Acid': 44}",medium,20.0,180.7,3614.0,3811,31,lead acid
BA3494,PowerMax 3,27,133.57,High-capacity battery.,battery,BrandD,17.62,3.92,"(0.37, 0.36, 0.38)","{'Lead': 50, 'Acid': 32}",high,13.9,141.2,1962.68,3996,38,lithium-ion
BA5720,EnergyCore 2,17,238.2,Durable battery.,battery,BrandB,17.65,3.45,"(0.4, 0.38, 0.34)","{'Lead': 50, 'Acid': 41}",undefined,20.7,163.7,3388.59,4467,14,nickel-cadmium
BA9628,EnergyCore 9,19,249.15,Reliable battery.,battery,BrandB,17.93,4.41,"(0.45, 0.46, 0.46)","{'Lead': 60, 'Acid': 47}",high,16.9,159.8,2700.62,4014,33,alkaline
BA4965,AmpPro 2,33,102.7,High-capacity battery.,battery,BrandA,17.35,3.71,"(0.4, 0.46, 0.4)","{'Lead': 70, 'Acid': 48}",medium,13.0,180.7,2349.1,4669,34,alkaline
BA1278,EnergyCore 4,7,110.47,High-capacity battery.,battery,BrandA,17.12,5.58,"(0.4, 0.33, 0.47)","{'Lead': 69, 'Acid': 35}",high,18.9,140.5,2655.45,3832,43,lead acid
BA8371,PowerMax 4,1,106.13,Reliable battery.,battery,BrandC,17.79,5.73,"(0.46, 0.36, 0.39)","{'Lead': 57, 'Acid': 38}",medium,12.0,177.3,2127.6,4177,4,lead acid
BA4376,EnergyCore 4,43,246.08,High-capacity battery.,battery,BrandD,17.67,5.99,"(0.34, 0.41, 0.41)","{'Lead': 64, 'Acid': 35}",undefined,23.4,156.0,3650.4,4090,-10,lithium-ion
BA6644,PowerMax 3,13,121.46,Durable battery.,battery,BrandC,17.51,4.79,"(0.44, 0.36, 0.31)","{'Lead': 65, 'Acid': 34}",undefined,13.9,132.9,1847.31,3015,-8,lead acid
BA2141,PowerMax 5,38,211.18,High-capacity battery.,battery,BrandD,17.51,3.23,"(0.48, 0.49, 0.31)","{'Lead': 69, 'Acid': 38}",low,19.7,106.8,2103.96,3284,7,alkaline
BA5195,VoltPlus 1,26,218.36,High-capacity battery.,battery,BrandB,17.38,4.77,"(0.38, 0.34, 0.4)","{'Lead': 70, 'Acid': 39}",medium,17.3,160.2,2771.46,3195,-1,nickel-cadmium
BA5033,PowerMax 9,12,248.31,Durable battery.,battery,BrandB,17.44,4.07,"(0.41, 0.45, 0.33)","{'Lead': 58, 'Acid': 41}",low,15.9,173.5,2758.65,3542,41,nickel-cadmium
BA7539,EnergyCore 4,16,234.49,High-capacity battery.,battery,BrandB,17.14,5.39,"(0.34, 0.47, 0.42)","{'Lead': 59, 'Acid': 42}",undefined,21.8,195.2,4255.36,3922,26,nickel-cadmium
BA7897,PowerMax 4,19,143.94,Long-lasting battery.,battery,BrandB,17.02,3.57,"(0.38, 0.42, 0.36)","{'Lead': 60, 'Acid': 44}",undefined,14.4,185.4,2669.76,3325,32,alkaline
BA4404,PowerMax 4,27,190.33,Long-lasting battery.,battery,BrandC,17.45,3.37,"(0.41, 0.46, 0.49)","{'Lead': 55, 'Acid': 33}",undefined,22.7,106.1,2408.47,3551,24,lithium-ion
BA6496,PowerMax 3,40,116.07,Reliable battery.,battery,BrandA,17.36,4.27,"(0.42, 0.48, 0.34)","{'Lead': 64, 'Acid': 50}",undefined,16.4,107.8,1767.92,3996,44,nickel-cadmium
BA2640,AmpPro 2,11,161.87,Reliable battery.,battery,BrandA,17.74,4.77,"(0.45, 0.3, 0.43)","{'Lead': 57, 'Acid': 32}",undefined,20.1,167.5,3366.75,4977,19,lithium-ion
BA2361,AmpPro 2,3,234.53,Reliable battery.,battery,BrandB,17.66,3.45,"(0.34, 0.3, 0.45)","{'Lead': 67, 'Acid': 31}",low,21.6,141.4,3054.24,4174,38,lead acid
BA6102,PowerMax 8,9,227.7,Reliable battery.,battery,BrandA,17.7,3.41,"(0.32, 0.47, 0.48)","{'Lead': 68, 'Acid': 47}",low,15.5,175.4,2718.7,3256,4,lithium-ion
BA1351,AmpPro 2,13,247.75,Reliable battery.,battery,BrandD,17.29,5.07,"(0.43, 0.47, 0.33)","{'Lead': 53, 'Acid': 42}",undefined,21.4,100.7,2154.98,4631,15,lithium-ion
BA4013,AmpPro 7,45,106.04,Durable battery.,battery,BrandA,17.34,3.79,"(0.42, 0.45, 0.38)","{'Lead': 54, 'Acid': 32}",medium,12.1,160.1,1937.21,4264,50,lithium-ion
BA4359,VoltPlus 7,47,127.65,High-capacity battery.,battery,BrandA,17.13,5.91,"(0.44, 0.42, 0.36)","{'Lead': 69, 'Acid': 45}",medium,12.3,114.7,1410.81,3936,35,alkaline
BA1878,AmpPro 3,49,131.56,High-capacity battery.,battery,BrandA,17.33,4.07,"(0.39, 0.49, 0.31)","{'Lead': 59, 'Acid': 34}",medium,16.7,180.0,3006.0,4424,0,alkaline
BA5354,PowerMax 5,23,103.64,Durable battery.,battery,BrandC,17.4,5.57,"(0.38, 0.45, 0.43)","{'Lead': 61, 'Acid': 33}",medium,13.1,171.3,2244.03,4398,-1,lithium-ion
BA8994,VoltPlus 2,18,246.39,Durable battery.,battery,BrandD,17.47,4.71,"(0.4, 0.41, 0.34)","{'Lead': 70, 'Acid': 47}",high,15.4,101.8,1567.72,4406,35,lithium-ion
BA8723,VoltPlus 8,27,213.32,Durable battery.,battery,BrandD,17.21,3.28,"(0.37, 0.41, 0.37)","{'Lead': 61, 'Acid': 50}",low,19.4,164.1,3183.54,4633,2,nickel-cadmium
BA3739,PowerMax 1,13,129.14,Reliable battery.,battery,BrandB,17.3,4.99,"(0.35, 0.43, 0.42)","{'Lead': 57, 'Acid': 31}",low,14.9,108.9,1622.61,4184,-2,lithium-ion
BA8075,PowerMax 8,8,129.78,High-capacity battery.,battery,BrandB,17.58,5.65,"(0.46, 0.33, 0.48)","{'Lead': 62, 'Acid': 49}",medium,15.8,119.6,1889.68,4254,24,lead acid
BA7197,VoltPlus 2,5,129.5,High-capacity battery.,battery,BrandD,17.83,3.06,"(0.49, 0.38, 0.43)","{'Lead': 57, 'Acid': 32}",medium,19.8,184.1,3645.18,3604,44,alkaline
BA8835,AmpPro 2,27,174.8,Reliable battery.,battery,BrandB,17.68,5.77,"(0.5, 0.36, 0.39)","{'Lead': 63, 'Acid': 35}",medium,12.0,168.7,2024.4,4267,34,lead acid
BA8482,VoltPlus 8,21,135.58,Durable battery.,battery,BrandA,17.41,4.84,"(0.41, 0.4, 0.42)","{'Lead': 52, 'Acid': 36}",medium,19.9,106.3,2115.37,4192,3,lithium-ion
BA7663,AmpPro 7,18,182.31,Reliable battery.,battery,BrandB,17.1,4.49,"(0.48, 0.45, 0.39)","{'Lead': 57, 'Acid': 33}",high,15.4,157.3,2422.42,4338,14,nickel-cadmium
BA3880,PowerMax 9,27,228.54,Reliable battery.,battery,BrandD,17.17,4.66,"(0.5, 0.38, 0.32)","{'Lead': 59, 'Acid': 39}",undefined,16.5,104.9,1730.85,3541,40,lead acid
BA7253,VoltPlus 2,35,158.1,Durable battery.,battery,BrandB,17.56,4.95,"(0.48, 0.31, 0.33)","{'Lead': 53, 'Acid': 40}",high,15.5,189.0,2929.5,4396,17,lithium-ion
BA5978,EnergyCore 1,39,173.6,Reliable battery.,battery,BrandB,17.76,3.7,"(0.3, 0.33, 0.31)","{'Lead': 60, 'Acid': 32}",medium,12.0,149.5,1794.0,4868,45,nickel-cadmium
BA6845,AmpPro 4,30,225.31,Durable battery.,battery,BrandC,17.91,3.66,"(0.49, 0.37, 0.47)","{'Lead': 57, 'Acid': 32}",high,22.0,155.8,3427.6,4619,4,lithium-ion
BA7242,VoltPlus 4,41,150.01,Long-lasting battery.,battery,BrandA,17.85,3.13,"(0.42, 0.44, 0.47)","{'Lead': 70, 'Acid': 31}",undefined,19.4,118.1,2291.14,4480,17,lithium-ion
BA2113,VoltPlus 6,49,103.78,Durable battery.,battery,BrandC,17.54,3.84,"(0.45, 0.42, 0.3)","{'Lead': 70, 'Acid': 31}",low,20.8,140.3,2918.24,3382,18,lead acid
BA5878,EnergyCore 7,35,230.21,Reliable battery.,battery,BrandA,17.18,4.3,"(0.38, 0.46, 0.31)","{'Lead': 57, 'Acid': 45}",high,17.2,143.9,2475.08,4305,38,nickel-cadmium
BA3084,AmpPro 7,10,204.37,High-capacity battery.,battery,BrandD,17.76,4.18,"(0.31, 0.33, 0.32)","{'Lead': 57, 'Acid': 42}",low,22.6,112.3,2537.98,3498,-6,nickel-cadmium
BA7156,EnergyCore 4,27,195.13,Long-lasting battery.,battery,BrandC,17.02,5.74,"(0.33, 0.33, 0.39)","{'Lead': 62, 'Acid': 38}",medium,12.2,164.0,2000.8,3613,40,alkaline
BA9398,AmpPro 5,23,135.78,Reliable battery.,battery,BrandB,17.04,4.1,"(0.45, 0.43, 0.36)","{'Lead': 66, 'Acid': 36}",undefined,17.7,112.4,1989.48,3302,16,lithium-ion
