id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,brake_type
BR8911,StopForce 5,49,95.66,Durable organic brake.,brake,BrandA,17.5,4.35,"(0.49, 0.42, 0.31)","{'Metal': 81, 'Ceramic': 24}",medium,1434.4,organic
BR3090,PowerStop 3,34,124.67,Durable semi_metallic brake.,brake,BrandC,17.49,3.13,"(0.38, 0.44, 0.39)","{'Metal': 90, 'Ceramic': 11}",high,1100.4,semi_metallic
BR1042,RoadSafe 8,22,126.17,Durable metal brake.,brake,BrandC,17.59,2.99,"(0.39, 0.46, 0.34)","{'Metal': 73, 'Ceramic': 21}",medium,1216.5,metal
BR1035,QuickBrake 4,16,136.76,Reliable organic brake.,brake,BrandB,17.39,3.09,"(0.46, 0.39, 0.43)","{'Metal': 82, 'Ceramic': 10}",medium,1250.2,organic
BR6039,RoadSafe 2,22,137.59,Affordable organic brake.,brake,BrandA,17.41,4.19,"(0.43, 0.36, 0.48)","{'Metal': 79, 'Ceramic': 25}",high,1087.3,organic
BR9872,MetalGrip 3,15,92.45,Reliable organic brake.,brake,BrandA,17.6,2.29,"(0.47, 0.42, 0.38)","{'Metal': 81, 'Ceramic': 29}",low,1483.1,organic
BR7855,MetalGrip 3,15,93.94,Affordable ceramic brake.,brake,BrandD,17.5,3.05,"(0.42, 0.41, 0.33)","{'Metal': 72, 'Ceramic': 13}",high,1007.0,ceramic
BR3857,StopForce 3,7,145.73,Affordable semi_metallic brake.,brake,BrandA,17.3,3.36,"(0.42, 0.45, 0.41)","{'Metal': 84, 'Ceramic': 13}",low,1283.2,semi_metallic
BR5545,StopForce 5,33,115.23,Reliable semi_metallic brake.,brake,BrandB,17.37,2.11,"(0.32, 0.36, 0.48)","{'Metal': 83, 'Ceramic': 27}",medium,1119.9,semi_metallic
BR4025,QuickBrake 3,26,122.69,Affordable ceramic brake.,brake,BrandB,17.45,4.83,"(0.42, 0.3, 0.46)","{'Metal': 88, 'Ceramic': 17}",low,1396.6,ceramic
BR7762,PowerStop 1,31,89.1,Durable semi_metallic brake.,brake,BrandB,17.56,2.68,"(0.34, 0.35, 0.43)","{'Metal': 75, 'Ceramic': 27}",low,1045.7,semi_metallic
BR6371,MetalGrip 2,25,103.54,Advanced organic brake.,brake,BrandA,17.41,3.52,"(0.34, 0.43, 0.33)","{'Metal': 81, 'Ceramic': 15}",low,1396.6,organic
BR7237,PowerStop 8,7,134.85,Durable semi_metallic brake.,brake,BrandA,17.4,2.73,"(0.31, 0.42, 0.42)","{'Metal': 75, 'Ceramic': 12}",high,1163.8,semi_metallic
BR5551,QuickBrake 8,11,143.14,Affordable organic brake.,brake,BrandA,17.57,2.81,"(0.44, 0.32, 0.34)","{'Metal': 84, 'Ceramic': 28}",high,1447.3,organic
BR9386,QuickBrake 5,37,82.39,Reliable organic brake.,brake,BrandA,17.59,4.09,"(0.35, 0.44, 0.49)","{'Metal': 90, 'Ceramic': 14}",high,1016.6,organic
BR9614,MetalGrip 9,50,140.92,Advanced organic brake.,brake,BrandD,17.57,3.8,"(0.35, 0.38, 0.35)","{'Metal': 77, 'Ceramic': 11}",high,908.8,organic
BR4383,StopForce 7,31,88.51,Affordable ceramic brake.,brake,BrandE,17.48,4.04,"(0.35, 0.3, 0.41)","{'Metal': 80, 'Ceramic': 18}",low,1234.9,ceramic
BR5044,MetalGrip 5,12,92.25,Durable metal brake.,brake,BrandE,17.41,2.23,"(0.42, 0.47, 0.48)","{'Metal': 87, 'Ceramic': 27}",high,1440.7,metal
BR4665,QuickBrake 2,15,143.11,Durable ceramic brake.,brake,BrandE,17.51,4.33,"(0.39, 0.37, 0.47)","{'Metal': 81, 'Ceramic': 10}",medium,1097.3,ceramic
BR8135,MetalGrip 7,30,136.98,Durable semi_metallic brake.,brake,BrandA,17.46,2.39,"(0.47, 0.48, 0.49)","{'Metal': 83, 'Ceramic': 17}",medium,1197.7,semi_metallic
BR7780,RoadSafe 1,31,149.62,Affordable semi_metallic brake.,brake,BrandE,17.32,2.88,"(0.46, 0.43, 0.42)","{'Metal': 78, 'Ceramic': 25}",high,1493.2,semi_metallic
BR1264,RoadSafe 4,39,123.55,Reliable metal brake.,brake,BrandC,17.43,2.09,"(0.45, 0.45, 0.45)","{'Metal': 87, 'Ceramic': 28}",low,984.5,metal
BR1675,StopForce 2,29,97.83,Advanced ceramic brake.,brake,BrandE,17.36,2.13,"(0.45, 0.38, 0.48)","{'Metal': 84, 'Ceramic': 30}",low,1347.8,ceramic
BR3927,StopForce 8,16,131.18,Durable ceramic brake.,brake,BrandA,17.43,2.21,"(0.35, 0.48, 0.35)","{'Metal': 70, 'Ceramic': 22}",high,1145.5,ceramic
BR9015,StopForce 4,44,146.67,Durable ceramic brake.,brake,BrandA,17.59,4.28,"(0.43, 0.43, 0.42)","{'Metal': 83, 'Ceramic': 29}",medium,1272.3,ceramic
BR7496,MetalGrip 7,32,89.11,Advanced ceramic brake.,brake,BrandB,17.42,2.22,"(0.39, 0.34, 0.31)","{'Metal': 73, 'Ceramic': 20}",high,1063.5,ceramic
BR4326,RoadSafe 2,34,109.52,Durable metal brake.,brake,BrandA,17.43,3.91,"(0.45, 0.33, 0.32)","{'Metal': 74, 'Ceramic': 18}",medium,1308.9,metal
BR4133,RoadSafe 3,39,120.14,Advanced semi_metallic brake.,brake,BrandE,17.31,3.65,"(0.32, 0.36, 0.49)","{'Metal': 72, 'Ceramic': 23}",high,1156.8,semi_metallic
BR9127,MetalGrip 1,16,128.5,Affordable semi_metallic brake.,brake,BrandE,17.49,2.09,"(0.46, 0.34, 0.5)","{'Metal': 86, 'Ceramic': 19}",high,1386.9,semi_metallic
BR6460,MetalGrip 5,1,82.35,Affordable metal brake.,brake,BrandA,17.37,2.61,"(0.43, 0.45, 0.35)","{'Metal': 79, 'Ceramic': 13}",medium,1345.7,metal
BR6293,PowerStop 4,48,128.02,Reliable metal brake.,brake,BrandA,17.42,4.97,"(0.45, 0.39, 0.31)","{'Metal': 74, 'Ceramic': 14}",high,1043.7,metal
BR1525,PowerStop 9,22,124.61,Reliable ceramic brake.,brake,BrandD,17.45,4.54,"(0.37, 0.31, 0.37)","{'Metal': 85, 'Ceramic': 17}",medium,1314.3,ceramic
BR3204,PowerStop 5,11,86.39,Reliable ceramic brake.,brake,BrandC,17.34,2.13,"(0.49, 0.4, 0.5)","{'Metal': 84, 'Ceramic': 18}",low,1023.2,ceramic
BR8977,StopForce 8,26,105.71,Reliable ceramic brake.,brake,BrandA,17.55,2.26,"(0.35, 0.41, 0.35)","{'Metal': 71, 'Ceramic': 21}",low,999.0,ceramic
BR1942,RoadSafe 3,29,113.86,Affordable ceramic brake.,brake,BrandA,17.4,3.46,"(0.41, 0.43, 0.33)","{'Metal': 76, 'Ceramic': 12}",medium,901.4,ceramic
BR9447,StopForce 9,40,143.23,Advanced semi_metallic brake.,brake,BrandC,17.49,4.41,"(0.35, 0.35, 0.49)","{'Metal': 76, 'Ceramic': 17}",medium,1210.4,semi_metallic
BR7049,QuickBrake 9,50,97.31,Advanced semi_metallic brake.,brake,BrandE,17.59,2.33,"(0.38, 0.32, 0.3)","{'Metal': 81, 'Ceramic': 14}",high,1031.2,semi_metallic
BR3966,StopForce 6,48,120.98,Durable ceramic brake.,brake,BrandE,17.37,2.34,"(0.34, 0.39, 0.44)","{'Metal': 86, 'Ceramic': 30}",high,1469.6,ceramic
BR5179,MetalGrip 7,16,80.41,Advanced semi_metallic brake.,brake,BrandC,17.31,4.03,"(0.41, 0.32, 0.41)","{'Metal': 73, 'Ceramic': 19}",low,1428.8,semi_metallic
BR6162,StopForce 6,49,102.6,Durable semi_metallic brake.,brake,BrandE,17.39,2.4,"(0.34, 0.36, 0.36)","{'Metal': 71, 'Ceramic': 29}",low,1274.2,semi_metallic
BR5187,QuickBrake 1,50,127.31,Affordable semi_metallic brake.,brake,BrandC,17.37,4.77,"(0.37, 0.4, 0.39)","{'Metal': 77, 'Ceramic': 18}",high,913.4,semi_metallic
BR6976,PowerStop 5,10,84.88,Durable organic brake.,brake,BrandB,17.33,4.07,"(0.38, 0.34, 0.32)","{'Metal': 90, 'Ceramic': 22}",high,1165.1,organic
BR3395,RoadSafe 9,28,126.2,Durable organic brake.,brake,BrandD,17.35,3.79,"(0.5, 0.47, 0.39)","{'Metal': 74, 'Ceramic': 18}",low,1415.8,organic
BR9345,MetalGrip 7,4,93.16,Durable metal brake.,brake,BrandB,17.59,3.4,"(0.39, 0.48, 0.36)","{'Metal': 90, 'Ceramic': 16}",low,1180.1,metal
BR2769,RoadSafe 4,5,115.58,Reliable ceramic brake.,brake,BrandA,17.33,4.06,"(0.41, 0.43, 0.37)","{'Metal': 78, 'Ceramic': 19}",medium,972.4,ceramic
BR2102,PowerStop 6,19,124.01,Affordable metal brake.,brake,BrandD,17.44,3.06,"(0.48, 0.37, 0.31)","{'Metal': 72, 'Ceramic': 13}",low,989.1,metal
BR5473,StopForce 7,17,80.78,Advanced ceramic brake.,brake,BrandD,17.36,4.58,"(0.39, 0.33, 0.34)","{'Metal': 78, 'Ceramic': 10}",high,1228.3,ceramic
BR6054,PowerStop 5,5,135.09,Reliable metal brake.,brake,BrandC,17.43,3.09,"(0.32, 0.3, 0.31)","{'Metal': 84, 'Ceramic': 24}",high,989.8,metal
BR5995,MetalGrip 4,18,119.68,Reliable organic brake.,brake,BrandC,17.37,2.33,"(0.33, 0.4, 0.46)","{'Metal': 73, 'Ceramic': 11}",low,1317.3,organic
BR9788,RoadSafe 8,42,101.76,Affordable metal brake.,brake,BrandE,17.37,3.15,"(0.36, 0.38, 0.41)","{'Metal': 81, 'Ceramic': 29}",high,1319.4,metal
BR8790,QuickBrake 4,40,105.83,Advanced semi_metallic brake.,brake,BrandE,17.4,4.62,"(0.48, 0.34, 0.41)","{'Metal': 72, 'Ceramic': 19}",medium,1081.4,semi_metallic
BR3862,QuickBrake 1,8,144.48,Durable organic brake.,brake,BrandB,17.33,4.76,"(0.42, 0.49, 0.39)","{'Metal': 74, 'Ceramic': 25}",high,908.0,organic
BR8983,PowerStop 8,24,122.47,Durable semi_metallic brake.,brake,BrandB,17.55,3.85,"(0.37, 0.39, 0.42)","{'Metal': 73, 'Ceramic': 16}",low,966.4,semi_metallic
BR6497,PowerStop 6,50,140.51,Affordable metal brake.,brake,BrandC,17.4,4.62,"(0.43, 0.46, 0.41)","{'Metal': 89, 'Ceramic': 18}",low,1460.0,metal
BR5478,PowerStop 8,28,90.64,Durable ceramic brake.,brake,BrandA,17.52,3.39,"(0.48, 0.32, 0.48)","{'Metal': 76, 'Ceramic': 19}",low,1245.1,ceramic
BR2979,QuickBrake 8,49,99.22,Advanced ceramic brake.,brake,BrandC,17.58,2.52,"(0.48, 0.42, 0.37)","{'Metal': 75, 'Ceramic': 10}",medium,1021.3,ceramic
BR2418,StopForce 8,49,122.93,Durable organic brake.,brake,BrandC,17.44,2.93,"(0.46, 0.35, 0.37)","{'Metal': 83, 'Ceramic': 17}",high,1398.1,organic
BR2343,StopForce 5,41,80.08,Durable organic brake.,brake,BrandB,17.54,4.84,"(0.38, 0.38, 0.31)","{'Metal': 87, 'Ceramic': 15}",high,1113.9,organic
BR4915,RoadSafe 9,5,85.11,Advanced ceramic brake.,brake,BrandD,17.33,4.27,"(0.49, 0.42, 0.44)","{'Metal': 71, 'Ceramic': 29}",low,1496.3,ceramic
BR8368,QuickBrake 5,38,96.79,Affordable organic brake.,brake,BrandA,17.45,3.71,"(0.45, 0.32, 0.4)","{'Metal': 84, 'Ceramic': 10}",medium,909.9,organic
BR4404,RoadSafe 1,25,138.74,Durable ceramic brake.,brake,BrandA,17.43,2.45,"(0.43, 0.35, 0.42)","{'Metal': 76, 'Ceramic': 14}",medium,1004.4,ceramic
BR3101,StopForce 6,30,83.12,Reliable metal brake.,brake,BrandC,17.39,4.62,"(0.39, 0.45, 0.39)","{'Metal': 72, 'Ceramic': 23}",high,1073.0,metal
BR1520,PowerStop 1,33,81.93,Reliable organic brake.,brake,BrandC,17.38,4.3,"(0.32, 0.41, 0.49)","{'Metal': 75, 'Ceramic': 14}",high,1129.8,organic
BR6208,MetalGrip 5,22,108.9,Advanced semi_metallic brake.,brake,BrandB,17.53,3.51,"(0.31, 0.41, 0.33)","{'Metal': 78, 'Ceramic': 11}",high,1137.9,semi_metallic
BR2169,RoadSafe 3,5,138.72,Advanced organic brake.,brake,BrandB,17.5,3.39,"(0.48, 0.34, 0.47)","{'Metal': 78, 'Ceramic': 28}",medium,940.5,organic
BR2300,QuickBrake 7,46,80.15,Reliable metal brake.,brake,BrandA,17.57,2.82,"(0.39, 0.47, 0.46)","{'Metal': 79, 'Ceramic': 20}",high,1059.5,metal
BR2316,PowerStop 5,17,136.76,Durable metal brake.,brake,BrandD,17.46,4.31,"(0.32, 0.44, 0.45)","{'Metal': 85, 'Ceramic': 17}",low,1304.7,metal
BR9491,PowerStop 2,24,145.81,Advanced organic brake.,brake,BrandA,17.45,4.27,"(0.31, 0.35, 0.33)","{'Metal': 90, 'Ceramic': 11}",medium,990.7,organic
BR2931,StopForce 2,33,119.03,Advanced ceramic brake.,brake,BrandD,17.5,4.61,"(0.39, 0.45, 0.47)","{'Metal': 73, 'Ceramic': 27}",low,946.3,ceramic
BR1643,StopForce 1,28,97.58,Reliable metal brake.,brake,BrandC,17.32,3.11,"(0.39, 0.33, 0.46)","{'Metal': 79, 'Ceramic': 29}",low,1126.6,metal
BR4090,QuickBrake 5,16,135.47,Advanced semi_metallic brake.,brake,BrandD,17.44,4.46,"(0.35, 0.44, 0.42)","{'Metal': 71, 'Ceramic': 10}",medium,1203.3,semi_metallic
BR9678,QuickBrake 4,41,82.51,Durable metal brake.,brake,BrandA,17.45,3.72,"(0.33, 0.4, 0.35)","{'Metal': 72, 'Ceramic': 23}",high,1159.1,metal
BR7607,MetalGrip 6,47,81.9,Affordable metal brake.,brake,BrandC,17.5,2.85,"(0.49, 0.45, 0.49)","{'Metal': 86, 'Ceramic': 12}",low,1476.6,metal
BR6401,PowerStop 3,28,137.85,Durable organic brake.,brake,BrandD,17.43,3.47,"(0.37, 0.45, 0.38)","{'Metal': 88, 'Ceramic': 24}",medium,1491.9,organic
BR6815,StopForce 3,47,106.92,Reliable organic brake.,brake,BrandA,17.54,2.89,"(0.42, 0.38, 0.31)","{'Metal': 87, 'Ceramic': 27}",low,1413.5,organic
BR9671,MetalGrip 9,26,85.73,Reliable ceramic brake.,brake,BrandD,17.56,3.03,"(0.47, 0.43, 0.47)","{'Metal': 71, 'Ceramic': 11}",high,954.5,ceramic
BR5578,StopForce 4,8,82.6,Affordable semi_metallic brake.,brake,BrandB,17.34,2.19,"(0.36, 0.36, 0.47)","{'Metal': 82, 'Ceramic': 13}",high,1015.6,semi_metallic
BR3722,QuickBrake 7,27,91.83,Reliable metal brake.,brake,BrandA,17.36,4.04,"(0.33, 0.31, 0.48)","{'Metal': 88, 'Ceramic': 11}",medium,1239.0,metal
BR3303,MetalGrip 3,39,111.97,Durable metal brake.,brake,BrandD,17.58,3.72,"(0.38, 0.48, 0.48)","{'Metal': 89, 'Ceramic': 15}",medium,1253.0,metal
BR3899,MetalGrip 5,38,126.54,Advanced organic brake.,brake,BrandD,17.59,3.57,"(0.48, 0.37, 0.4)","{'Metal': 88, 'Ceramic': 20}",high,1002.8,organic
BR6145,StopForce 4,41,102.14,Durable organic brake.,brake,BrandE,17.52,3.4,"(0.48, 0.34, 0.44)","{'Metal': 77, 'Ceramic': 18}",high,1035.1,organic
BR9495,MetalGrip 3,9,134.19,Advanced ceramic brake.,brake,BrandC,17.42,4.08,"(0.47, 0.33, 0.41)","{'Metal': 77, 'Ceramic': 28}",low,1329.5,ceramic
BR6985,StopForce 5,1,92.96,Reliable semi_metallic brake.,brake,BrandD,17.51,3.06,"(0.38, 0.41, 0.38)","{'Metal': 87, 'Ceramic': 26}",medium,1435.5,semi_metallic
BR6629,QuickBrake 8,44,98.59,Reliable semi_metallic brake.,brake,BrandA,17.49,3.63,"(0.35, 0.35, 0.31)","{'Metal': 82, 'Ceramic': 21}",high,1062.8,semi_metallic
BR5690,QuickBrake 9,13,129.23,Advanced ceramic brake.,brake,BrandB,17.39,4.97,"(0.45, 0.49, 0.42)","{'Metal': 79, 'Ceramic': 18}",high,1403.9,ceramic
BR5203,MetalGrip 7,42,139.17,Affordable semi_metallic brake.,brake,BrandC,17.45,3.71,"(0.36, 0.46, 0.47)","{'Metal': 84, 'Ceramic': 22}",medium,1033.3,semi_metallic
BR3100,MetalGrip 5,32,97.33,Reliable metal brake.,brake,BrandA,17.38,2.89,"(0.4, 0.38, 0.3)","{'Metal': 90, 'Ceramic': 26}",low,1391.8,metal
BR2137,RoadSafe 3,45,89.19,Advanced ceramic brake.,brake,BrandA,17.59,4.59,"(0.41, 0.4, 0.3)","{'Metal': 71, 'Ceramic': 14}",medium,974.3,ceramic
BR4557,RoadSafe 8,8,147.38,Durable metal brake.,brake,BrandC,17.5,4.96,"(0.48, 0.39, 0.3)","{'Metal': 82, 'Ceramic': 23}",low,1325.1,metal
BR6973,PowerStop 2,29,94.65,Affordable semi_metallic brake.,brake,BrandC,17.46,2.6,"(0.31, 0.43, 0.44)","{'Metal': 89, 'Ceramic': 23}",high,1297.0,semi_metallic
BR1327,QuickBrake 2,6,134.11,Affordable ceramic brake.,brake,BrandC,17.56,2.02,"(0.43, 0.34, 0.35)","{'Metal': 85, 'Ceramic': 23}",medium,998.7,ceramic
BR3205,StopForce 7,14,117.87,Durable semi_metallic brake.,brake,BrandB,17.35,4.62,"(0.36, 0.42, 0.41)","{'Metal': 75, 'Ceramic': 29}",high,1322.7,semi_metallic
BR8882,RoadSafe 3,10,88.95,Affordable metal brake.,brake,BrandA,17.34,2.18,"(0.45, 0.49, 0.34)","{'Metal': 84, 'Ceramic': 28}",low,1177.8,metal
BR3271,MetalGrip 5,19,83.01,Durable semi_metallic brake.,brake,BrandB,17.5,2.28,"(0.38, 0.38, 0.44)","{'Metal': 90, 'Ceramic': 10}",high,1091.9,semi_metallic
BR1858,MetalGrip 1,4,134.59,Affordable organic brake.,brake,BrandA,17.33,3.11,"(0.41, 0.41, 0.49)","{'Metal': 87, 'Ceramic': 27}",high,1047.5,organic
BR9962,QuickBrake 9,3,80.47,Reliable ceramic brake.,brake,BrandC,17.31,4.09,"(0.37, 0.36, 0.46)","{'Metal': 81, 'Ceramic': 14}",low,1473.5,ceramic
BR3380,PowerStop 6,50,134.53,Affordable organic brake.,brake,BrandC,17.48,2.41,"(0.35, 0.43, 0.42)","{'Metal': 73, 'Ceramic': 25}",high,1085.3,organic
BR8573,StopForce 5,14,85.52,Durable metal brake.,brake,BrandE,17.49,3.9,"(0.46, 0.4, 0.38)","{'Metal': 71, 'Ceramic': 26}",high,1290.7,metal
BR3238,StopForce 6,13,109.27,Reliable organic brake.,brake,BrandE,17.39,4.96,"(0.49, 0.49, 0.31)","{'Metal': 72, 'Ceramic': 15}",low,1284.3,organic
BR9005,PowerStop 1,40,114.12,Advanced organic brake.,brake,BrandB,17.58,3.29,"(0.36, 0.31, 0.41)","{'Metal': 86, 'Ceramic': 15}",medium,1483.7,organic
BR5835,PowerStop 1,10,100.95,Durable semi_metallic brake.,brake,BrandE,17.57,4.35,"(0.43, 0.47, 0.38)","{'Metal': 73, 'Ceramic': 25}",low,1201.6,semi_metallic
BR6666,MetalGrip 5,8,114.32,Reliable ceramic brake.,brake,BrandE,17.59,2.01,"(0.43, 0.37, 0.36)","{'Metal': 88, 'Ceramic': 25}",medium,981.5,ceramic
BR8006,PowerStop 4,30,111.46,Reliable metal brake.,brake,BrandB,17.4,2.11,"(0.49, 0.31, 0.31)","{'Metal': 89, 'Ceramic': 15}",high,1103.0,metal
BR6083,QuickBrake 4,19,141.42,Advanced metal brake.,brake,BrandB,17.43,3.98,"(0.4, 0.37, 0.33)","{'Metal': 73, 'Ceramic': 11}",low,1359.9,metal
BR9944,PowerStop 2,10,108.91,Reliable organic brake.,brake,BrandE,17.45,3.49,"(0.44, 0.32, 0.43)","{'Metal': 81, 'Ceramic': 29}",medium,1463.7,organic
BR6186,MetalGrip 9,11,148.46,Durable metal brake.,brake,BrandE,17.57,3.87,"(0.45, 0.47, 0.32)","{'Metal': 75, 'Ceramic': 10}",low,1175.1,metal
BR9100,MetalGrip 5,46,89.11,Advanced metal brake.,brake,BrandB,17.56,3.18,"(0.36, 0.47, 0.46)","{'Metal': 70, 'Ceramic': 17}",high,1080.7,metal
BR8423,QuickBrake 8,12,144.99,Reliable ceramic brake.,brake,BrandB,17.47,4.14,"(0.35, 0.35, 0.34)","{'Metal': 74, 'Ceramic': 19}",high,1344.0,ceramic
BR1881,MetalGrip 1,14,149.81,Reliable ceramic brake.,brake,BrandE,17.36,2.64,"(0.47, 0.39, 0.49)","{'Metal': 71, 'Ceramic': 11}",medium,957.2,ceramic
BR3725,PowerStop 2,21,88.13,Affordable organic brake.,brake,BrandB,17.39,4.76,"(0.36, 0.43, 0.47)","{'Metal': 86, 'Ceramic': 14}",low,1346.8,organic
BR1184,StopForce 3,24,127.26,Reliable semi_metallic brake.,brake,BrandB,17.58,4.32,"(0.35, 0.43, 0.43)","{'Metal': 72, 'Ceramic': 18}",high,1022.0,semi_metallic
BR5917,PowerStop 5,7,139.41,Reliable ceramic brake.,brake,BrandE,17.4,3.48,"(0.45, 0.36, 0.39)","{'Metal': 78, 'Ceramic': 13}",medium,953.3,ceramic
BR7854,StopForce 9,12,111.96,Affordable ceramic brake.,brake,BrandC,17.45,2.45,"(0.33, 0.49, 0.4)","{'Metal': 73, 'Ceramic': 23}",medium,1050.0,ceramic
BR6469,RoadSafe 2,48,108.43,Affordable semi_metallic brake.,brake,BrandC,17.51,3.19,"(0.34, 0.48, 0.34)","{'Metal': 83, 'Ceramic': 24}",high,906.8,semi_metallic
BR6602,StopForce 1,3,147.96,Advanced semi_metallic brake.,brake,BrandA,17.36,4.95,"(0.4, 0.32, 0.36)","{'Metal': 72, 'Ceramic': 21}",medium,1145.2,semi_metallic
BR8658,QuickBrake 7,32,82.93,Advanced organic brake.,brake,BrandA,17.39,2.53,"(0.31, 0.31, 0.44)","{'Metal': 83, 'Ceramic': 12}",medium,1200.5,organic
BR1973,RoadSafe 3,45,108.88,Advanced organic brake.,brake,BrandA,17.5,2.96,"(0.37, 0.36, 0.38)","{'Metal': 85, 'Ceramic': 14}",high,918.7,organic
BR4265,RoadSafe 6,24,88.12,Durable metal brake.,brake,BrandD,17.31,4.07,"(0.5, 0.39, 0.33)","{'Metal': 85, 'Ceramic': 10}",low,1085.4,metal
BR7460,StopForce 6,42,136.45,Durable ceramic brake.,brake,BrandC,17.36,3.58,"(0.33, 0.33, 0.45)","{'Metal': 89, 'Ceramic': 29}",high,1177.3,ceramic
BR7274,QuickBrake 2,43,115.52,Reliable ceramic brake.,brake,BrandB,17.48,4.35,"(0.45, 0.34, 0.5)","{'Metal': 86, 'Ceramic': 24}",low,1303.4,ceramic
BR9004,RoadSafe 6,8,92.91,Advanced metal brake.,brake,BrandC,17.31,2.15,"(0.4, 0.44, 0.41)","{'Metal': 84, 'Ceramic': 19}",high,1253.0,metal
BR5676,MetalGrip 1,30,115.66,Durable ceramic brake.,brake,BrandD,17.47,2.63,"(0.32, 0.32, 0.39)","{'Metal': 78, 'Ceramic': 30}",low,1049.3,ceramic
BR4153,MetalGrip 8,24,112.08,Reliable ceramic brake.,brake,BrandA,17.33,3.81,"(0.38, 0.34, 0.33)","{'Metal': 81, 'Ceramic': 17}",high,980.5,ceramic
BR9652,StopForce 5,10,118.33,Affordable metal brake.,brake,BrandB,17.55,2.43,"(0.38, 0.47, 0.43)","{'Metal': 88, 'Ceramic': 11}",high,1295.1,metal
BR6256,StopForce 8,44,85.06,Reliable ceramic brake.,brake,BrandA,17.58,4.63,"(0.41, 0.37, 0.31)","{'Metal': 90, 'Ceramic': 10}",high,1247.8,ceramic
BR7617,PowerStop 8,2,108.17,Affordable metal brake.,brake,BrandE,17.41,2.32,"(0.32, 0.47, 0.48)","{'Metal': 74, 'Ceramic': 16}",medium,1150.5,metal
BR8877,StopForce 1,10,142.87,Reliable semi_metallic brake.,brake,BrandE,17.54,4.21,"(0.44, 0.5, 0.38)","{'Metal': 80, 'Ceramic': 15}",low,1160.1,semi_metallic
BR5226,QuickBrake 8,28,137.29,Reliable organic brake.,brake,BrandD,17.42,3.57,"(0.45, 0.49, 0.49)","{'Metal': 89, 'Ceramic': 24}",low,1212.3,organic
BR8522,StopForce 7,25,83.26,Affordable organic brake.,brake,BrandB,17.42,2.74,"(0.47, 0.44, 0.45)","{'Metal': 82, 'Ceramic': 26}",high,1185.2,organic
BR3286,RoadSafe 6,30,107.37,Affordable metal brake.,brake,BrandD,17.57,3.6,"(0.41, 0.31, 0.48)","{'Metal': 70, 'Ceramic': 15}",medium,1375.1,metal
BR9611,MetalGrip 3,50,81.96,Affordable metal brake.,brake,BrandC,17.34,4.84,"(0.5, 0.37, 0.47)","{'Metal': 88, 'Ceramic': 22}",high,991.5,metal
BR6739,PowerStop 4,41,105.14,Affordable semi_metallic brake.,brake,BrandD,17.35,3.54,"(0.36, 0.48, 0.49)","{'Metal': 87, 'Ceramic': 22}",high,1099.0,semi_metallic
BR1507,RoadSafe 5,20,117.38,Reliable semi_metallic brake.,brake,BrandC,17.39,3.31,"(0.47, 0.3, 0.3)","{'Metal': 71, 'Ceramic': 15}",medium,1178.4,semi_metallic
BR4058,RoadSafe 1,48,130.94,Advanced ceramic brake.,brake,BrandA,17.37,3.68,"(0.37, 0.34, 0.45)","{'Metal': 78, 'Ceramic': 19}",low,1279.2,ceramic
BR6400,PowerStop 5,17,106.31,Reliable organic brake.,brake,BrandD,17.44,3.29,"(0.46, 0.39, 0.4)","{'Metal': 90, 'Ceramic': 24}",medium,1250.9,organic
BR8106,StopForce 6,40,149.1,Reliable ceramic brake.,brake,BrandE,17.34,3.51,"(0.45, 0.49, 0.36)","{'Metal': 87, 'Ceramic': 20}",low,1323.3,ceramic
BR1836,MetalGrip 7,36,142.26,Advanced organic brake.,brake,BrandA,17.42,2.46,"(0.41, 0.4, 0.33)","{'Metal': 70, 'Ceramic': 17}",high,1434.1,organic
BR3976,QuickBrake 4,50,97.21,Advanced semi_metallic brake.,brake,BrandD,17.39,2.52,"(0.44, 0.41, 0.37)","{'Metal': 86, 'Ceramic': 26}",high,900.4,semi_metallic
BR2788,RoadSafe 9,11,112.43,Advanced semi_metallic brake.,brake,BrandA,17.31,4.07,"(0.46, 0.37, 0.35)","{'Metal': 87, 'Ceramic': 15}",low,1269.9,semi_metallic
BR8087,MetalGrip 9,42,116.58,Durable metal brake.,brake,BrandE,17.53,4.06,"(0.46, 0.41, 0.31)","{'Metal': 71, 'Ceramic': 14}",medium,1107.0,metal
BR2759,QuickBrake 8,24,89.37,Reliable metal brake.,brake,BrandB,17.42,4.72,"(0.48, 0.4, 0.33)","{'Metal': 89, 'Ceramic': 17}",medium,1244.7,metal
BR1843,RoadSafe 2,40,96.02,Affordable semi_metallic brake.,brake,BrandD,17.58,3.02,"(0.44, 0.41, 0.41)","{'Metal': 89, 'Ceramic': 19}",medium,991.8,semi_metallic
BR1999,StopForce 1,7,133.22,Affordable semi_metallic brake.,brake,BrandE,17.46,2.71,"(0.33, 0.37, 0.5)","{'Metal': 78, 'Ceramic': 18}",low,1445.3,semi_metallic
BR7489,RoadSafe 2,23,144.61,Affordable semi_metallic brake.,brake,BrandB,17.46,2.85,"(0.33, 0.41, 0.47)","{'Metal': 82, 'Ceramic': 11}",medium,1105.2,semi_metallic
