id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,suspension_type
SU4986,SpringFlex 7,24,206.66,Durable hydraulic suspension.,suspension,BrandD,17.33,8.25,"(0.64, 0.72, 0.77)","{'Steel': 66, 'Rubber': 22}",low,1348.9,hydraulic
SU8829,SmoothDrive 7,11,188.82,Reliable leaf_spring suspension.,suspension,BrandA,17.41,7.25,"(0.7, 0.71, 0.54)","{'Steel': 70, 'Rubber': 20}",low,1368.3,leaf_spring
SU6546,SmoothDrive 1,11,157.31,High-performance spring suspension.,suspension,BrandA,17.4,8.5,"(0.51, 0.7, 0.78)","{'Steel': 80, 'Rubber': 29}",high,1400.8,spring
SU8906,SmoothDrive 3,31,224.05,Reliable leaf_spring suspension.,suspension,BrandE,17.34,8.17,"(0.68, 0.71, 0.64)","{'Steel': 65, 'Rubber': 27}",medium,1395.0,leaf_spring
SU3797,ShockMaster 8,18,204.75,Advanced hydraulic suspension.,suspension,BrandD,17.56,9.32,"(0.63, 0.74, 0.57)","{'Steel': 74, 'Rubber': 32}",medium,1768.8,hydraulic
SU9881,TrailShock 1,9,187.44,Reliable leaf_spring suspension.,suspension,BrandA,17.49,7.38,"(0.74, 0.55, 0.76)","{'Steel': 65, 'Rubber': 39}",medium,1331.9,leaf_spring
SU9052,AirRide 2,17,261.36,Advanced air suspension.,suspension,BrandD,17.52,8.81,"(0.72, 0.63, 0.54)","{'Steel': 71, 'Rubber': 36}",medium,1304.0,air
SU4253,SmoothDrive 5,30,161.72,Durable air suspension.,suspension,BrandD,17.32,8.55,"(0.74, 0.67, 0.57)","{'Steel': 61, 'Rubber': 21}",low,1736.6,air
SU6002,SpringFlex 8,6,287.01,High-performance hydraulic suspension.,suspension,BrandE,17.58,9.31,"(0.51, 0.69, 0.56)","{'Steel': 73, 'Rubber': 24}",medium,1797.5,hydraulic
SU4098,SpringFlex 5,2,189.38,Advanced coilover suspension.,suspension,BrandA,17.39,8.77,"(0.66, 0.58, 0.64)","{'Steel': 63, 'Rubber': 28}",low,1489.4,coilover
SU9570,SmoothDrive 7,3,167.17,Durable coilover suspension.,suspension,BrandD,17.33,7.3,"(0.51, 0.64, 0.62)","{'Steel': 75, 'Rubber': 34}",high,1250.1,coilover
SU2288,SpringFlex 7,38,198.69,High-performance hydraulic suspension.,suspension,BrandB,17.5,9.38,"(0.6, 0.51, 0.6)","{'Steel': 80, 'Rubber': 20}",low,1532.2,hydraulic
SU8287,AirRide 7,49,225.81,Reliable spring suspension.,suspension,BrandA,17.37,7.81,"(0.6, 0.74, 0.58)","{'Steel': 79, 'Rubber': 32}",medium,1557.3,spring
SU1949,TrailShock 6,50,297.85,Durable spring suspension.,suspension,BrandE,17.34,9.11,"(0.79, 0.68, 0.55)","{'Steel': 63, 'Rubber': 40}",low,1530.3,spring
SU9147,TrailShock 4,29,231.76,High-performance air suspension.,suspension,BrandC,17.54,7.42,"(0.75, 0.66, 0.62)","{'Steel': 69, 'Rubber': 30}",high,1435.5,air
SU5666,AirRide 1,24,233.99,High-performance spring suspension.,suspension,BrandC,17.43,7.98,"(0.56, 0.61, 0.78)","{'Steel': 80, 'Rubber': 22}",medium,1476.1,spring
SU8244,ShockMaster 6,48,208.8,Reliable air suspension.,suspension,BrandA,17.44,9.06,"(0.76, 0.68, 0.76)","{'Steel': 68, 'Rubber': 33}",low,1332.4,air
SU1186,SpringFlex 7,18,289.92,Advanced leaf_spring suspension.,suspension,BrandE,17.36,7.98,"(0.57, 0.65, 0.79)","{'Steel': 64, 'Rubber': 20}",high,1281.8,leaf_spring
SU9267,AirRide 8,9,266.66,Advanced spring suspension.,suspension,BrandB,17.4,7.77,"(0.67, 0.75, 0.51)","{'Steel': 62, 'Rubber': 38}",high,1479.0,spring
SU8489,ShockMaster 5,8,250.6,Durable leaf_spring suspension.,suspension,BrandD,17.47,7.28,"(0.79, 0.5, 0.73)","{'Steel': 65, 'Rubber': 40}",medium,1501.8,leaf_spring
SU3513,TrailShock 2,2,196.46,Advanced hydraulic suspension.,suspension,BrandA,17.35,7.09,"(0.79, 0.53, 0.61)","{'Steel': 63, 'Rubber': 36}",low,1670.2,hydraulic
SU1094,AirRide 2,36,155.37,Advanced coilover suspension.,suspension,BrandD,17.37,7.82,"(0.77, 0.73, 0.71)","{'Steel': 62, 'Rubber': 28}",high,1418.8,coilover
SU6388,SmoothDrive 8,2,227.88,Reliable air suspension.,suspension,BrandD,17.33,7.85,"(0.56, 0.71, 0.6)","{'Steel': 71, 'Rubber': 38}",medium,1334.5,air
SU8460,SmoothDrive 9,28,197.07,High-performance hydraulic suspension.,suspension,BrandC,17.38,7.21,"(0.55, 0.75, 0.73)","{'Steel': 63, 'Rubber': 39}",high,1245.7,hydraulic
SU7677,TrailShock 9,16,256.93,Durable spring suspension.,suspension,BrandC,17.47,7.27,"(0.73, 0.53, 0.54)","{'Steel': 74, 'Rubber': 29}",low,1686.2,spring
SU1762,SpringFlex 8,41,257.06,Reliable leaf_spring suspension.,suspension,BrandE,17.31,9.74,"(0.58, 0.66, 0.77)","{'Steel': 64, 'Rubber': 38}",high,1407.0,leaf_spring
SU5352,SpringFlex 5,22,289.84,High-performance hydraulic suspension.,suspension,BrandB,17.55,7.78,"(0.78, 0.6, 0.65)","{'Steel': 74, 'Rubber': 33}",high,1793.6,hydraulic
SU2899,SpringFlex 9,7,172.79,High-performance spring suspension.,suspension,BrandE,17.57,9.53,"(0.61, 0.67, 0.65)","{'Steel': 72, 'Rubber': 26}",high,1403.0,spring
SU1510,SpringFlex 9,32,288.83,High-performance air suspension.,suspension,BrandC,17.32,7.64,"(0.68, 0.72, 0.59)","{'Steel': 78, 'Rubber': 28}",medium,1786.1,air
SU8176,SpringFlex 4,2,260.33,Reliable leaf_spring suspension.,suspension,BrandE,17.37,7.29,"(0.58, 0.71, 0.69)","{'Steel': 62, 'Rubber': 25}",medium,1278.9,leaf_spring
SU9796,SpringFlex 7,23,182.47,Reliable hydraulic suspension.,suspension,BrandC,17.32,7.75,"(0.73, 0.55, 0.66)","{'Steel': 78, 'Rubber': 34}",high,1454.9,hydraulic
SU5360,ShockMaster 4,32,164.87,High-performance air suspension.,suspension,BrandC,17.51,7.83,"(0.56, 0.51, 0.68)","{'Steel': 77, 'Rubber': 22}",low,1477.3,air
SU9233,ShockMaster 6,14,188.27,Advanced hydraulic suspension.,suspension,BrandC,17.41,7.22,"(0.65, 0.66, 0.7)","{'Steel': 74, 'Rubber': 33}",high,1519.9,hydraulic
SU7701,SpringFlex 4,15,295.2,Durable leaf_spring suspension.,suspension,BrandC,17.49,9.52,"(0.6, 0.65, 0.73)","{'Steel': 79, 'Rubber': 29}",low,1513.5,leaf_spring
SU7882,TrailShock 6,11,281.8,Durable leaf_spring suspension.,suspension,BrandC,17.45,9.85,"(0.53, 0.64, 0.53)","{'Steel': 65, 'Rubber': 20}",high,1494.6,leaf_spring
SU3377,SmoothDrive 6,41,193.29,Advanced spring suspension.,suspension,BrandE,17.53,9.67,"(0.78, 0.52, 0.65)","{'Steel': 75, 'Rubber': 37}",low,1344.2,spring
SU2076,AirRide 3,27,176.68,High-performance air suspension.,suspension,BrandC,17.47,8.95,"(0.67, 0.53, 0.63)","{'Steel': 60, 'Rubber': 38}",medium,1326.4,air
SU7435,ShockMaster 1,13,210.87,Advanced leaf_spring suspension.,suspension,BrandE,17.57,7.65,"(0.76, 0.55, 0.59)","{'Steel': 80, 'Rubber': 40}",medium,1211.4,leaf_spring
SU5657,TrailShock 3,10,230.98,Durable air suspension.,suspension,BrandC,17.33,7.42,"(0.59, 0.62, 0.53)","{'Steel': 73, 'Rubber': 35}",medium,1571.7,air
SU7985,ShockMaster 7,49,156.78,Reliable air suspension.,suspension,BrandB,17.5,8.91,"(0.75, 0.68, 0.76)","{'Steel': 60, 'Rubber': 34}",medium,1549.6,air
SU3491,AirRide 7,8,293.81,High-performance leaf_spring suspension.,suspension,BrandA,17.44,7.56,"(0.58, 0.72, 0.71)","{'Steel': 79, 'Rubber': 33}",low,1528.5,leaf_spring
SU2417,ShockMaster 1,36,226.71,Advanced coilover suspension.,suspension,BrandB,17.41,8.04,"(0.61, 0.55, 0.67)","{'Steel': 80, 'Rubber': 37}",low,1502.6,coilover
SU3148,TrailShock 2,7,205.26,Durable air suspension.,suspension,BrandB,17.54,8.18,"(0.77, 0.65, 0.65)","{'Steel': 78, 'Rubber': 31}",low,1633.7,air
SU5590,SmoothDrive 9,33,271.85,High-performance coilover suspension.,suspension,BrandC,17.42,8.01,"(0.69, 0.64, 0.79)","{'Steel': 80, 'Rubber': 30}",low,1264.0,coilover
SU8989,SmoothDrive 8,38,151.69,Advanced leaf_spring suspension.,suspension,BrandE,17.55,9.72,"(0.61, 0.62, 0.62)","{'Steel': 75, 'Rubber': 39}",low,1229.8,leaf_spring
SU4427,SpringFlex 6,12,245.73,Durable hydraulic suspension.,suspension,BrandD,17.3,7.15,"(0.56, 0.69, 0.67)","{'Steel': 75, 'Rubber': 33}",low,1758.9,hydraulic
SU1602,ShockMaster 8,10,231.66,Advanced hydraulic suspension.,suspension,BrandC,17.54,7.97,"(0.77, 0.68, 0.57)","{'Steel': 71, 'Rubber': 26}",high,1415.5,hydraulic
SU4515,TrailShock 1,49,281.28,High-performance hydraulic suspension.,suspension,BrandA,17.35,9.47,"(0.59, 0.71, 0.53)","{'Steel': 72, 'Rubber': 34}",medium,1523.0,hydraulic
SU1813,ShockMaster 8,1,289.11,High-performance air suspension.,suspension,BrandA,17.47,9.22,"(0.72, 0.63, 0.59)","{'Steel': 79, 'Rubber': 22}",high,1372.0,air
SU2048,AirRide 7,3,218.6,High-performance hydraulic suspension.,suspension,BrandE,17.42,8.19,"(0.75, 0.68, 0.51)","{'Steel': 75, 'Rubber': 35}",low,1336.5,hydraulic
SU9905,AirRide 5,6,203.5,Reliable spring suspension.,suspension,BrandE,17.5,9.37,"(0.58, 0.8, 0.61)","{'Steel': 66, 'Rubber': 26}",low,1734.8,spring
SU2439,SpringFlex 6,40,219.18,Durable hydraulic suspension.,suspension,BrandE,17.52,8.59,"(0.78, 0.59, 0.63)","{'Steel': 74, 'Rubber': 36}",high,1279.0,hydraulic
SU7261,ShockMaster 1,49,263.27,Durable hydraulic suspension.,suspension,BrandD,17.53,7.97,"(0.71, 0.55, 0.56)","{'Steel': 65, 'Rubber': 29}",high,1544.7,hydraulic
SU1678,SpringFlex 9,1,174.15,High-performance air suspension.,suspension,BrandC,17.48,7.73,"(0.71, 0.68, 0.79)","{'Steel': 63, 'Rubber': 38}",low,1232.6,air
SU9406,AirRide 8,13,185.66,Durable coilover suspension.,suspension,BrandC,17.43,8.06,"(0.61, 0.59, 0.65)","{'Steel': 64, 'Rubber': 35}",low,1762.9,coilover
SU3036,SpringFlex 6,21,154.36,Durable coilover suspension.,suspension,BrandA,17.53,9.18,"(0.77, 0.74, 0.72)","{'Steel': 67, 'Rubber': 27}",low,1598.1,coilover
SU7947,ShockMaster 9,50,186.76,High-performance air suspension.,suspension,BrandD,17.5,8.72,"(0.73, 0.65, 0.7)","{'Steel': 71, 'Rubber': 33}",high,1499.5,air
SU3084,TrailShock 8,30,158.51,High-performance spring suspension.,suspension,BrandB,17.38,9.57,"(0.7, 0.74, 0.51)","{'Steel': 61, 'Rubber': 28}",high,1694.9,spring
SU8233,SmoothDrive 5,48,195.83,High-performance leaf_spring suspension.,suspension,BrandA,17.35,8.2,"(0.65, 0.79, 0.73)","{'Steel': 76, 'Rubber': 24}",high,1461.9,leaf_spring
SU6425,ShockMaster 8,26,233.63,High-performance spring suspension.,suspension,BrandA,17.41,8.39,"(0.54, 0.67, 0.51)","{'Steel': 65, 'Rubber': 34}",medium,1595.4,spring
SU1524,ShockMaster 9,37,205.0,Reliable spring suspension.,suspension,BrandD,17.56,7.51,"(0.68, 0.63, 0.67)","{'Steel': 79, 'Rubber': 20}",high,1369.9,spring
SU2514,AirRide 7,32,297.39,Reliable hydraulic suspension.,suspension,BrandC,17.41,8.2,"(0.69, 0.55, 0.62)","{'Steel': 64, 'Rubber': 27}",medium,1751.5,hydraulic
SU9160,SmoothDrive 9,46,190.07,Durable air suspension.,suspension,BrandC,17.31,7.92,"(0.65, 0.56, 0.62)","{'Steel': 64, 'Rubber': 35}",low,1789.1,air
SU1023,SpringFlex 3,34,192.35,Advanced leaf_spring suspension.,suspension,BrandC,17.53,9.44,"(0.77, 0.73, 0.71)","{'Steel': 63, 'Rubber': 25}",high,1484.4,leaf_spring
SU9409,AirRide 9,37,284.63,Advanced hydraulic suspension.,suspension,BrandA,17.35,7.91,"(0.76, 0.68, 0.61)","{'Steel': 76, 'Rubber': 28}",high,1213.9,hydraulic
SU5362,ShockMaster 9,33,168.66,Reliable coilover suspension.,suspension,BrandA,17.49,9.88,"(0.75, 0.77, 0.53)","{'Steel': 60, 'Rubber': 33}",low,1362.4,coilover
SU2810,SpringFlex 2,36,289.56,Durable spring suspension.,suspension,BrandB,17.52,8.74,"(0.74, 0.56, 0.8)","{'Steel': 64, 'Rubber': 21}",low,1361.0,spring
SU3871,SmoothDrive 5,6,292.98,Advanced air suspension.,suspension,BrandE,17.44,8.08,"(0.59, 0.5, 0.77)","{'Steel': 73, 'Rubber': 20}",high,1500.6,air
SU7785,ShockMaster 6,46,151.3,Advanced coilover suspension.,suspension,BrandD,17.43,8.16,"(0.55, 0.74, 0.67)","{'Steel': 70, 'Rubber': 39}",low,1400.7,coilover
SU9837,AirRide 6,49,290.75,Reliable hydraulic suspension.,suspension,BrandE,17.35,9.79,"(0.71, 0.53, 0.55)","{'Steel': 70, 'Rubber': 36}",medium,1407.9,hydraulic
SU2412,ShockMaster 2,37,177.53,Reliable leaf_spring suspension.,suspension,BrandB,17.54,8.92,"(0.58, 0.55, 0.55)","{'Steel': 65, 'Rubber': 24}",low,1490.0,leaf_spring
SU7295,ShockMaster 7,4,294.61,High-performance leaf_spring suspension.,suspension,BrandB,17.42,7.52,"(0.77, 0.57, 0.68)","{'Steel': 60, 'Rubber': 21}",medium,1402.6,leaf_spring
SU8717,SmoothDrive 1,3,280.71,High-performance spring suspension.,suspension,BrandC,17.47,9.26,"(0.69, 0.64, 0.67)","{'Steel': 64, 'Rubber': 25}",low,1627.5,spring
SU7860,TrailShock 1,22,222.98,Reliable hydraulic suspension.,suspension,BrandB,17.34,9.24,"(0.58, 0.76, 0.75)","{'Steel': 78, 'Rubber': 26}",medium,1342.8,hydraulic
SU9348,SpringFlex 5,47,194.17,Reliable hydraulic suspension.,suspension,BrandD,17.33,7.77,"(0.7, 0.76, 0.62)","{'Steel': 75, 'Rubber': 38}",high,1513.6,hydraulic
SU7171,ShockMaster 8,3,224.32,Advanced leaf_spring suspension.,suspension,BrandA,17.6,8.12,"(0.51, 0.7, 0.5)","{'Steel': 77, 'Rubber': 22}",low,1589.4,leaf_spring
SU5821,ShockMaster 6,30,245.35,Advanced leaf_spring suspension.,suspension,BrandE,17.58,9.8,"(0.55, 0.79, 0.72)","{'Steel': 70, 'Rubber': 38}",medium,1567.5,leaf_spring
SU5090,SpringFlex 9,42,227.99,Advanced leaf_spring suspension.,suspension,BrandD,17.35,9.15,"(0.71, 0.53, 0.55)","{'Steel': 64, 'Rubber': 29}",high,1242.3,leaf_spring
SU7202,ShockMaster 6,15,152.15,Advanced air suspension.,suspension,BrandC,17.37,8.61,"(0.57, 0.79, 0.75)","{'Steel': 72, 'Rubber': 21}",medium,1212.5,air
SU5964,SmoothDrive 2,3,158.05,Reliable spring suspension.,suspension,BrandD,17.51,8.8,"(0.56, 0.73, 0.72)","{'Steel': 64, 'Rubber': 39}",low,1614.3,spring
SU1180,TrailShock 8,20,228.3,Advanced hydraulic suspension.,suspension,BrandD,17.48,7.49,"(0.65, 0.78, 0.58)","{'Steel': 73, 'Rubber': 33}",low,1304.9,hydraulic
SU6530,SpringFlex 8,16,195.97,Advanced leaf_spring suspension.,suspension,BrandB,17.4,9.54,"(0.52, 0.78, 0.59)","{'Steel': 72, 'Rubber': 28}",low,1255.3,leaf_spring
SU8343,AirRide 1,10,173.49,Advanced spring suspension.,suspension,BrandB,17.42,8.33,"(0.61, 0.6, 0.56)","{'Steel': 75, 'Rubber': 27}",low,1683.5,spring
SU5699,AirRide 1,18,247.55,Advanced air suspension.,suspension,BrandB,17.32,8.28,"(0.6, 0.59, 0.72)","{'Steel': 80, 'Rubber': 30}",medium,1439.6,air
SU3406,SpringFlex 5,17,280.08,Reliable spring suspension.,suspension,BrandE,17.45,8.92,"(0.78, 0.55, 0.79)","{'Steel': 66, 'Rubber': 39}",medium,1666.6,spring
SU2134,SmoothDrive 8,47,253.15,Advanced air suspension.,suspension,BrandC,17.58,8.2,"(0.56, 0.72, 0.61)","{'Steel': 74, 'Rubber': 28}",medium,1746.3,air
SU2318,ShockMaster 1,24,181.86,Reliable coilover suspension.,suspension,BrandC,17.52,7.1,"(0.64, 0.61, 0.68)","{'Steel': 60, 'Rubber': 33}",high,1691.1,coilover
SU8962,SmoothDrive 6,4,169.54,Advanced spring suspension.,suspension,BrandC,17.59,7.59,"(0.69, 0.68, 0.58)","{'Steel': 64, 'Rubber': 27}",low,1493.4,spring
SU1489,AirRide 1,2,297.33,Advanced spring suspension.,suspension,BrandB,17.53,8.01,"(0.64, 0.66, 0.79)","{'Steel': 65, 'Rubber': 21}",low,1492.6,spring
SU7851,SmoothDrive 2,13,178.66,Advanced leaf_spring suspension.,suspension,BrandB,17.57,7.57,"(0.53, 0.59, 0.52)","{'Steel': 70, 'Rubber': 37}",medium,1346.6,leaf_spring
SU6787,SpringFlex 1,13,206.74,High-performance air suspension.,suspension,BrandA,17.33,9.91,"(0.7, 0.74, 0.75)","{'Steel': 71, 'Rubber': 31}",medium,1502.3,air
SU8265,ShockMaster 1,45,155.28,High-performance spring suspension.,suspension,BrandE,17.41,7.71,"(0.77, 0.66, 0.64)","{'Steel': 76, 'Rubber': 23}",high,1779.3,spring
SU5242,ShockMaster 4,47,203.96,Reliable air suspension.,suspension,BrandC,17.36,7.03,"(0.75, 0.58, 0.53)","{'Steel': 79, 'Rubber': 24}",medium,1674.6,air
SU4122,ShockMaster 7,1,187.2,Durable hydraulic suspension.,suspension,BrandC,17.42,7.81,"(0.63, 0.57, 0.64)","{'Steel': 62, 'Rubber': 39}",high,1239.5,hydraulic
SU3848,TrailShock 7,38,262.78,Reliable leaf_spring suspension.,suspension,BrandC,17.46,9.32,"(0.72, 0.57, 0.65)","{'Steel': 75, 'Rubber': 39}",high,1210.6,leaf_spring
SU6722,ShockMaster 4,10,263.28,Durable spring suspension.,suspension,BrandC,17.53,7.06,"(0.79, 0.76, 0.79)","{'Steel': 72, 'Rubber': 29}",high,1453.7,spring
SU1200,SmoothDrive 3,12,252.86,Advanced leaf_spring suspension.,suspension,BrandB,17.42,7.37,"(0.73, 0.74, 0.66)","{'Steel': 79, 'Rubber': 38}",low,1659.7,leaf_spring
SU5248,TrailShock 3,36,214.36,High-performance coilover suspension.,suspension,BrandD,17.35,8.56,"(0.51, 0.61, 0.5)","{'Steel': 68, 'Rubber': 20}",low,1593.0,coilover
SU9856,SpringFlex 7,21,280.3,Reliable hydraulic suspension.,suspension,BrandD,17.36,7.07,"(0.74, 0.69, 0.53)","{'Steel': 66, 'Rubber': 37}",high,1675.0,hydraulic
SU9928,TrailShock 1,30,195.78,Durable hydraulic suspension.,suspension,BrandB,17.56,8.06,"(0.57, 0.75, 0.58)","{'Steel': 72, 'Rubber': 23}",medium,1562.7,hydraulic
SU1822,TrailShock 6,26,274.38,Durable hydraulic suspension.,suspension,BrandD,17.53,8.78,"(0.66, 0.67, 0.68)","{'Steel': 60, 'Rubber': 20}",high,1617.7,hydraulic
SU7573,ShockMaster 5,26,258.72,Reliable coilover suspension.,suspension,BrandD,17.43,7.13,"(0.53, 0.66, 0.55)","{'Steel': 61, 'Rubber': 37}",high,1375.7,coilover
SU1261,TrailShock 1,28,264.09,High-performance leaf_spring suspension.,suspension,BrandA,17.31,7.97,"(0.76, 0.51, 0.74)","{'Steel': 64, 'Rubber': 20}",high,1546.3,leaf_spring
SU6325,TrailShock 6,44,255.18,Reliable air suspension.,suspension,BrandD,17.56,9.25,"(0.7, 0.62, 0.8)","{'Steel': 80, 'Rubber': 22}",medium,1441.3,air
SU6274,ShockMaster 9,3,182.64,High-performance air suspension.,suspension,BrandB,17.38,8.99,"(0.53, 0.69, 0.77)","{'Steel': 70, 'Rubber': 29}",low,1604.2,air
SU4096,SpringFlex 3,48,229.64,High-performance leaf_spring suspension.,suspension,BrandB,17.36,8.9,"(0.56, 0.72, 0.73)","{'Steel': 78, 'Rubber': 39}",high,1573.1,leaf_spring
SU5736,SmoothDrive 5,35,221.74,Reliable spring suspension.,suspension,BrandB,17.36,9.19,"(0.69, 0.64, 0.68)","{'Steel': 68, 'Rubber': 27}",low,1421.3,spring
SU6197,TrailShock 3,12,259.45,Reliable air suspension.,suspension,BrandE,17.38,7.42,"(0.78, 0.53, 0.53)","{'Steel': 69, 'Rubber': 23}",medium,1418.2,air
SU1118,SpringFlex 2,24,174.25,Reliable spring suspension.,suspension,BrandB,17.49,9.16,"(0.66, 0.55, 0.65)","{'Steel': 66, 'Rubber': 28}",high,1247.1,spring
SU6628,ShockMaster 6,2,178.48,High-performance spring suspension.,suspension,BrandE,17.58,9.37,"(0.59, 0.78, 0.7)","{'Steel': 65, 'Rubber': 33}",low,1542.0,spring
SU8316,SmoothDrive 9,9,176.61,High-performance spring suspension.,suspension,BrandD,17.48,8.87,"(0.64, 0.63, 0.69)","{'Steel': 73, 'Rubber': 28}",medium,1691.7,spring
SU1766,SmoothDrive 1,26,181.6,Advanced spring suspension.,suspension,BrandE,17.37,7.2,"(0.7, 0.65, 0.69)","{'Steel': 66, 'Rubber': 23}",low,1605.7,spring
SU2507,SmoothDrive 6,9,274.97,Durable hydraulic suspension.,suspension,BrandD,17.34,8.02,"(0.78, 0.7, 0.63)","{'Steel': 78, 'Rubber': 34}",low,1761.9,hydraulic
SU3633,SmoothDrive 2,33,286.74,Durable coilover suspension.,suspension,BrandE,17.36,8.8,"(0.72, 0.75, 0.63)","{'Steel': 66, 'Rubber': 25}",high,1541.3,coilover
SU4745,SpringFlex 7,31,297.67,Advanced air suspension.,suspension,BrandE,17.46,9.62,"(0.76, 0.6, 0.56)","{'Steel': 80, 'Rubber': 40}",high,1282.5,air
SU4980,SmoothDrive 5,18,260.37,Reliable coilover suspension.,suspension,BrandD,17.49,7.29,"(0.57, 0.53, 0.71)","{'Steel': 71, 'Rubber': 23}",high,1786.3,coilover
SU1959,SmoothDrive 1,28,299.28,Reliable spring suspension.,suspension,BrandD,17.56,9.6,"(0.7, 0.58, 0.74)","{'Steel': 65, 'Rubber': 24}",high,1391.1,spring
SU6310,TrailShock 2,18,151.06,Reliable spring suspension.,suspension,BrandE,17.48,9.62,"(0.51, 0.79, 0.51)","{'Steel': 75, 'Rubber': 39}",medium,1297.5,spring
SU4479,ShockMaster 2,1,237.79,Reliable hydraulic suspension.,suspension,BrandB,17.59,8.96,"(0.57, 0.69, 0.69)","{'Steel': 71, 'Rubber': 20}",low,1745.1,hydraulic
SU9786,AirRide 4,34,231.4,Durable leaf_spring suspension.,suspension,BrandB,17.49,9.6,"(0.74, 0.69, 0.65)","{'Steel': 64, 'Rubber': 22}",low,1330.3,leaf_spring
SU7012,ShockMaster 1,29,170.56,Durable leaf_spring suspension.,suspension,BrandD,17.47,7.28,"(0.62, 0.68, 0.73)","{'Steel': 75, 'Rubber': 27}",medium,1333.2,leaf_spring
SU4779,SpringFlex 2,9,259.97,High-performance leaf_spring suspension.,suspension,BrandC,17.31,7.3,"(0.77, 0.61, 0.69)","{'Steel': 61, 'Rubber': 38}",low,1791.6,leaf_spring
SU3080,TrailShock 4,37,265.46,Advanced leaf_spring suspension.,suspension,BrandE,17.42,7.05,"(0.64, 0.56, 0.74)","{'Steel': 60, 'Rubber': 40}",medium,1654.0,leaf_spring
SU9052,ShockMaster 6,44,219.21,Durable spring suspension.,suspension,BrandB,17.42,8.85,"(0.7, 0.68, 0.73)","{'Steel': 62, 'Rubber': 39}",low,1591.7,spring
SU4504,SpringFlex 7,32,265.94,High-performance air suspension.,suspension,BrandA,17.31,8.67,"(0.79, 0.75, 0.55)","{'Steel': 75, 'Rubber': 33}",low,1743.2,air
SU8782,SpringFlex 8,27,298.73,Durable air suspension.,suspension,BrandD,17.38,7.55,"(0.68, 0.68, 0.64)","{'Steel': 69, 'Rubber': 36}",low,1683.5,air
SU6753,SmoothDrive 8,28,193.7,Durable spring suspension.,suspension,BrandE,17.47,9.74,"(0.61, 0.69, 0.71)","{'Steel': 69, 'Rubber': 36}",low,1722.9,spring
SU6574,ShockMaster 4,12,234.04,Advanced coilover suspension.,suspension,BrandD,17.56,7.3,"(0.54, 0.71, 0.63)","{'Steel': 71, 'Rubber': 34}",low,1347.0,coilover
SU1305,SmoothDrive 1,49,294.78,Durable spring suspension.,suspension,BrandD,17.33,8.89,"(0.53, 0.62, 0.72)","{'Steel': 63, 'Rubber': 25}",medium,1685.5,spring
SU5764,SmoothDrive 4,9,248.6,Advanced air suspension.,suspension,BrandC,17.33,8.36,"(0.73, 0.73, 0.71)","{'Steel': 78, 'Rubber': 28}",low,1786.8,air
SU8429,SpringFlex 8,32,206.35,Durable spring suspension.,suspension,BrandA,17.45,9.66,"(0.78, 0.58, 0.64)","{'Steel': 76, 'Rubber': 21}",low,1440.5,spring
SU9024,AirRide 6,4,160.95,High-performance coilover suspension.,suspension,BrandB,17.59,7.52,"(0.59, 0.73, 0.5)","{'Steel': 70, 'Rubber': 27}",high,1409.1,coilover
SU1209,SmoothDrive 2,16,252.28,Advanced leaf_spring suspension.,suspension,BrandD,17.32,7.16,"(0.71, 0.69, 0.68)","{'Steel': 74, 'Rubber': 21}",medium,1286.3,leaf_spring
SU9321,SpringFlex 8,31,175.25,Reliable air suspension.,suspension,BrandD,17.36,8.01,"(0.75, 0.57, 0.75)","{'Steel': 72, 'Rubber': 23}",medium,1475.7,air
SU6875,SmoothDrive 1,27,201.83,High-performance leaf_spring suspension.,suspension,BrandC,17.45,9.22,"(0.79, 0.66, 0.62)","{'Steel': 76, 'Rubber': 23}",medium,1615.5,leaf_spring
SU9997,ShockMaster 9,35,216.35,Durable spring suspension.,suspension,BrandE,17.48,7.25,"(0.78, 0.52, 0.78)","{'Steel': 71, 'Rubber': 24}",high,1211.4,spring
SU2932,AirRide 3,46,285.53,High-performance coilover suspension.,suspension,BrandD,17.59,7.34,"(0.75, 0.63, 0.66)","{'Steel': 65, 'Rubber': 26}",medium,1525.0,coilover
SU5325,SmoothDrive 7,35,201.52,Reliable air suspension.,suspension,BrandC,17.31,9.03,"(0.73, 0.72, 0.62)","{'Steel': 63, 'Rubber': 30}",high,1704.4,air
SU1599,TrailShock 3,10,205.51,Advanced leaf_spring suspension.,suspension,BrandB,17.42,9.65,"(0.75, 0.73, 0.75)","{'Steel': 79, 'Rubber': 22}",high,1720.5,leaf_spring
SU7577,AirRide 4,7,175.5,Durable coilover suspension.,suspension,BrandC,17.51,7.79,"(0.73, 0.53, 0.64)","{'Steel': 79, 'Rubber': 30}",low,1742.4,coilover
SU1070,SmoothDrive 4,20,269.96,Reliable leaf_spring suspension.,suspension,BrandD,17.58,8.15,"(0.71, 0.6, 0.56)","{'Steel': 70, 'Rubber': 23}",medium,1345.3,leaf_spring
SU7361,AirRide 2,48,271.17,Reliable hydraulic suspension.,suspension,BrandC,17.31,9.21,"(0.63, 0.55, 0.69)","{'Steel': 64, 'Rubber': 22}",low,1363.7,hydraulic
