id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,display_type
IN1066,AutoConnect 4,22,280.0,Feature-rich infotainment system.,infotainment,BrandD,17.29,2.01,"(0.56, 0.7, 0.56)","{'Glass': 42, 'Plastic': 58}",undefined,6.0,2.3,13.8,3147,60,lcd
IN7842,DriveVision 6,43,297.63,High-resolution infotainment system.,infotainment,BrandB,17.63,2.88,"(0.86, 0.98, 0.64)","{'Glass': 53, 'Plastic': 45}",undefined,11.2,2.7,30.24,4803,7,lcd
IN3174,SmartDash 1,30,481.16,Advanced infotainment system.,infotainment,BrandC,17.58,2.47,"(0.75, 0.66, 0.62)","{'Glass': 40, 'Plastic': 45}",high,10.2,2.6,26.52,2913,58,led
IN2294,AutoConnect 2,5,383.11,Feature-rich infotainment system.,infotainment,BrandB,17.53,2.43,"(0.87, 0.89, 0.69)","{'Glass': 48, 'Plastic': 46}",low,8.4,1.6,13.44,2742,53,lcd
IN2243,SmartDash 8,20,215.28,Feature-rich infotainment system.,infotainment,BrandD,17.97,2.7,"(0.9, 0.57, 0.94)","{'Glass': 41, 'Plastic': 50}",low,6.9,2.9,20.01,4975,-10,oled
IN2078,SmartDash 7,15,356.76,High-resolution infotainment system.,infotainment,BrandB,17.76,2.63,"(0.58, 0.94, 0.54)","{'Glass': 46, 'Plastic': 59}",high,7.5,1.1,8.25,3227,8,oled
IN5730,AutoConnect 8,29,385.38,Compact infotainment system.,infotainment,BrandA,17.84,2.63,"(0.67, 0.71, 0.63)","{'Glass': 55, 'Plastic': 42}",medium,5.9,2.4,14.16,4596,10,led
IN4239,DriveVision 7,49,268.29,Advanced infotainment system.,infotainment,BrandB,17.21,2.15,"(0.97, 0.71, 0.67)","{'Glass': 45, 'Plastic': 45}",medium,6.5,2.3,14.95,3970,48,tft
IN2169,SmartDash 9,28,218.49,Feature-rich infotainment system.,infotainment,BrandB,17.25,2.87,"(0.53, 0.57, 0.69)","{'Glass': 48, 'Plastic': 40}",high,10.3,1.3,13.39,2156,14,tft
IN2503,SmartDash 8,22,369.65,Advanced infotainment system.,infotainment,BrandD,17.83,2.02,"(0.52, 0.93, 0.8)","{'Glass': 44, 'Plastic': 49}",high,10.7,1.3,13.91,4794,2,oled
IN6941,SmartDash 6,13,455.05,Advanced infotainment system.,infotainment,BrandC,17.63,2.59,"(0.65, 0.84, 0.83)","{'Glass': 52, 'Plastic': 40}",medium,6.6,1.4,9.24,3768,53,oled
IN6727,AutoConnect 3,29,343.99,Advanced infotainment system.,infotainment,BrandB,17.13,2.44,"(0.89, 0.93, 0.57)","{'Glass': 56, 'Plastic': 40}",high,8.5,2.9,24.65,2617,-6,lcd
IN8662,SmartDash 2,34,343.62,High-resolution infotainment system.,infotainment,BrandD,17.73,2.54,"(0.79, 0.83, 0.94)","{'Glass': 50, 'Plastic': 41}",low,6.0,2.8,16.8,4965,-6,oled
IN7317,DriveVision 3,20,373.82,Advanced infotainment system.,infotainment,BrandD,17.02,2.17,"(0.99, 0.9, 0.76)","{'Glass': 42, 'Plastic': 46}",high,10.1,3.0,30.3,4920,27,lcd
IN1836,SmartDash 8,28,261.27,Compact infotainment system.,infotainment,BrandD,17.04,2.42,"(0.62, 0.72, 0.91)","{'Glass': 56, 'Plastic': 53}",medium,5.8,1.7,9.86,3528,38,tft
IN1004,AutoConnect 1,8,494.02,Advanced infotainment system.,infotainment,BrandC,17.86,2.56,"(0.9, 0.61, 0.91)","{'Glass': 44, 'Plastic': 43}",low,8.6,2.6,22.36,4831,32,oled
IN6203,InfoStar 3,23,277.23,Advanced infotainment system.,infotainment,BrandC,17.96,2.57,"(0.59, 0.71, 0.63)","{'Glass': 48, 'Plastic': 47}",undefined,7.3,2.6,18.98,4256,22,tft
IN4669,SmartDash 7,44,495.86,Compact infotainment system.,infotainment,BrandB,17.29,2.58,"(0.54, 0.96, 0.61)","{'Glass': 57, 'Plastic': 47}",low,5.8,1.6,9.28,2020,15,led
IN3912,InfoStar 5,31,226.67,Advanced infotainment system.,infotainment,BrandA,17.26,2.55,"(0.51, 0.65, 0.75)","{'Glass': 51, 'Plastic': 40}",medium,9.7,2.6,25.22,2491,9,lcd
IN7795,AutoConnect 3,7,283.63,High-resolution infotainment system.,infotainment,BrandA,17.64,2.31,"(0.78, 0.68, 0.85)","{'Glass': 45, 'Plastic': 59}",undefined,7.4,2.3,17.02,3782,-3,tft
IN1205,InfoStar 7,48,403.05,Compact infotainment system.,infotainment,BrandC,17.18,2.81,"(0.53, 0.81, 0.79)","{'Glass': 42, 'Plastic': 60}",medium,11.7,3.0,35.1,4214,28,lcd
IN2790,DriveVision 1,5,476.6,High-resolution infotainment system.,infotainment,BrandD,17.79,2.27,"(0.56, 0.81, 0.65)","{'Glass': 48, 'Plastic': 47}",low,9.6,2.0,19.2,3780,19,oled
IN2575,InfoStar 1,3,203.0,High-resolution infotainment system.,infotainment,BrandD,17.68,2.18,"(0.63, 1.0, 0.6)","{'Glass': 50, 'Plastic': 54}",undefined,9.7,2.9,28.13,4791,12,led
IN5997,SmartDash 9,8,310.23,Advanced infotainment system.,infotainment,BrandC,17.02,2.49,"(0.92, 0.79, 0.99)","{'Glass': 41, 'Plastic': 41}",low,7.1,1.8,12.78,4156,15,oled
IN2462,AutoConnect 3,4,206.02,Feature-rich infotainment system.,infotainment,BrandD,17.03,2.58,"(0.86, 0.84, 0.52)","{'Glass': 57, 'Plastic': 59}",undefined,11.0,1.6,17.6,4045,39,led
IN2601,SmartDash 7,21,368.42,Advanced infotainment system.,infotainment,BrandB,17.8,2.63,"(0.78, 0.76, 0.92)","{'Glass': 55, 'Plastic': 51}",low,7.4,2.3,17.02,4102,8,oled
IN8892,InfoStar 4,43,356.34,High-resolution infotainment system.,infotainment,BrandA,17.93,2.92,"(0.97, 0.88, 0.72)","{'Glass': 49, 'Plastic': 44}",low,8.0,1.2,9.6,2383,30,lcd
IN4295,AutoConnect 5,35,463.52,Feature-rich infotainment system.,infotainment,BrandC,17.33,2.51,"(0.73, 0.87, 0.68)","{'Glass': 45, 'Plastic': 50}",high,7.8,1.5,11.7,4697,20,tft
IN9953,SmartDash 3,24,379.81,Feature-rich infotainment system.,infotainment,BrandC,17.13,2.84,"(0.63, 0.55, 0.81)","{'Glass': 60, 'Plastic': 49}",high,7.9,2.3,18.17,3984,25,tft
IN7094,AutoConnect 6,50,439.06,Advanced infotainment system.,infotainment,BrandA,17.67,2.33,"(0.51, 0.67, 0.89)","{'Glass': 42, 'Plastic': 57}",medium,5.4,1.2,6.48,4899,27,lcd
IN2893,AutoConnect 4,12,338.36,High-resolution infotainment system.,infotainment,BrandD,17.43,2.74,"(0.99, 0.88, 0.94)","{'Glass': 47, 'Plastic': 48}",undefined,6.9,2.2,15.18,4221,59,tft
IN2967,DriveVision 6,28,359.43,High-resolution infotainment system.,infotainment,BrandB,17.58,2.28,"(0.94, 0.95, 0.63)","{'Glass': 44, 'Plastic': 49}",undefined,9.6,2.9,27.84,4959,46,led
IN4763,DriveVision 7,13,370.92,Feature-rich infotainment system.,infotainment,BrandC,17.97,2.88,"(0.78, 0.94, 0.97)","{'Glass': 49, 'Plastic': 45}",undefined,6.9,2.6,17.94,2722,46,oled
IN6936,SmartDash 3,26,238.18,Advanced infotainment system.,infotainment,BrandA,17.14,2.2,"(0.57, 0.87, 0.71)","{'Glass': 58, 'Plastic': 57}",low,8.2,3.0,24.6,2240,19,tft
IN5855,SmartDash 6,8,437.51,Feature-rich infotainment system.,infotainment,BrandD,17.77,2.31,"(0.76, 0.56, 0.81)","{'Glass': 47, 'Plastic': 57}",high,9.1,1.6,14.56,2064,-6,led
IN1457,DriveVision 6,48,485.75,Compact infotainment system.,infotainment,BrandB,17.47,2.29,"(0.91, 0.53, 0.69)","{'Glass': 47, 'Plastic': 60}",medium,7.9,2.0,15.8,3543,25,lcd
IN8256,DriveVision 7,31,218.53,Feature-rich infotainment system.,infotainment,BrandD,17.84,2.41,"(0.85, 0.69, 0.78)","{'Glass': 49, 'Plastic': 57}",medium,8.9,2.5,22.25,2244,25,tft
IN8878,SmartDash 8,30,429.0,Compact infotainment system.,infotainment,BrandD,17.96,2.22,"(0.83, 0.57, 0.57)","{'Glass': 40, 'Plastic': 58}",medium,11.4,2.1,23.94,3278,7,led
IN5398,DriveVision 5,11,496.21,Compact infotainment system.,infotainment,BrandA,17.94,2.77,"(0.53, 0.6, 0.53)","{'Glass': 41, 'Plastic': 54}",undefined,5.7,1.8,10.26,2040,55,lcd
IN5486,AutoConnect 8,50,270.45,Compact infotainment system.,infotainment,BrandD,17.01,2.33,"(0.96, 0.73, 0.84)","{'Glass': 51, 'Plastic': 55}",medium,11.4,2.7,30.78,3460,6,led
IN7392,SmartDash 8,39,227.39,High-resolution infotainment system.,infotainment,BrandD,17.04,2.19,"(1.0, 0.65, 0.85)","{'Glass': 60, 'Plastic': 54}",undefined,5.8,2.7,15.66,4786,16,led
IN8651,SmartDash 8,38,329.81,Advanced infotainment system.,infotainment,BrandB,17.12,2.75,"(0.6, 0.92, 0.72)","{'Glass': 48, 'Plastic': 44}",medium,10.3,1.4,14.42,3913,42,oled
IN6165,DriveVision 3,2,226.19,High-resolution infotainment system.,infotainment,BrandB,17.48,2.81,"(0.78, 0.67, 0.89)","{'Glass': 55, 'Plastic': 49}",low,8.4,2.4,20.16,2524,14,lcd
IN2304,SmartDash 9,33,209.45,High-resolution infotainment system.,infotainment,BrandC,17.11,2.64,"(0.51, 0.65, 0.82)","{'Glass': 41, 'Plastic': 41}",low,6.9,1.4,9.66,3283,56,oled
IN4897,InfoStar 9,39,391.32,Compact infotainment system.,infotainment,BrandD,17.63,2.21,"(0.66, 0.7, 0.63)","{'Glass': 60, 'Plastic': 54}",low,6.2,1.8,11.16,3386,46,oled
IN3719,SmartDash 7,46,291.61,Compact infotainment system.,infotainment,BrandB,17.1,2.7,"(0.71, 0.7, 0.91)","{'Glass': 47, 'Plastic': 46}",undefined,6.6,1.9,12.54,4768,53,oled
IN3735,DriveVision 1,29,497.55,Feature-rich infotainment system.,infotainment,BrandC,17.05,2.66,"(0.9, 0.51, 0.64)","{'Glass': 44, 'Plastic': 44}",high,7.2,2.6,18.72,3303,13,lcd
IN5291,DriveVision 4,46,483.91,Compact infotainment system.,infotainment,BrandC,17.53,2.59,"(0.97, 0.93, 0.85)","{'Glass': 44, 'Plastic': 46}",medium,10.0,2.7,27.0,3734,34,oled
IN6965,AutoConnect 3,18,208.63,Compact infotainment system.,infotainment,BrandC,17.29,2.87,"(0.96, 0.85, 0.62)","{'Glass': 55, 'Plastic': 43}",undefined,9.4,1.1,10.34,2638,57,oled
IN4494,DriveVision 4,34,460.14,High-resolution infotainment system.,infotainment,BrandB,17.92,2.22,"(0.69, 0.98, 0.92)","{'Glass': 54, 'Plastic': 42}",high,8.6,2.6,22.36,2793,36,tft
IN7877,SmartDash 5,34,418.42,Compact infotainment system.,infotainment,BrandC,17.72,2.48,"(0.87, 0.71, 0.57)","{'Glass': 41, 'Plastic': 56}",high,6.7,2.0,13.4,4968,9,lcd
IN7817,AutoConnect 8,40,425.06,Compact infotainment system.,infotainment,BrandB,17.13,2.84,"(0.56, 0.77, 0.57)","{'Glass': 50, 'Plastic': 52}",high,9.8,1.6,15.68,4306,-1,led
IN6997,DriveVision 1,6,415.23,High-resolution infotainment system.,infotainment,BrandA,17.07,2.08,"(0.94, 0.91, 0.65)","{'Glass': 45, 'Plastic': 48}",medium,11.5,1.3,14.95,2852,7,led
IN8692,SmartDash 8,36,410.62,Feature-rich infotainment system.,infotainment,BrandD,17.64,2.62,"(0.53, 1.0, 0.8)","{'Glass': 41, 'Plastic': 51}",high,6.3,2.9,18.27,3465,-7,lcd
IN5235,DriveVision 1,39,308.25,Compact infotainment system.,infotainment,BrandB,17.8,2.38,"(0.59, 0.56, 0.77)","{'Glass': 55, 'Plastic': 43}",low,5.7,2.9,16.53,3264,12,lcd
IN6557,SmartDash 5,8,374.6,Compact infotainment system.,infotainment,BrandB,17.99,2.43,"(0.95, 0.7, 0.53)","{'Glass': 54, 'Plastic': 51}",low,12.0,3.0,36.0,3197,25,led
IN7509,DriveVision 4,36,481.08,Feature-rich infotainment system.,infotainment,BrandD,17.28,2.05,"(0.85, 0.52, 0.85)","{'Glass': 40, 'Plastic': 52}",low,8.6,2.8,24.08,3794,-6,led
IN6646,SmartDash 2,14,434.39,Feature-rich infotainment system.,infotainment,BrandD,17.73,2.91,"(0.83, 0.87, 0.92)","{'Glass': 44, 'Plastic': 45}",high,8.5,2.3,19.55,2622,6,oled
IN4601,InfoStar 5,4,303.54,High-resolution infotainment system.,infotainment,BrandB,17.55,2.8,"(0.61, 0.99, 0.94)","{'Glass': 60, 'Plastic': 56}",high,7.2,2.2,15.84,2086,30,led
IN8080,InfoStar 6,35,445.76,High-resolution infotainment system.,infotainment,BrandC,17.45,2.26,"(0.74, 0.85, 0.57)","{'Glass': 54, 'Plastic': 58}",low,8.6,2.0,17.2,2996,9,oled
IN9432,InfoStar 1,14,388.52,High-resolution infotainment system.,infotainment,BrandD,17.13,2.24,"(0.52, 0.56, 0.77)","{'Glass': 51, 'Plastic': 45}",undefined,10.4,1.2,12.48,2735,29,led
IN9854,InfoStar 4,32,439.26,Advanced infotainment system.,infotainment,BrandB,17.63,2.88,"(0.59, 0.68, 0.53)","{'Glass': 52, 'Plastic': 54}",high,8.9,1.5,13.35,4379,2,lcd
IN7788,DriveVision 3,14,253.47,Compact infotainment system.,infotainment,BrandD,17.01,2.48,"(0.63, 0.55, 0.61)","{'Glass': 44, 'Plastic': 50}",low,8.6,2.1,18.06,2727,30,lcd
IN6918,AutoConnect 2,33,384.14,Compact infotainment system.,infotainment,BrandB,17.42,2.32,"(0.94, 0.67, 0.97)","{'Glass': 41, 'Plastic': 54}",undefined,5.1,1.5,7.65,3919,-10,oled
IN8022,DriveVision 4,21,465.55,Compact infotainment system.,infotainment,BrandD,17.28,2.19,"(0.88, 0.95, 0.66)","{'Glass': 48, 'Plastic': 49}",low,7.3,2.1,15.33,2793,22,led
IN1651,InfoStar 3,1,209.25,High-resolution infotainment system.,infotainment,BrandA,17.9,2.85,"(0.7, 0.62, 0.62)","{'Glass': 48, 'Plastic': 40}",undefined,5.4,2.8,15.12,2467,52,oled
IN7709,DriveVision 7,36,392.5,Compact infotainment system.,infotainment,BrandD,17.78,2.83,"(0.8, 0.59, 0.63)","{'Glass': 49, 'Plastic': 45}",high,5.8,2.1,12.18,4943,24,lcd
IN2830,DriveVision 6,30,319.28,Feature-rich infotainment system.,infotainment,BrandD,17.6,2.78,"(0.73, 0.93, 0.59)","{'Glass': 56, 'Plastic': 54}",medium,6.7,1.5,10.05,4390,-3,oled
IN9286,AutoConnect 1,4,358.79,Feature-rich infotainment system.,infotainment,BrandD,17.39,2.84,"(0.66, 0.61, 0.73)","{'Glass': 46, 'Plastic': 46}",undefined,10.4,1.8,18.72,2403,50,led
IN8096,AutoConnect 7,3,299.16,Advanced infotainment system.,infotainment,BrandB,17.75,2.65,"(0.58, 0.84, 0.93)","{'Glass': 43, 'Plastic': 46}",medium,9.6,1.2,11.52,3175,54,tft
IN6752,AutoConnect 1,46,452.65,Feature-rich infotainment system.,infotainment,BrandC,17.72,2.77,"(0.51, 0.92, 0.51)","{'Glass': 52, 'Plastic': 54}",medium,10.9,1.0,10.9,4003,34,lcd
IN7608,SmartDash 9,34,487.76,Compact infotainment system.,infotainment,BrandB,17.2,2.39,"(0.88, 0.59, 0.53)","{'Glass': 54, 'Plastic': 57}",high,10.6,1.6,16.96,3380,49,tft
IN3106,AutoConnect 8,45,350.48,Compact infotainment system.,infotainment,BrandD,17.09,2.03,"(0.67, 0.68, 0.75)","{'Glass': 59, 'Plastic': 52}",high,8.0,1.8,14.4,4162,53,oled
IN4292,SmartDash 9,16,449.08,Compact infotainment system.,infotainment,BrandD,17.43,2.34,"(0.9, 0.52, 0.9)","{'Glass': 60, 'Plastic': 57}",undefined,8.4,1.7,14.28,4854,53,tft
IN1681,SmartDash 6,20,249.84,Advanced infotainment system.,infotainment,BrandD,17.84,2.36,"(0.73, 0.55, 0.8)","{'Glass': 49, 'Plastic': 49}",low,9.4,2.6,24.44,4549,52,oled
IN5905,DriveVision 4,13,238.35,Advanced infotainment system.,infotainment,BrandB,17.48,2.73,"(0.91, 0.97, 0.73)","{'Glass': 60, 'Plastic': 45}",high,8.3,2.1,17.43,2871,41,oled
IN5369,SmartDash 5,3,244.77,Advanced infotainment system.,infotainment,BrandB,17.38,2.7,"(0.86, 0.96, 0.6)","{'Glass': 59, 'Plastic': 41}",undefined,6.1,2.7,16.47,3217,43,oled
IN8449,AutoConnect 1,24,462.61,High-resolution infotainment system.,infotainment,BrandB,17.41,2.14,"(0.75, 0.82, 0.72)","{'Glass': 60, 'Plastic': 53}",medium,7.1,1.4,9.94,3221,40,lcd
IN6123,InfoStar 5,9,312.86,Feature-rich infotainment system.,infotainment,BrandD,17.53,2.42,"(0.91, 0.6, 0.99)","{'Glass': 53, 'Plastic': 41}",medium,9.9,1.6,15.84,3085,53,lcd
IN7708,DriveVision 6,9,356.5,High-resolution infotainment system.,infotainment,BrandD,17.31,2.37,"(0.95, 0.92, 0.62)","{'Glass': 58, 'Plastic': 52}",undefined,6.5,2.9,18.85,3466,53,tft
IN2607,DriveVision 1,40,254.14,Compact infotainment system.,infotainment,BrandD,17.49,2.45,"(0.87, 0.73, 0.6)","{'Glass': 45, 'Plastic': 58}",low,7.6,2.3,17.48,3645,13,lcd
IN2966,DriveVision 9,31,402.64,High-resolution infotainment system.,infotainment,BrandB,17.37,2.73,"(0.67, 0.92, 0.91)","{'Glass': 50, 'Plastic': 45}",undefined,10.5,2.7,28.35,4248,17,led
IN3158,AutoConnect 6,6,286.61,High-resolution infotainment system.,infotainment,BrandA,17.16,2.76,"(0.98, 0.76, 0.84)","{'Glass': 54, 'Plastic': 60}",high,8.3,1.9,15.77,4052,31,tft
IN2420,AutoConnect 1,50,203.81,Feature-rich infotainment system.,infotainment,BrandA,17.99,2.81,"(0.58, 0.65, 0.54)","{'Glass': 40, 'Plastic': 49}",undefined,8.2,1.2,9.84,4679,54,tft
IN5089,AutoConnect 3,31,305.26,Feature-rich infotainment system.,infotainment,BrandA,17.69,2.21,"(0.52, 0.66, 0.71)","{'Glass': 45, 'Plastic': 58}",low,10.2,1.2,12.24,2372,38,lcd
IN6719,AutoConnect 4,46,268.4,Compact infotainment system.,infotainment,BrandB,17.13,2.45,"(0.58, 0.79, 0.84)","{'Glass': 54, 'Plastic': 57}",medium,11.6,2.3,26.68,2453,6,oled
IN7570,AutoConnect 7,36,297.68,High-resolution infotainment system.,infotainment,BrandD,17.28,2.53,"(0.75, 0.75, 0.87)","{'Glass': 42, 'Plastic': 43}",medium,11.9,2.3,27.37,4297,48,led
IN1121,AutoConnect 4,12,479.09,Compact infotainment system.,infotainment,BrandA,17.98,2.03,"(0.65, 0.65, 0.69)","{'Glass': 52, 'Plastic': 59}",low,5.8,2.0,11.6,4482,9,oled
IN1433,InfoStar 7,3,351.74,Compact infotainment system.,infotainment,BrandA,17.53,2.99,"(0.88, 0.91, 0.84)","{'Glass': 56, 'Plastic': 57}",medium,11.9,1.7,20.23,3944,38,tft
IN1660,InfoStar 4,46,430.1,Advanced infotainment system.,infotainment,BrandC,17.15,2.5,"(0.65, 0.74, 0.52)","{'Glass': 46, 'Plastic': 53}",undefined,9.3,2.5,23.25,4303,8,oled
IN1176,SmartDash 1,40,244.27,High-resolution infotainment system.,infotainment,BrandB,17.3,2.32,"(0.89, 0.63, 0.8)","{'Glass': 58, 'Plastic': 53}",medium,6.8,2.1,14.28,3266,20,oled
IN8915,SmartDash 6,41,435.32,High-resolution infotainment system.,infotainment,BrandC,17.63,2.39,"(0.71, 0.97, 0.65)","{'Glass': 47, 'Plastic': 50}",high,11.9,1.3,15.47,3576,0,oled
IN5047,DriveVision 1,9,361.3,Advanced infotainment system.,infotainment,BrandC,17.6,2.74,"(0.82, 0.88, 0.94)","{'Glass': 59, 'Plastic': 43}",low,9.8,2.9,28.42,2099,45,lcd
IN9419,InfoStar 1,43,261.37,High-resolution infotainment system.,infotainment,BrandD,17.16,2.44,"(0.66, 0.59, 0.67)","{'Glass': 58, 'Plastic': 60}",low,8.8,1.9,16.72,3699,9,oled
IN2601,DriveVision 6,28,278.39,Advanced infotainment system.,infotainment,BrandC,17.49,2.43,"(0.61, 0.92, 0.53)","{'Glass': 57, 'Plastic': 60}",high,10.1,2.2,22.22,3190,27,oled
IN5868,SmartDash 4,8,260.12,Feature-rich infotainment system.,infotainment,BrandA,17.05,2.16,"(0.89, 0.88, 0.66)","{'Glass': 43, 'Plastic': 46}",low,8.1,2.2,17.82,4793,-1,tft
IN9069,InfoStar 5,46,382.63,Feature-rich infotainment system.,infotainment,BrandB,17.39,2.77,"(0.59, 0.86, 0.92)","{'Glass': 52, 'Plastic': 48}",undefined,8.8,2.1,18.48,3967,31,led
IN1042,DriveVision 3,38,209.37,Compact infotainment system.,infotainment,BrandB,17.84,2.65,"(0.97, 0.87, 0.54)","{'Glass': 46, 'Plastic': 41}",high,8.7,2.4,20.88,2801,21,led
IN9892,DriveVision 6,50,261.29,Feature-rich infotainment system.,infotainment,BrandC,17.31,2.18,"(0.79, 0.58, 0.79)","{'Glass': 53, 'Plastic': 58}",high,10.8,2.7,29.16,3834,24,oled
IN1210,DriveVision 1,11,306.83,Compact infotainment system.,infotainment,BrandC,17.61,2.24,"(0.97, 0.79, 0.99)","{'Glass': 45, 'Plastic': 45}",low,6.8,2.9,19.72,3333,5,led
IN1551,InfoStar 2,18,308.76,Advanced infotainment system.,infotainment,BrandC,17.38,2.24,"(0.88, 0.65, 0.61)","{'Glass': 48, 'Plastic': 43}",undefined,5.2,1.1,5.72,2491,32,led
IN2648,SmartDash 2,33,279.91,High-resolution infotainment system.,infotainment,BrandD,17.0,2.96,"(0.62, 0.59, 0.51)","{'Glass': 44, 'Plastic': 48}",low,5.6,1.5,8.4,2287,33,led
IN3240,SmartDash 8,23,442.72,High-resolution infotainment system.,infotainment,BrandA,17.51,2.7,"(0.53, 0.63, 0.61)","{'Glass': 57, 'Plastic': 47}",high,10.5,1.7,17.85,3911,49,tft
IN4374,SmartDash 5,24,233.28,Compact infotainment system.,infotainment,BrandB,17.17,2.78,"(0.96, 0.78, 0.63)","{'Glass': 46, 'Plastic': 46}",high,6.7,1.2,8.04,2957,44,oled
IN3870,InfoStar 3,13,418.09,Advanced infotainment system.,infotainment,BrandC,17.61,2.66,"(0.82, 0.56, 0.66)","{'Glass': 44, 'Plastic': 54}",medium,5.7,1.9,10.83,4857,19,oled
IN4811,AutoConnect 3,21,378.16,Feature-rich infotainment system.,infotainment,BrandC,17.65,2.46,"(0.79, 0.65, 0.65)","{'Glass': 43, 'Plastic': 57}",medium,8.4,2.4,20.16,2292,46,oled
IN9663,InfoStar 9,4,475.26,Compact infotainment system.,infotainment,BrandC,17.86,2.73,"(0.67, 0.86, 0.56)","{'Glass': 59, 'Plastic': 52}",high,6.3,2.6,16.38,2089,44,oled
IN3955,AutoConnect 2,44,209.42,Feature-rich infotainment system.,infotainment,BrandA,17.17,2.92,"(0.74, 0.7, 0.66)","{'Glass': 44, 'Plastic': 56}",undefined,7.5,1.8,13.5,2750,-9,oled
IN5449,AutoConnect 5,2,474.1,Compact infotainment system.,infotainment,BrandD,17.22,2.34,"(0.78, 0.58, 0.55)","{'Glass': 45, 'Plastic': 50}",high,8.5,1.2,10.2,2176,47,led
IN4215,SmartDash 5,13,259.18,Compact infotainment system.,infotainment,BrandC,17.92,3.0,"(0.69, 0.83, 0.59)","{'Glass': 50, 'Plastic': 50}",medium,11.6,2.0,23.2,3910,0,led
IN9870,DriveVision 1,7,390.42,Advanced infotainment system.,infotainment,BrandD,17.37,2.12,"(0.95, 0.63, 0.97)","{'Glass': 53, 'Plastic': 57}",low,5.5,2.7,14.85,2023,35,led
IN9850,AutoConnect 7,16,351.19,Feature-rich infotainment system.,infotainment,BrandC,17.33,2.2,"(0.74, 0.74, 0.59)","{'Glass': 44, 'Plastic': 54}",undefined,7.9,2.3,18.17,3671,49,lcd
IN3862,InfoStar 2,17,233.54,Feature-rich infotainment system.,infotainment,BrandC,17.25,2.15,"(0.72, 0.58, 0.95)","{'Glass': 57, 'Plastic': 56}",low,8.3,2.0,16.6,2208,-9,oled
IN3311,AutoConnect 4,24,270.08,High-resolution infotainment system.,infotainment,BrandA,17.02,2.91,"(0.71, 0.52, 0.9)","{'Glass': 44, 'Plastic': 51}",low,7.8,1.9,14.82,3664,29,lcd
IN4596,SmartDash 1,22,454.2,Advanced infotainment system.,infotainment,BrandC,17.26,2.71,"(0.51, 0.66, 0.95)","{'Glass': 59, 'Plastic': 54}",undefined,6.9,2.5,17.25,3291,9,led
IN6284,DriveVision 9,10,247.35,Advanced infotainment system.,infotainment,BrandD,17.82,2.52,"(0.59, 0.7, 0.83)","{'Glass': 50, 'Plastic': 58}",medium,8.7,2.4,20.88,3421,47,oled
IN4922,SmartDash 6,30,369.19,High-resolution infotainment system.,infotainment,BrandC,17.12,2.63,"(0.69, 0.52, 0.92)","{'Glass': 47, 'Plastic': 51}",medium,5.2,1.8,9.36,3828,7,oled
IN5993,InfoStar 2,25,341.87,Compact infotainment system.,infotainment,BrandA,17.6,2.9,"(0.54, 0.69, 0.72)","{'Glass': 58, 'Plastic': 60}",medium,10.2,2.7,27.54,2220,-8,lcd
IN6857,SmartDash 2,37,362.22,Feature-rich infotainment system.,infotainment,BrandA,17.69,2.63,"(0.94, 0.8, 0.57)","{'Glass': 53, 'Plastic': 53}",high,9.5,1.8,17.1,3958,42,led
IN6294,SmartDash 8,36,220.51,Compact infotainment system.,infotainment,BrandB,17.58,2.41,"(0.79, 0.68, 0.99)","{'Glass': 44, 'Plastic': 54}",high,11.2,2.1,23.52,3796,42,lcd
IN3845,InfoStar 1,29,311.34,Advanced infotainment system.,infotainment,BrandD,17.08,2.18,"(0.62, 0.74, 0.65)","{'Glass': 52, 'Plastic': 59}",medium,6.8,1.0,6.8,2805,58,tft
IN7244,InfoStar 6,13,424.07,Compact infotainment system.,infotainment,BrandA,17.53,2.9,"(0.64, 0.74, 0.7)","{'Glass': 43, 'Plastic': 49}",undefined,10.0,1.2,12.0,2578,-7,oled
IN3410,SmartDash 1,46,464.54,Advanced infotainment system.,infotainment,BrandB,17.86,2.71,"(0.83, 0.74, 0.94)","{'Glass': 55, 'Plastic': 59}",high,8.8,1.5,13.2,3563,21,led
IN4762,SmartDash 6,15,258.84,Feature-rich infotainment system.,infotainment,BrandB,17.12,2.34,"(0.88, 0.81, 0.81)","{'Glass': 52, 'Plastic': 46}",high,10.7,1.7,18.19,2859,-1,lcd
IN9457,AutoConnect 5,18,261.39,Compact infotainment system.,infotainment,BrandD,17.09,2.37,"(0.94, 0.8, 0.79)","{'Glass': 56, 'Plastic': 50}",low,7.3,2.0,14.6,4269,-1,tft
IN1222,AutoConnect 2,38,432.93,Advanced infotainment system.,infotainment,BrandC,17.94,2.33,"(0.87, 0.8, 0.72)","{'Glass': 52, 'Plastic': 41}",medium,7.3,2.9,21.17,2334,45,oled
IN6128,InfoStar 1,27,334.6,Feature-rich infotainment system.,infotainment,BrandA,17.24,2.35,"(0.56, 0.51, 0.97)","{'Glass': 58, 'Plastic': 44}",high,12.0,2.6,31.2,4192,20,led
IN2752,SmartDash 4,6,286.78,Advanced infotainment system.,infotainment,BrandA,17.86,2.71,"(0.51, 0.59, 0.67)","{'Glass': 44, 'Plastic': 42}",undefined,11.1,1.8,19.98,4573,42,led
