id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
DT4572,Racing 3,39,123.0,Durable decal/tint.,decalandtint,BrandC,17.56,0.56,"(1.48, 1.47, 1.03)","{'Vinyl': 80, 'Adhesive': 16}",low,FF0000,D4AF37,matte,light
DT2947,Blackout 8,45,127.15,Custom decal/tint.,decalandtint,BrandA,17.54,0.64,"(1.05, 1.34, 1.05)","{'Vinyl': 73, 'Adhesive': 11}",medium,708090,DAA520,matte,dust
DT9892,Racing 2,44,142.17,High-quality decal/tint.,decalandtint,BrandC,17.44,0.87,"(1.15, 1.48, 1.13)","{'Vinyl': 79, 'Adhesive': 12}",high,708090,F5DEB3,glossy,light
DT7883,Flame 1,47,130.37,Vibrant decal/tint.,decalandtint,BrandA,17.42,0.84,"(1.31, 1.46, 1.21)","{'Vinyl': 73, 'Adhesive': 28}",high,8B4513,DAA520,unfinished,uv
DT1803,Blackout 4,40,84.98,Durable decal/tint.,decalandtint,BrandA,17.44,0.92,"(1.27, 1.42, 1.12)","{'Vinyl': 70, 'Adhesive': 15}",medium,F5F5F5,FF0000,glossy,uv
DT4634,Blackout 5,26,108.07,High-quality decal/tint.,decalandtint,BrandA,17.57,0.94,"(1.31, 1.19, 1.0)","{'Vinyl': 84, 'Adhesive': 12}",medium,F5DEB3,8B4513,glossy,light
DT2034,Flame 3,31,110.54,Durable decal/tint.,decalandtint,BrandB,17.59,0.79,"(1.39, 1.46, 1.17)","{'Vinyl': 81, 'Adhesive': 18}",medium,FF5733,DAA520,glossy,uv
DT9177,Flame 9,39,116.12,High-quality decal/tint.,decalandtint,BrandA,17.59,0.84,"(1.42, 1.05, 1.27)","{'Vinyl': 86, 'Adhesive': 27}",undefined,F5DEB3,F5DEB3,matte,uv
DT2505,Custom 8,10,137.45,Custom decal/tint.,decalandtint,BrandA,17.43,0.69,"(1.38, 1.11, 1.41)","{'Vinyl': 72, 'Adhesive': 30}",medium,708090,DAA520,glossy,uv
DT3391,Blackout 6,21,95.49,Vibrant decal/tint.,decalandtint,BrandC,17.58,0.73,"(1.15, 1.41, 1.29)","{'Vinyl': 78, 'Adhesive': 24}",medium,708090,F5F5F5,unfinished,light
DT1615,Graphic 1,36,134.22,Vibrant decal/tint.,decalandtint,BrandA,17.47,0.75,"(1.13, 1.43, 1.21)","{'Vinyl': 78, 'Adhesive': 14}",undefined,F5F5F5,2980B9,glossy,uv
DT5326,Graphic 7,11,101.26,Durable decal/tint.,decalandtint,BrandC,17.5,0.54,"(1.27, 1.3, 1.48)","{'Vinyl': 72, 'Adhesive': 11}",high,FF0000,2F4F4F,unfinished,scratch
DT4213,Blackout 4,28,106.23,Custom decal/tint.,decalandtint,BrandA,17.52,0.63,"(1.21, 1.09, 1.4)","{'Vinyl': 81, 'Adhesive': 29}",high,FF0000,2980B9,glossy,scratch
DT6164,Flame 4,15,136.74,Vibrant decal/tint.,decalandtint,BrandC,17.54,0.79,"(1.25, 1.24, 1.43)","{'Vinyl': 86, 'Adhesive': 17}",low,F5DEB3,FF0000,unfinished,dust
DT8012,Graphic 8,14,82.93,High-quality decal/tint.,decalandtint,BrandA,17.52,0.76,"(1.04, 1.16, 1.41)","{'Vinyl': 72, 'Adhesive': 23}",low,2980B9,FF0000,glossy,light
DT3095,Flame 3,4,110.81,Custom decal/tint.,decalandtint,BrandC,17.58,0.89,"(1.36, 1.02, 1.46)","{'Vinyl': 72, 'Adhesive': 16}",high,2980B9,FF0000,glossy,dust
DT9097,Flame 2,8,126.2,Custom decal/tint.,decalandtint,BrandA,17.47,0.85,"(1.14, 1.0, 1.0)","{'Vinyl': 71, 'Adhesive': 19}",high,2980B9,2F4F4F,unfinished,uv
DT3211,Graphic 5,19,114.78,Custom decal/tint.,decalandtint,BrandB,17.42,0.82,"(1.29, 1.27, 1.33)","{'Vinyl': 88, 'Adhesive': 24}",medium,2980B9,FF0000,glossy,scratch
DT8802,Blackout 7,31,141.79,Custom decal/tint.,decalandtint,BrandB,17.54,0.52,"(1.03, 1.08, 1.36)","{'Vinyl': 71, 'Adhesive': 18}",medium,F5F5F5,DAA520,matte,scratch
DT5268,Graphic 4,37,92.94,High-quality decal/tint.,decalandtint,BrandC,17.55,0.85,"(1.25, 1.45, 1.16)","{'Vinyl': 90, 'Adhesive': 25}",high,2980B9,F5F5F5,glossy,dust
DT1146,Blackout 5,47,89.13,Vibrant decal/tint.,decalandtint,BrandB,17.46,0.67,"(1.33, 1.02, 1.41)","{'Vinyl': 83, 'Adhesive': 28}",low,2980B9,D4AF37,glossy,dust
DT8944,Blackout 5,48,149.92,Vibrant decal/tint.,decalandtint,BrandC,17.4,0.85,"(1.44, 1.48, 1.05)","{'Vinyl': 71, 'Adhesive': 10}",high,F5F5F5,FF5733,glossy,uv
DT8064,Blackout 2,10,137.28,Custom decal/tint.,decalandtint,BrandC,17.58,0.81,"(1.32, 1.3, 1.42)","{'Vinyl': 76, 'Adhesive': 27}",medium,F5F5F5,F5F5F5,matte,scratch
DT9699,Blackout 4,34,140.05,High-quality decal/tint.,decalandtint,BrandC,17.48,0.77,"(1.03, 1.18, 1.36)","{'Vinyl': 73, 'Adhesive': 25}",high,2F4F4F,FF5733,glossy,scratch
DT2843,Blackout 3,24,146.59,Custom decal/tint.,decalandtint,BrandC,17.5,0.56,"(1.06, 1.19, 1.01)","{'Vinyl': 89, 'Adhesive': 10}",medium,FF5733,D4AF37,matte,uv
DT3320,Custom 3,23,122.11,Vibrant decal/tint.,decalandtint,BrandB,17.47,0.93,"(1.32, 1.1, 1.33)","{'Vinyl': 89, 'Adhesive': 14}",medium,F5DEB3,2980B9,unfinished,uv
DT9731,Flame 6,22,89.39,Vibrant decal/tint.,decalandtint,BrandB,17.41,0.77,"(1.39, 1.37, 1.26)","{'Vinyl': 74, 'Adhesive': 29}",low,F5DEB3,F5DEB3,matte,uv
DT7961,Graphic 7,43,90.4,Durable decal/tint.,decalandtint,BrandB,17.58,0.87,"(1.4, 1.21, 1.05)","{'Vinyl': 88, 'Adhesive': 14}",high,FF5733,DAA520,unfinished,light
DT5464,Racing 1,39,135.28,Custom decal/tint.,decalandtint,BrandA,17.53,0.7,"(1.22, 1.11, 1.03)","{'Vinyl': 84, 'Adhesive': 27}",undefined,D4AF37,8B4513,unfinished,light
DT7661,Racing 7,17,86.26,Durable decal/tint.,decalandtint,BrandA,17.42,0.77,"(1.06, 1.19, 1.14)","{'Vinyl': 77, 'Adhesive': 23}",undefined,F5F5F5,F5F5F5,glossy,dust
DT2382,Graphic 7,39,107.73,High-quality decal/tint.,decalandtint,BrandB,17.54,0.75,"(1.03, 1.32, 1.39)","{'Vinyl': 76, 'Adhesive': 22}",medium,FF0000,2980B9,glossy,scratch
DT3986,Graphic 8,43,123.9,High-quality decal/tint.,decalandtint,BrandA,17.43,0.5,"(1.26, 1.32, 1.12)","{'Vinyl': 88, 'Adhesive': 30}",undefined,2F4F4F,D4AF37,matte,dust
DT6427,Blackout 3,21,117.42,Custom decal/tint.,decalandtint,BrandA,17.49,0.71,"(1.28, 1.4, 1.14)","{'Vinyl': 70, 'Adhesive': 28}",medium,2980B9,FF5733,unfinished,scratch
DT7376,Racing 9,21,133.14,High-quality decal/tint.,decalandtint,BrandA,17.6,0.68,"(1.45, 1.01, 1.37)","{'Vinyl': 79, 'Adhesive': 26}",high,708090,DAA520,matte,scratch
DT6293,Custom 8,47,123.35,High-quality decal/tint.,decalandtint,BrandB,17.55,0.66,"(1.48, 1.09, 1.46)","{'Vinyl': 79, 'Adhesive': 12}",low,FF0000,F5F5F5,glossy,scratch
DT3006,Flame 9,17,130.92,Durable decal/tint.,decalandtint,BrandB,17.42,0.97,"(1.36, 1.18, 1.24)","{'Vinyl': 75, 'Adhesive': 13}",low,FF0000,FF0000,glossy,dust
DT8396,Graphic 7,45,97.78,High-quality decal/tint.,decalandtint,BrandC,17.5,0.68,"(1.02, 1.37, 1.04)","{'Vinyl': 85, 'Adhesive': 26}",medium,2980B9,F5F5F5,glossy,scratch
DT3671,Custom 1,20,115.85,High-quality decal/tint.,decalandtint,BrandB,17.45,0.85,"(1.36, 1.45, 1.14)","{'Vinyl': 82, 'Adhesive': 30}",undefined,2980B9,2980B9,glossy,uv
DT2365,Graphic 1,29,97.1,Vibrant decal/tint.,decalandtint,BrandB,17.58,0.72,"(1.43, 1.09, 1.21)","{'Vinyl': 73, 'Adhesive': 23}",low,FF5733,2980B9,unfinished,uv
DT1260,Custom 9,29,142.49,High-quality decal/tint.,decalandtint,BrandC,17.53,0.61,"(1.21, 1.13, 1.33)","{'Vinyl': 88, 'Adhesive': 22}",high,F5DEB3,2F4F4F,glossy,light
DT3424,Blackout 5,5,138.66,Custom decal/tint.,decalandtint,BrandB,17.47,0.98,"(1.4, 1.35, 1.09)","{'Vinyl': 87, 'Adhesive': 23}",medium,FF0000,708090,matte,scratch
DT7684,Custom 2,37,123.6,Durable decal/tint.,decalandtint,BrandA,17.51,0.96,"(1.3, 1.25, 1.33)","{'Vinyl': 79, 'Adhesive': 13}",undefined,2980B9,F5F5F5,unfinished,uv
DT9321,Flame 4,9,96.44,Custom decal/tint.,decalandtint,BrandB,17.57,0.57,"(1.19, 1.27, 1.08)","{'Vinyl': 86, 'Adhesive': 21}",medium,DAA520,FF0000,unfinished,uv
DT2422,Custom 7,19,85.83,High-quality decal/tint.,decalandtint,BrandA,17.58,0.91,"(1.03, 1.47, 1.31)","{'Vinyl': 88, 'Adhesive': 26}",medium,F5F5F5,FF0000,glossy,uv
DT5840,Custom 5,34,91.41,Vibrant decal/tint.,decalandtint,BrandB,17.56,0.65,"(1.27, 1.42, 1.4)","{'Vinyl': 85, 'Adhesive': 14}",medium,D4AF37,FF5733,matte,light
DT3671,Graphic 5,42,81.71,Vibrant decal/tint.,decalandtint,BrandC,17.42,0.85,"(1.13, 1.36, 1.43)","{'Vinyl': 90, 'Adhesive': 14}",medium,708090,708090,glossy,light
DT1624,Blackout 7,49,97.79,Custom decal/tint.,decalandtint,BrandA,17.56,0.52,"(1.34, 1.04, 1.05)","{'Vinyl': 71, 'Adhesive': 25}",undefined,DAA520,FF0000,unfinished,scratch
DT5424,Graphic 6,19,143.2,Vibrant decal/tint.,decalandtint,BrandA,17.51,0.76,"(1.03, 1.26, 1.2)","{'Vinyl': 72, 'Adhesive': 19}",high,2980B9,2F4F4F,matte,dust
DT3904,Graphic 8,13,119.08,High-quality decal/tint.,decalandtint,BrandC,17.51,0.79,"(1.23, 1.18, 1.39)","{'Vinyl': 89, 'Adhesive': 20}",high,2980B9,FF0000,matte,light
DT4351,Custom 6,33,142.69,Vibrant decal/tint.,decalandtint,BrandA,17.49,0.93,"(1.26, 1.44, 1.48)","{'Vinyl': 83, 'Adhesive': 10}",low,708090,FF0000,matte,scratch
DT9458,Blackout 5,14,149.88,Custom decal/tint.,decalandtint,BrandC,17.54,0.96,"(1.32, 1.21, 1.26)","{'Vinyl': 77, 'Adhesive': 23}",undefined,F5F5F5,D4AF37,unfinished,light
DT5510,Racing 6,33,93.0,Custom decal/tint.,decalandtint,BrandB,17.52,0.96,"(1.07, 1.16, 1.15)","{'Vinyl': 83, 'Adhesive': 16}",low,708090,708090,glossy,dust
DT2647,Blackout 1,20,112.96,Custom decal/tint.,decalandtint,BrandA,17.6,0.73,"(1.09, 1.1, 1.33)","{'Vinyl': 82, 'Adhesive': 20}",medium,F5F5F5,FF0000,glossy,uv
DT8858,Racing 3,34,127.66,Durable decal/tint.,decalandtint,BrandA,17.53,0.86,"(1.47, 1.26, 1.04)","{'Vinyl': 86, 'Adhesive': 28}",high,8B4513,F5F5F5,matte,light
DT4164,Custom 4,14,119.2,Custom decal/tint.,decalandtint,BrandA,17.49,0.89,"(1.23, 1.21, 1.34)","{'Vinyl': 88, 'Adhesive': 25}",low,708090,2F4F4F,glossy,uv
DT2569,Custom 8,9,138.6,Vibrant decal/tint.,decalandtint,BrandC,17.58,0.89,"(1.21, 1.39, 1.08)","{'Vinyl': 75, 'Adhesive': 13}",medium,FF5733,FF5733,glossy,scratch
DT6339,Racing 7,18,86.68,Vibrant decal/tint.,decalandtint,BrandC,17.52,0.82,"(1.18, 1.18, 1.08)","{'Vinyl': 74, 'Adhesive': 24}",high,DAA520,D4AF37,unfinished,uv
DT2289,Flame 9,11,114.79,Durable decal/tint.,decalandtint,BrandB,17.49,0.84,"(1.33, 1.35, 1.36)","{'Vinyl': 75, 'Adhesive': 14}",low,2980B9,D4AF37,unfinished,light
DT8163,Custom 7,22,99.96,Durable decal/tint.,decalandtint,BrandA,17.4,0.6,"(1.41, 1.28, 1.17)","{'Vinyl': 77, 'Adhesive': 18}",medium,D4AF37,DAA520,matte,dust
DT9543,Custom 8,14,111.8,Vibrant decal/tint.,decalandtint,BrandC,17.5,0.9,"(1.49, 1.22, 1.07)","{'Vinyl': 84, 'Adhesive': 24}",low,2F4F4F,DAA520,matte,uv
DT8864,Blackout 5,49,102.52,Durable decal/tint.,decalandtint,BrandA,17.53,0.54,"(1.06, 1.2, 1.33)","{'Vinyl': 74, 'Adhesive': 30}",undefined,FF5733,F5DEB3,matte,scratch
DT1658,Flame 3,31,90.75,Durable decal/tint.,decalandtint,BrandA,17.41,0.58,"(1.48, 1.24, 1.19)","{'Vinyl': 80, 'Adhesive': 22}",high,FF5733,8B4513,glossy,dust
DT5464,Racing 1,3,129.86,High-quality decal/tint.,decalandtint,BrandB,17.48,0.8,"(1.34, 1.09, 1.15)","{'Vinyl': 77, 'Adhesive': 22}",low,FF5733,FF5733,unfinished,uv
DT6698,Custom 7,33,87.5,High-quality decal/tint.,decalandtint,BrandB,17.59,0.82,"(1.39, 1.45, 1.15)","{'Vinyl': 84, 'Adhesive': 15}",low,FF5733,2F4F4F,unfinished,dust
DT4014,Flame 3,42,116.85,Custom decal/tint.,decalandtint,BrandC,17.59,0.81,"(1.36, 1.34, 1.08)","{'Vinyl': 74, 'Adhesive': 11}",low,DAA520,DAA520,glossy,scratch
DT2479,Graphic 3,30,129.46,Durable decal/tint.,decalandtint,BrandC,17.46,0.8,"(1.23, 1.27, 1.09)","{'Vinyl': 80, 'Adhesive': 29}",low,8B4513,708090,matte,light
DT9797,Racing 8,22,110.05,Vibrant decal/tint.,decalandtint,BrandA,17.58,0.66,"(1.08, 1.1, 1.3)","{'Vinyl': 74, 'Adhesive': 21}",medium,DAA520,708090,glossy,light
DT5902,Racing 1,13,132.41,High-quality decal/tint.,decalandtint,BrandA,17.4,0.88,"(1.16, 1.13, 1.01)","{'Vinyl': 89, 'Adhesive': 16}",low,FF5733,DAA520,glossy,dust
DT5581,Blackout 6,38,96.11,Vibrant decal/tint.,decalandtint,BrandA,17.45,0.54,"(1.05, 1.08, 1.02)","{'Vinyl': 73, 'Adhesive': 14}",medium,2F4F4F,F5DEB3,matte,dust
DT2242,Flame 6,31,138.07,High-quality decal/tint.,decalandtint,BrandB,17.45,0.66,"(1.35, 1.38, 1.02)","{'Vinyl': 73, 'Adhesive': 30}",high,8B4513,FF0000,glossy,uv
DT4296,Graphic 7,35,107.54,Custom decal/tint.,decalandtint,BrandA,17.6,0.77,"(1.23, 1.47, 1.11)","{'Vinyl': 70, 'Adhesive': 23}",undefined,FF0000,FF0000,unfinished,light
DT6161,Custom 6,39,90.55,Custom decal/tint.,decalandtint,BrandA,17.53,0.58,"(1.14, 1.44, 1.44)","{'Vinyl': 86, 'Adhesive': 24}",medium,F5DEB3,F5DEB3,matte,dust
DT7290,Flame 5,10,107.73,Durable decal/tint.,decalandtint,BrandC,17.54,0.91,"(1.23, 1.14, 1.16)","{'Vinyl': 75, 'Adhesive': 26}",undefined,2F4F4F,708090,glossy,light
DT7728,Custom 5,42,124.48,Vibrant decal/tint.,decalandtint,BrandC,17.5,0.67,"(1.15, 1.08, 1.05)","{'Vinyl': 81, 'Adhesive': 21}",low,FF5733,FF5733,matte,scratch
DT4813,Custom 5,22,124.94,Vibrant decal/tint.,decalandtint,BrandC,17.51,0.58,"(1.17, 1.29, 1.11)","{'Vinyl': 81, 'Adhesive': 13}",medium,2980B9,2980B9,matte,light
DT7274,Blackout 7,49,120.54,High-quality decal/tint.,decalandtint,BrandA,17.45,0.61,"(1.18, 1.33, 1.03)","{'Vinyl': 81, 'Adhesive': 10}",high,2980B9,FF5733,unfinished,dust
DT4391,Custom 2,24,127.01,Durable decal/tint.,decalandtint,BrandB,17.57,0.52,"(1.28, 1.33, 1.1)","{'Vinyl': 79, 'Adhesive': 27}",medium,DAA520,DAA520,unfinished,scratch
DT3356,Graphic 1,33,125.3,High-quality decal/tint.,decalandtint,BrandA,17.51,0.85,"(1.17, 1.3, 1.04)","{'Vinyl': 70, 'Adhesive': 17}",high,FF5733,FF0000,unfinished,scratch
DT1558,Graphic 9,6,142.51,Custom decal/tint.,decalandtint,BrandC,17.42,0.67,"(1.14, 1.16, 1.36)","{'Vinyl': 86, 'Adhesive': 25}",low,8B4513,DAA520,glossy,scratch
DT5166,Graphic 7,5,90.43,Vibrant decal/tint.,decalandtint,BrandC,17.48,0.9,"(1.16, 1.2, 1.02)","{'Vinyl': 70, 'Adhesive': 23}",low,2980B9,F5DEB3,unfinished,scratch
DT9359,Graphic 3,4,133.08,Vibrant decal/tint.,decalandtint,BrandB,17.51,0.61,"(1.33, 1.09, 1.14)","{'Vinyl': 72, 'Adhesive': 20}",medium,FF0000,FF0000,unfinished,scratch
DT5377,Blackout 5,10,148.39,High-quality decal/tint.,decalandtint,BrandB,17.55,0.95,"(1.33, 1.25, 1.07)","{'Vinyl': 78, 'Adhesive': 14}",undefined,708090,F5F5F5,matte,dust
DT1971,Racing 3,9,128.34,Vibrant decal/tint.,decalandtint,BrandA,17.59,0.65,"(1.31, 1.5, 1.04)","{'Vinyl': 83, 'Adhesive': 25}",low,D4AF37,F5DEB3,matte,uv
DT7065,Racing 9,34,117.07,Durable decal/tint.,decalandtint,BrandB,17.47,0.87,"(1.16, 1.12, 1.41)","{'Vinyl': 89, 'Adhesive': 20}",undefined,FF5733,2980B9,glossy,light
DT8822,Flame 6,24,85.03,Durable decal/tint.,decalandtint,BrandA,17.57,0.72,"(1.38, 1.27, 1.09)","{'Vinyl': 90, 'Adhesive': 13}",medium,DAA520,708090,matte,light
DT4913,Racing 1,47,104.19,Vibrant decal/tint.,decalandtint,BrandB,17.59,0.78,"(1.45, 1.07, 1.02)","{'Vinyl': 81, 'Adhesive': 25}",medium,2F4F4F,FF5733,matte,uv
DT5024,Graphic 8,34,94.83,Custom decal/tint.,decalandtint,BrandC,17.48,0.93,"(1.17, 1.03, 1.11)","{'Vinyl': 87, 'Adhesive': 26}",high,DAA520,FF0000,unfinished,scratch
DT9351,Graphic 2,34,104.57,High-quality decal/tint.,decalandtint,BrandA,17.43,0.58,"(1.16, 1.1, 1.29)","{'Vinyl': 70, 'Adhesive': 15}",high,DAA520,F5DEB3,matte,dust
DT1895,Racing 1,18,113.89,High-quality decal/tint.,decalandtint,BrandA,17.46,0.74,"(1.15, 1.29, 1.47)","{'Vinyl': 90, 'Adhesive': 29}",high,2980B9,FF5733,glossy,scratch
DT3465,Blackout 6,37,86.6,Vibrant decal/tint.,decalandtint,BrandB,17.58,0.75,"(1.32, 1.29, 1.12)","{'Vinyl': 82, 'Adhesive': 24}",medium,8B4513,DAA520,matte,scratch
DT5129,Flame 3,6,127.99,Custom decal/tint.,decalandtint,BrandC,17.48,0.83,"(1.02, 1.41, 1.3)","{'Vinyl': 70, 'Adhesive': 16}",low,DAA520,2F4F4F,unfinished,dust
DT9222,Blackout 9,30,80.34,Vibrant decal/tint.,decalandtint,BrandA,17.41,0.83,"(1.41, 1.24, 1.22)","{'Vinyl': 75, 'Adhesive': 18}",medium,F5F5F5,8B4513,unfinished,uv
DT7204,Flame 9,36,116.93,High-quality decal/tint.,decalandtint,BrandA,17.44,0.84,"(1.33, 1.44, 1.02)","{'Vinyl': 73, 'Adhesive': 22}",undefined,2F4F4F,8B4513,matte,uv
DT7666,Custom 8,27,111.36,Durable decal/tint.,decalandtint,BrandA,17.48,0.96,"(1.38, 1.28, 1.41)","{'Vinyl': 76, 'Adhesive': 11}",high,FF0000,2980B9,matte,uv
DT5935,Flame 1,27,101.61,Vibrant decal/tint.,decalandtint,BrandB,17.48,0.65,"(1.22, 1.12, 1.32)","{'Vinyl': 89, 'Adhesive': 26}",low,F5DEB3,2980B9,unfinished,scratch
DT8705,Flame 9,28,104.21,High-quality decal/tint.,decalandtint,BrandA,17.45,0.64,"(1.1, 1.39, 1.02)","{'Vinyl': 70, 'Adhesive': 22}",low,FF0000,2980B9,matte,uv
DT4190,Custom 3,45,103.44,Vibrant decal/tint.,decalandtint,BrandB,17.48,0.73,"(1.25, 1.25, 1.22)","{'Vinyl': 82, 'Adhesive': 14}",medium,708090,D4AF37,unfinished,dust
DT6300,Blackout 3,41,147.66,Vibrant decal/tint.,decalandtint,BrandA,17.45,0.93,"(1.29, 1.48, 1.46)","{'Vinyl': 84, 'Adhesive': 21}",low,8B4513,2F4F4F,glossy,uv
DT4344,Flame 3,23,119.8,Durable decal/tint.,decalandtint,BrandB,17.48,0.52,"(1.08, 1.01, 1.48)","{'Vinyl': 84, 'Adhesive': 17}",low,F5F5F5,2980B9,glossy,uv
DT1336,Custom 5,19,143.44,Custom decal/tint.,decalandtint,BrandB,17.54,0.61,"(1.02, 1.17, 1.31)","{'Vinyl': 78, 'Adhesive': 26}",low,2F4F4F,DAA520,glossy,uv
DT2654,Flame 6,36,105.85,Vibrant decal/tint.,decalandtint,BrandA,17.5,0.75,"(1.12, 1.14, 1.07)","{'Vinyl': 87, 'Adhesive': 15}",undefined,2980B9,D4AF37,unfinished,uv
DT8614,Blackout 7,9,128.21,High-quality decal/tint.,decalandtint,BrandB,17.47,0.81,"(1.09, 1.45, 1.02)","{'Vinyl': 83, 'Adhesive': 11}",low,FF5733,2F4F4F,unfinished,uv
DT8534,Blackout 6,26,102.3,Vibrant decal/tint.,decalandtint,BrandA,17.41,0.65,"(1.03, 1.36, 1.15)","{'Vinyl': 88, 'Adhesive': 21}",high,FF5733,2F4F4F,matte,dust
DT8424,Blackout 3,10,94.72,High-quality decal/tint.,decalandtint,BrandC,17.44,0.91,"(1.46, 1.06, 1.21)","{'Vinyl': 79, 'Adhesive': 29}",high,FF0000,D4AF37,unfinished,scratch
DT9872,Graphic 5,20,82.09,Vibrant decal/tint.,decalandtint,BrandA,17.58,0.54,"(1.4, 1.42, 1.42)","{'Vinyl': 81, 'Adhesive': 18}",low,DAA520,DAA520,matte,scratch
DT8027,Graphic 5,44,100.26,High-quality decal/tint.,decalandtint,BrandC,17.49,0.93,"(1.21, 1.46, 1.07)","{'Vinyl': 77, 'Adhesive': 15}",high,D4AF37,8B4513,matte,uv
DT3839,Racing 1,29,92.46,Custom decal/tint.,decalandtint,BrandA,17.5,0.91,"(1.25, 1.11, 1.32)","{'Vinyl': 84, 'Adhesive': 27}",undefined,708090,708090,glossy,uv
DT9265,Racing 6,44,98.12,High-quality decal/tint.,decalandtint,BrandB,17.5,0.69,"(1.13, 1.2, 1.04)","{'Vinyl': 75, 'Adhesive': 26}",medium,2980B9,DAA520,glossy,uv
DT5050,Flame 6,15,141.15,Vibrant decal/tint.,decalandtint,BrandA,17.43,0.75,"(1.32, 1.03, 1.19)","{'Vinyl': 90, 'Adhesive': 20}",undefined,708090,2F4F4F,matte,dust
DT9908,Blackout 9,15,129.36,Durable decal/tint.,decalandtint,BrandA,17.57,0.84,"(1.4, 1.23, 1.3)","{'Vinyl': 89, 'Adhesive': 26}",medium,2F4F4F,FF0000,glossy,light
DT5185,Graphic 7,43,97.83,Durable decal/tint.,decalandtint,BrandB,17.59,0.78,"(1.01, 1.35, 1.45)","{'Vinyl': 87, 'Adhesive': 23}",low,FF5733,FF0000,glossy,scratch
DT7132,Flame 8,34,94.88,Vibrant decal/tint.,decalandtint,BrandA,17.4,0.58,"(1.34, 1.3, 1.1)","{'Vinyl': 86, 'Adhesive': 21}",low,708090,708090,matte,light
DT2303,Graphic 1,18,113.35,Vibrant decal/tint.,decalandtint,BrandC,17.58,0.91,"(1.13, 1.44, 1.19)","{'Vinyl': 77, 'Adhesive': 28}",medium,2980B9,8B4513,glossy,dust
DT8439,Flame 1,9,143.36,Durable decal/tint.,decalandtint,BrandC,17.44,0.66,"(1.36, 1.4, 1.3)","{'Vinyl': 70, 'Adhesive': 10}",high,2F4F4F,F5F5F5,glossy,dust
DT3334,Blackout 5,18,125.92,Custom decal/tint.,decalandtint,BrandB,17.49,0.87,"(1.43, 1.33, 1.34)","{'Vinyl': 90, 'Adhesive': 11}",undefined,708090,2980B9,unfinished,dust
DT5504,Blackout 4,14,118.63,Custom decal/tint.,decalandtint,BrandA,17.47,0.5,"(1.39, 1.23, 1.01)","{'Vinyl': 72, 'Adhesive': 15}",low,708090,2F4F4F,glossy,dust
DT1628,Flame 2,6,88.68,Vibrant decal/tint.,decalandtint,BrandB,17.46,0.74,"(1.21, 1.03, 1.4)","{'Vinyl': 89, 'Adhesive': 27}",medium,DAA520,F5DEB3,unfinished,light
DT5928,Racing 9,23,149.55,Vibrant decal/tint.,decalandtint,BrandC,17.55,0.56,"(1.16, 1.26, 1.08)","{'Vinyl': 77, 'Adhesive': 20}",high,FF0000,2980B9,unfinished,light
DT9739,Graphic 1,20,85.44,Durable decal/tint.,decalandtint,BrandC,17.47,0.96,"(1.38, 1.43, 1.33)","{'Vinyl': 72, 'Adhesive': 20}",undefined,8B4513,708090,matte,light
DT4994,Graphic 8,26,94.55,Durable decal/tint.,decalandtint,BrandC,17.47,0.62,"(1.39, 1.13, 1.13)","{'Vinyl': 71, 'Adhesive': 21}",undefined,DAA520,F5F5F5,glossy,uv
DT4261,Blackout 3,5,84.31,Durable decal/tint.,decalandtint,BrandB,17.57,0.76,"(1.35, 1.17, 1.41)","{'Vinyl': 83, 'Adhesive': 30}",low,FF5733,2F4F4F,matte,uv
DT9658,Custom 6,40,95.08,Vibrant decal/tint.,decalandtint,BrandA,17.58,0.92,"(1.36, 1.43, 1.0)","{'Vinyl': 83, 'Adhesive': 13}",low,DAA520,8B4513,matte,dust
DT1633,Racing 9,11,97.86,High-quality decal/tint.,decalandtint,BrandC,17.49,0.94,"(1.03, 1.32, 1.28)","{'Vinyl': 86, 'Adhesive': 15}",undefined,F5DEB3,2F4F4F,unfinished,dust
DT4436,Graphic 7,8,117.19,High-quality decal/tint.,decalandtint,BrandC,17.41,0.65,"(1.05, 1.34, 1.28)","{'Vinyl': 85, 'Adhesive': 10}",high,FF5733,708090,matte,dust
DT1475,Custom 1,15,97.19,Custom decal/tint.,decalandtint,BrandA,17.48,0.86,"(1.27, 1.0, 1.1)","{'Vinyl': 88, 'Adhesive': 29}",high,2980B9,F5F5F5,unfinished,dust
DT2990,Graphic 6,30,115.01,High-quality decal/tint.,decalandtint,BrandC,17.49,0.67,"(1.03, 1.31, 1.16)","{'Vinyl': 83, 'Adhesive': 17}",medium,DAA520,DAA520,matte,uv
DT9476,Blackout 7,50,131.37,Custom decal/tint.,decalandtint,BrandB,17.58,0.81,"(1.03, 1.23, 1.26)","{'Vinyl': 84, 'Adhesive': 12}",high,708090,D4AF37,unfinished,dust
DT6390,Blackout 2,12,109.72,Durable decal/tint.,decalandtint,BrandC,17.58,0.65,"(1.28, 1.25, 1.18)","{'Vinyl': 75, 'Adhesive': 27}",high,8B4513,8B4513,glossy,uv
DT3502,Blackout 7,42,145.42,High-quality decal/tint.,decalandtint,BrandA,17.45,0.6,"(1.05, 1.42, 1.14)","{'Vinyl': 70, 'Adhesive': 11}",medium,FF0000,F5F5F5,matte,scratch
