id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating
WH8594,CablePro 5,28,90.08,Efficient wiring harness.,wiringharness,BrandB,17.76,0.6,"(0.24, 0.25, 0.22)","{'Copper': 86, 'Plastic': 14}",medium,33.9,16.9,572.91,14170,34
WH3695,WireFlex 6,6,94.06,Efficient wiring harness.,wiringharness,BrandB,17.41,0.81,"(0.23, 0.24, 0.26)","{'Copper': 83, 'Plastic': 18}",high,45.2,15.3,691.56,11209,73
WH9689,WireFlex 7,45,62.87,Durable wiring harness.,wiringharness,BrandB,17.74,0.7,"(0.26, 0.25, 0.28)","{'Copper': 80, 'Plastic': 12}",high,44.3,18.8,832.84,14049,35
WH1157,SafeConnect 1,27,91.21,Reliable wiring harness.,wiringharness,BrandC,17.44,0.96,"(0.23, 0.24, 0.24)","{'Copper': 72, 'Plastic': 20}",medium,46.6,13.4,624.44,13642,2
WH5283,SafeConnect 7,35,63.47,Reliable wiring harness.,wiringharness,BrandD,17.43,0.52,"(0.28, 0.27, 0.22)","{'Copper': 83, 'Plastic': 25}",undefined,45.3,13.9,629.67,13952,7
WH8842,PowerLine 1,27,58.52,Durable wiring harness.,wiringharness,BrandD,17.94,0.61,"(0.29, 0.21, 0.22)","{'Copper': 83, 'Plastic': 29}",undefined,31.2,10.3,321.36,11581,17
WH7500,CablePro 6,39,90.1,Reliable wiring harness.,wiringharness,BrandC,17.61,0.74,"(0.2, 0.21, 0.25)","{'Copper': 89, 'Plastic': 19}",high,35.8,18.4,658.72,12422,19
WH6396,SafeConnect 1,27,75.57,Reliable wiring harness.,wiringharness,BrandB,17.04,0.89,"(0.25, 0.21, 0.22)","{'Copper': 82, 'Plastic': 23}",medium,14.4,12.5,180.0,14797,29
WH7535,WireFlex 5,43,68.44,Durable wiring harness.,wiringharness,BrandD,17.33,0.84,"(0.22, 0.24, 0.25)","{'Copper': 84, 'Plastic': 20}",undefined,25.2,14.0,352.8,13945,2
WH1964,WireFlex 3,38,56.77,Efficient wiring harness.,wiringharness,BrandC,17.96,0.88,"(0.21, 0.21, 0.26)","{'Copper': 79, 'Plastic': 12}",high,33.9,13.1,444.09,11492,68
WH8132,CablePro 8,8,53.72,Reliable wiring harness.,wiringharness,BrandC,17.8,0.85,"(0.27, 0.22, 0.22)","{'Copper': 78, 'Plastic': 23}",high,32.3,14.9,481.27,10705,3
WH8377,WireFlex 6,35,59.09,Efficient wiring harness.,wiringharness,BrandD,17.01,0.63,"(0.24, 0.26, 0.23)","{'Copper': 73, 'Plastic': 17}",medium,45.9,19.2,881.28,14064,51
WH5475,WireFlex 8,38,67.33,Efficient wiring harness.,wiringharness,BrandA,17.5,0.53,"(0.3, 0.29, 0.27)","{'Copper': 70, 'Plastic': 12}",low,30.6,14.5,443.7,14014,30
WH9034,CablePro 4,40,89.86,Efficient wiring harness.,wiringharness,BrandB,17.88,0.54,"(0.29, 0.22, 0.25)","{'Copper': 72, 'Plastic': 23}",undefined,19.7,11.2,220.64,10553,62
WH9925,SafeConnect 9,45,57.96,Reliable wiring harness.,wiringharness,BrandA,17.75,0.87,"(0.28, 0.26, 0.29)","{'Copper': 79, 'Plastic': 25}",undefined,32.7,15.3,500.31,11313,-5
WH9498,SafeConnect 7,50,57.81,Flexible wiring harness.,wiringharness,BrandB,17.59,0.92,"(0.29, 0.2, 0.24)","{'Copper': 72, 'Plastic': 11}",undefined,35.4,14.5,513.3,10408,38
WH4301,PowerLine 5,11,58.99,Durable wiring harness.,wiringharness,BrandA,17.74,0.59,"(0.27, 0.24, 0.22)","{'Copper': 82, 'Plastic': 10}",medium,26.4,13.7,361.68,12871,-5
WH3576,PowerLine 7,29,93.85,Durable wiring harness.,wiringharness,BrandB,17.6,0.68,"(0.24, 0.2, 0.27)","{'Copper': 90, 'Plastic': 10}",undefined,35.5,14.6,518.3,11872,-20
WH2355,SafeConnect 1,42,85.18,Efficient wiring harness.,wiringharness,BrandA,17.57,0.87,"(0.29, 0.27, 0.23)","{'Copper': 73, 'Plastic': 20}",medium,29.1,19.5,567.45,10413,10
WH8849,PowerLine 7,27,53.68,Reliable wiring harness.,wiringharness,BrandC,17.94,0.68,"(0.26, 0.27, 0.27)","{'Copper': 90, 'Plastic': 30}",low,32.8,17.8,583.84,10427,29
WH4837,WireFlex 7,15,69.93,Efficient wiring harness.,wiringharness,BrandB,17.04,0.73,"(0.26, 0.29, 0.21)","{'Copper': 75, 'Plastic': 16}",undefined,31.8,19.1,607.38,12838,78
WH5040,WireFlex 9,17,94.88,Reliable wiring harness.,wiringharness,BrandA,17.72,0.81,"(0.27, 0.29, 0.29)","{'Copper': 84, 'Plastic': 22}",undefined,31.4,10.7,335.98,14398,-17
WH9053,CablePro 3,18,79.4,Efficient wiring harness.,wiringharness,BrandD,17.09,0.83,"(0.23, 0.26, 0.29)","{'Copper': 89, 'Plastic': 16}",medium,13.6,17.9,243.44,10596,34
WH7921,PowerLine 8,15,55.9,Efficient wiring harness.,wiringharness,BrandB,17.03,0.61,"(0.29, 0.23, 0.28)","{'Copper': 80, 'Plastic': 23}",high,27.5,11.4,313.5,14483,68
WH7933,CablePro 8,44,87.97,Efficient wiring harness.,wiringharness,BrandA,17.68,0.51,"(0.23, 0.26, 0.23)","{'Copper': 76, 'Plastic': 25}",undefined,44.4,15.7,697.08,10228,-12
WH4010,PowerLine 3,23,77.37,Flexible wiring harness.,wiringharness,BrandC,17.66,0.81,"(0.3, 0.21, 0.25)","{'Copper': 78, 'Plastic': 21}",undefined,21.5,14.5,311.75,12579,47
WH3683,WireFlex 3,24,59.08,Durable wiring harness.,wiringharness,BrandB,17.91,0.99,"(0.24, 0.28, 0.29)","{'Copper': 75, 'Plastic': 10}",undefined,37.3,18.5,690.05,10243,6
WH5019,PowerLine 9,41,91.78,Reliable wiring harness.,wiringharness,BrandD,17.14,0.69,"(0.22, 0.22, 0.24)","{'Copper': 71, 'Plastic': 12}",high,42.0,11.2,470.4,11782,-5
WH7587,WireFlex 7,47,70.7,Efficient wiring harness.,wiringharness,BrandB,17.97,0.82,"(0.23, 0.26, 0.28)","{'Copper': 73, 'Plastic': 15}",low,46.5,17.3,804.45,14226,41
WH3438,PowerLine 3,3,78.48,Flexible wiring harness.,wiringharness,BrandB,17.73,0.59,"(0.27, 0.23, 0.29)","{'Copper': 72, 'Plastic': 24}",high,27.4,12.7,347.98,12340,68
WH3657,PowerLine 7,50,57.19,Reliable wiring harness.,wiringharness,BrandA,17.73,0.89,"(0.2, 0.23, 0.22)","{'Copper': 89, 'Plastic': 10}",high,33.5,18.5,619.75,13296,74
WH3126,SafeConnect 4,12,73.75,Reliable wiring harness.,wiringharness,BrandC,17.87,0.66,"(0.21, 0.27, 0.25)","{'Copper': 87, 'Plastic': 12}",low,14.2,12.6,178.92,10538,32
WH3190,CablePro 8,18,64.07,Flexible wiring harness.,wiringharness,BrandD,17.07,0.58,"(0.26, 0.21, 0.29)","{'Copper': 90, 'Plastic': 28}",medium,14.0,17.2,240.8,14730,33
WH6466,CablePro 1,27,59.69,Efficient wiring harness.,wiringharness,BrandA,17.9,0.6,"(0.25, 0.3, 0.24)","{'Copper': 71, 'Plastic': 19}",medium,20.9,10.3,215.27,14687,38
WH6514,CablePro 8,16,59.89,Durable wiring harness.,wiringharness,BrandA,17.58,0.65,"(0.23, 0.29, 0.26)","{'Copper': 90, 'Plastic': 23}",low,30.5,15.4,469.7,10413,48
WH7868,SafeConnect 9,18,55.72,Efficient wiring harness.,wiringharness,BrandC,17.58,0.93,"(0.26, 0.24, 0.28)","{'Copper': 79, 'Plastic': 21}",high,19.0,19.4,368.6,14748,64
WH1373,WireFlex 3,36,76.6,Reliable wiring harness.,wiringharness,BrandB,17.13,0.95,"(0.26, 0.22, 0.21)","{'Copper': 90, 'Plastic': 29}",low,33.5,12.7,425.45,10805,54
WH7504,SafeConnect 8,47,81.0,Durable wiring harness.,wiringharness,BrandA,17.23,0.6,"(0.27, 0.3, 0.23)","{'Copper': 76, 'Plastic': 10}",high,28.2,16.1,454.02,11132,17
WH4877,PowerLine 5,29,96.45,Reliable wiring harness.,wiringharness,BrandB,17.18,0.91,"(0.27, 0.24, 0.26)","{'Copper': 90, 'Plastic': 26}",undefined,25.0,16.8,420.0,13732,54
WH7762,PowerLine 8,6,63.68,Reliable wiring harness.,wiringharness,BrandA,17.23,0.65,"(0.22, 0.22, 0.27)","{'Copper': 75, 'Plastic': 13}",low,18.2,18.8,342.16,11032,55
WH7115,CablePro 7,23,76.03,Flexible wiring harness.,wiringharness,BrandD,17.07,0.88,"(0.29, 0.28, 0.25)","{'Copper': 86, 'Plastic': 24}",high,19.5,14.8,288.6,12339,2
WH7986,PowerLine 8,34,98.92,Efficient wiring harness.,wiringharness,BrandB,17.98,0.5,"(0.24, 0.29, 0.22)","{'Copper': 81, 'Plastic': 13}",undefined,27.4,17.4,476.76,10816,-7
WH5087,WireFlex 3,38,72.11,Durable wiring harness.,wiringharness,BrandC,17.42,0.83,"(0.29, 0.24, 0.21)","{'Copper': 77, 'Plastic': 19}",medium,43.8,13.0,569.4,10746,15
WH2664,WireFlex 2,44,66.63,Efficient wiring harness.,wiringharness,BrandA,17.14,0.59,"(0.28, 0.27, 0.23)","{'Copper': 76, 'Plastic': 17}",low,37.7,14.8,557.96,12574,78
WH1753,PowerLine 4,17,51.63,Reliable wiring harness.,wiringharness,BrandB,17.37,0.93,"(0.29, 0.29, 0.27)","{'Copper': 83, 'Plastic': 18}",undefined,25.6,17.8,455.68,13436,13
WH5975,SafeConnect 6,18,79.28,Efficient wiring harness.,wiringharness,BrandA,17.34,0.83,"(0.23, 0.26, 0.26)","{'Copper': 84, 'Plastic': 15}",medium,35.1,14.7,515.97,13824,2
WH1824,CablePro 2,3,76.12,Reliable wiring harness.,wiringharness,BrandA,17.11,0.98,"(0.21, 0.28, 0.27)","{'Copper': 78, 'Plastic': 10}",undefined,39.3,19.5,766.35,11913,44
WH2565,WireFlex 9,29,95.24,Reliable wiring harness.,wiringharness,BrandA,17.54,0.88,"(0.26, 0.22, 0.26)","{'Copper': 88, 'Plastic': 10}",medium,16.9,15.4,260.26,12842,54
WH7693,SafeConnect 6,23,77.96,Durable wiring harness.,wiringharness,BrandC,17.17,0.7,"(0.26, 0.26, 0.22)","{'Copper': 90, 'Plastic': 22}",medium,46.7,11.7,546.39,12796,43
WH2102,CablePro 2,31,69.58,Reliable wiring harness.,wiringharness,BrandD,17.62,0.93,"(0.27, 0.2, 0.2)","{'Copper': 71, 'Plastic': 29}",high,38.6,17.2,663.92,14936,57
WH2821,SafeConnect 9,26,60.86,Efficient wiring harness.,wiringharness,BrandA,17.05,0.73,"(0.28, 0.29, 0.23)","{'Copper': 70, 'Plastic': 15}",low,31.7,16.4,519.88,12666,31
WH4545,PowerLine 7,40,62.56,Reliable wiring harness.,wiringharness,BrandC,17.06,0.74,"(0.22, 0.25, 0.3)","{'Copper': 86, 'Plastic': 17}",high,31.0,11.0,341.0,10263,-3
WH8193,SafeConnect 2,23,86.49,Durable wiring harness.,wiringharness,BrandB,17.95,0.7,"(0.22, 0.25, 0.22)","{'Copper': 80, 'Plastic': 18}",high,24.1,15.7,378.37,10897,46
WH4322,CablePro 4,19,66.22,Efficient wiring harness.,wiringharness,BrandC,17.58,0.89,"(0.21, 0.23, 0.29)","{'Copper': 83, 'Plastic': 20}",medium,15.2,13.1,199.12,14136,54
WH6819,PowerLine 5,21,87.13,Flexible wiring harness.,wiringharness,BrandC,17.39,0.5,"(0.3, 0.29, 0.29)","{'Copper': 83, 'Plastic': 21}",low,44.5,16.6,738.7,13579,20
WH4517,PowerLine 6,24,61.99,Durable wiring harness.,wiringharness,BrandB,17.24,0.83,"(0.23, 0.29, 0.25)","{'Copper': 85, 'Plastic': 27}",undefined,20.7,13.9,287.73,11068,-20
WH6906,WireFlex 9,32,58.65,Reliable wiring harness.,wiringharness,BrandB,17.39,0.56,"(0.24, 0.25, 0.27)","{'Copper': 78, 'Plastic': 21}",undefined,15.1,12.8,193.28,13481,45
WH2894,WireFlex 2,15,85.17,Efficient wiring harness.,wiringharness,BrandC,17.84,0.79,"(0.2, 0.21, 0.26)","{'Copper': 75, 'Plastic': 28}",medium,40.4,16.1,650.44,13532,53
WH7218,SafeConnect 4,29,89.04,Flexible wiring harness.,wiringharness,BrandD,17.14,0.63,"(0.26, 0.26, 0.21)","{'Copper': 88, 'Plastic': 10}",medium,47.9,16.8,804.72,10847,-2
WH1620,SafeConnect 3,30,79.81,Reliable wiring harness.,wiringharness,BrandB,17.4,0.83,"(0.3, 0.24, 0.21)","{'Copper': 76, 'Plastic': 25}",medium,24.7,19.5,481.65,14318,35
WH6803,SafeConnect 2,6,83.66,Reliable wiring harness.,wiringharness,BrandD,17.96,0.78,"(0.23, 0.3, 0.3)","{'Copper': 79, 'Plastic': 22}",high,46.9,15.5,726.95,13164,71
WH8095,SafeConnect 3,3,76.12,Durable wiring harness.,wiringharness,BrandC,17.96,0.92,"(0.29, 0.2, 0.22)","{'Copper': 72, 'Plastic': 11}",high,37.0,16.0,592.0,14342,-8
WH9556,CablePro 5,47,84.06,Reliable wiring harness.,wiringharness,BrandD,17.59,0.61,"(0.22, 0.25, 0.2)","{'Copper': 87, 'Plastic': 11}",medium,35.8,10.9,390.22,13792,-20
WH8172,PowerLine 2,11,51.08,Efficient wiring harness.,wiringharness,BrandA,17.6,0.95,"(0.27, 0.22, 0.28)","{'Copper': 70, 'Plastic': 27}",undefined,35.8,11.6,415.28,10551,10
WH2943,WireFlex 7,40,96.82,Flexible wiring harness.,wiringharness,BrandC,17.91,0.55,"(0.23, 0.29, 0.28)","{'Copper': 72, 'Plastic': 14}",undefined,29.1,16.1,468.51,11328,-18
WH7294,WireFlex 9,40,85.76,Durable wiring harness.,wiringharness,BrandA,17.04,0.7,"(0.25, 0.29, 0.22)","{'Copper': 71, 'Plastic': 30}",high,39.4,18.2,717.08,13663,-1
WH5602,WireFlex 6,9,59.43,Flexible wiring harness.,wiringharness,BrandB,17.23,0.7,"(0.21, 0.22, 0.2)","{'Copper': 80, 'Plastic': 28}",undefined,37.8,19.1,721.98,10463,74
WH6942,PowerLine 9,47,79.65,Efficient wiring harness.,wiringharness,BrandA,17.52,0.74,"(0.28, 0.22, 0.26)","{'Copper': 73, 'Plastic': 22}",medium,32.2,15.5,499.1,14362,37
WH2963,CablePro 6,26,66.52,Flexible wiring harness.,wiringharness,BrandB,17.34,0.72,"(0.26, 0.2, 0.22)","{'Copper': 73, 'Plastic': 14}",low,24.8,12.0,297.6,10084,6
WH2150,SafeConnect 2,12,75.16,Reliable wiring harness.,wiringharness,BrandB,17.27,0.87,"(0.28, 0.26, 0.29)","{'Copper': 77, 'Plastic': 25}",high,13.0,14.9,193.7,14349,67
WH9143,CablePro 2,34,68.17,Efficient wiring harness.,wiringharness,BrandD,17.33,0.64,"(0.21, 0.25, 0.25)","{'Copper': 87, 'Plastic': 24}",medium,27.7,12.1,335.17,11184,70
WH8246,CablePro 9,8,67.52,Flexible wiring harness.,wiringharness,BrandA,17.74,0.56,"(0.29, 0.25, 0.23)","{'Copper': 83, 'Plastic': 30}",medium,44.1,18.9,833.49,12951,-17
WH4000,CablePro 1,26,71.52,Flexible wiring harness.,wiringharness,BrandB,17.76,0.74,"(0.24, 0.24, 0.27)","{'Copper': 78, 'Plastic': 30}",medium,17.7,16.3,288.51,10668,-1
WH7241,PowerLine 5,27,88.58,Flexible wiring harness.,wiringharness,BrandA,17.82,0.78,"(0.23, 0.25, 0.23)","{'Copper': 87, 'Plastic': 22}",undefined,27.6,13.4,369.84,10632,45
WH7172,CablePro 1,44,56.71,Efficient wiring harness.,wiringharness,BrandA,17.57,0.7,"(0.29, 0.24, 0.25)","{'Copper': 72, 'Plastic': 11}",undefined,33.8,19.9,672.62,14347,-11
WH3364,SafeConnect 9,28,72.9,Flexible wiring harness.,wiringharness,BrandA,17.92,0.62,"(0.22, 0.29, 0.28)","{'Copper': 86, 'Plastic': 26}",low,27.1,13.8,373.98,10802,79
WH9614,SafeConnect 7,15,79.13,Durable wiring harness.,wiringharness,BrandC,17.59,0.66,"(0.3, 0.23, 0.24)","{'Copper': 74, 'Plastic': 21}",undefined,19.8,11.6,229.68,14165,3
WH1052,CablePro 4,19,64.23,Durable wiring harness.,wiringharness,BrandC,17.54,0.81,"(0.29, 0.23, 0.21)","{'Copper': 87, 'Plastic': 30}",high,20.7,17.4,360.18,10627,79
WH8699,SafeConnect 2,16,82.81,Efficient wiring harness.,wiringharness,BrandD,17.13,0.82,"(0.25, 0.23, 0.21)","{'Copper': 83, 'Plastic': 25}",high,28.4,13.8,391.92,11043,-1
WH1473,PowerLine 5,44,69.88,Efficient wiring harness.,wiringharness,BrandA,17.16,0.97,"(0.21, 0.22, 0.25)","{'Copper': 78, 'Plastic': 12}",high,28.8,13.1,377.28,12527,20
WH3165,SafeConnect 5,36,64.72,Reliable wiring harness.,wiringharness,BrandA,17.11,0.62,"(0.2, 0.27, 0.23)","{'Copper': 78, 'Plastic': 19}",medium,28.6,17.3,494.78,14975,-1
WH4981,SafeConnect 6,18,55.67,Durable wiring harness.,wiringharness,BrandB,17.2,0.68,"(0.26, 0.27, 0.27)","{'Copper': 81, 'Plastic': 28}",low,26.2,16.7,437.54,13998,61
WH1758,PowerLine 9,38,50.12,Reliable wiring harness.,wiringharness,BrandD,17.66,0.53,"(0.23, 0.22, 0.2)","{'Copper': 74, 'Plastic': 20}",medium,22.1,19.5,430.95,13190,76
WH8558,WireFlex 9,26,73.62,Efficient wiring harness.,wiringharness,BrandD,17.5,0.86,"(0.21, 0.27, 0.22)","{'Copper': 74, 'Plastic': 19}",medium,31.7,14.5,459.65,13178,-12
WH8752,CablePro 6,25,61.51,Durable wiring harness.,wiringharness,BrandC,17.26,0.74,"(0.27, 0.21, 0.27)","{'Copper': 78, 'Plastic': 11}",medium,19.4,11.6,225.04,11454,32
WH3188,WireFlex 4,33,51.69,Efficient wiring harness.,wiringharness,BrandC,17.92,0.56,"(0.27, 0.28, 0.23)","{'Copper': 72, 'Plastic': 24}",undefined,28.6,15.8,451.88,14851,50
WH8840,PowerLine 9,34,90.09,Durable wiring harness.,wiringharness,BrandC,17.56,0.5,"(0.22, 0.28, 0.21)","{'Copper': 71, 'Plastic': 30}",undefined,26.0,17.5,455.0,10246,-20
WH9033,PowerLine 8,5,89.66,Efficient wiring harness.,wiringharness,BrandC,17.47,0.75,"(0.27, 0.24, 0.24)","{'Copper': 78, 'Plastic': 25}",medium,22.8,16.1,367.08,13408,76
WH8126,SafeConnect 9,23,59.78,Reliable wiring harness.,wiringharness,BrandB,17.7,0.97,"(0.24, 0.24, 0.29)","{'Copper': 90, 'Plastic': 20}",medium,38.2,19.1,729.62,14139,44
WH6676,SafeConnect 5,25,79.02,Flexible wiring harness.,wiringharness,BrandB,17.5,0.69,"(0.24, 0.23, 0.23)","{'Copper': 77, 'Plastic': 29}",medium,38.7,18.9,731.43,11795,-19
WH9474,WireFlex 9,24,59.91,Efficient wiring harness.,wiringharness,BrandC,17.54,0.63,"(0.22, 0.26, 0.23)","{'Copper': 89, 'Plastic': 30}",undefined,28.4,12.7,360.68,12841,33
WH3176,WireFlex 1,29,69.46,Efficient wiring harness.,wiringharness,BrandA,17.79,0.89,"(0.27, 0.26, 0.3)","{'Copper': 87, 'Plastic': 29}",medium,38.1,19.7,750.57,14103,37
WH1110,WireFlex 6,31,59.99,Efficient wiring harness.,wiringharness,BrandD,17.28,0.58,"(0.26, 0.24, 0.2)","{'Copper': 81, 'Plastic': 22}",high,13.3,14.6,194.18,11761,-18
WH2163,PowerLine 8,47,99.59,Reliable wiring harness.,wiringharness,BrandD,17.04,0.8,"(0.25, 0.22, 0.24)","{'Copper': 79, 'Plastic': 27}",low,42.3,14.0,592.2,12471,28
WH7768,SafeConnect 5,6,66.78,Durable wiring harness.,wiringharness,BrandC,17.87,0.87,"(0.27, 0.26, 0.27)","{'Copper': 73, 'Plastic': 17}",medium,38.1,18.5,704.85,10713,45
WH4960,SafeConnect 4,48,94.94,Flexible wiring harness.,wiringharness,BrandD,17.23,0.86,"(0.25, 0.3, 0.25)","{'Copper': 86, 'Plastic': 28}",high,46.0,10.9,501.4,12842,6
WH7986,PowerLine 6,22,58.01,Flexible wiring harness.,wiringharness,BrandB,17.42,0.92,"(0.24, 0.23, 0.28)","{'Copper': 90, 'Plastic': 13}",high,32.3,12.5,403.75,11048,28
WH2696,PowerLine 5,26,74.46,Efficient wiring harness.,wiringharness,BrandD,17.34,0.78,"(0.22, 0.24, 0.23)","{'Copper': 81, 'Plastic': 17}",low,34.0,11.8,401.2,11853,31
WH2690,CablePro 1,43,77.86,Reliable wiring harness.,wiringharness,BrandB,17.29,0.62,"(0.21, 0.22, 0.24)","{'Copper': 90, 'Plastic': 30}",high,24.5,17.3,423.85,11822,7
WH8701,SafeConnect 3,21,83.64,Durable wiring harness.,wiringharness,BrandA,17.91,0.59,"(0.23, 0.23, 0.26)","{'Copper': 78, 'Plastic': 21}",low,15.0,11.7,175.5,14957,-16
WH9050,CablePro 3,47,96.3,Flexible wiring harness.,wiringharness,BrandC,17.11,0.92,"(0.3, 0.23, 0.2)","{'Copper': 72, 'Plastic': 16}",undefined,25.2,11.6,292.32,14038,18
WH3016,PowerLine 7,30,88.57,Flexible wiring harness.,wiringharness,BrandC,17.75,0.69,"(0.27, 0.28, 0.25)","{'Copper': 73, 'Plastic': 18}",undefined,13.5,19.7,265.95,13235,8
WH2408,WireFlex 1,6,72.94,Efficient wiring harness.,wiringharness,BrandB,17.45,0.83,"(0.22, 0.22, 0.23)","{'Copper': 74, 'Plastic': 28}",undefined,36.0,16.9,608.4,14921,60
WH7750,CablePro 7,41,88.9,Efficient wiring harness.,wiringharness,BrandC,17.4,0.73,"(0.25, 0.23, 0.27)","{'Copper': 74, 'Plastic': 25}",undefined,33.6,10.9,366.24,14625,0
WH9562,CablePro 8,19,88.92,Efficient wiring harness.,wiringharness,BrandA,17.07,0.88,"(0.28, 0.23, 0.29)","{'Copper': 83, 'Plastic': 30}",undefined,27.6,12.5,345.0,10586,43
WH8827,SafeConnect 5,21,80.74,Flexible wiring harness.,wiringharness,BrandD,17.78,0.5,"(0.25, 0.3, 0.29)","{'Copper': 73, 'Plastic': 22}",low,22.9,16.3,373.27,12198,59
WH8492,WireFlex 7,20,52.13,Reliable wiring harness.,wiringharness,BrandC,17.98,0.53,"(0.29, 0.25, 0.29)","{'Copper': 81, 'Plastic': 15}",medium,30.2,13.2,398.64,12351,9
WH9598,CablePro 1,12,95.8,Durable wiring harness.,wiringharness,BrandB,17.95,0.7,"(0.3, 0.25, 0.25)","{'Copper': 88, 'Plastic': 20}",undefined,32.4,10.3,333.72,12381,43
WH9446,WireFlex 8,27,98.41,Durable wiring harness.,wiringharness,BrandD,17.63,0.88,"(0.22, 0.23, 0.2)","{'Copper': 87, 'Plastic': 17}",low,26.4,16.6,438.24,13392,-2
WH5817,CablePro 8,28,65.83,Durable wiring harness.,wiringharness,BrandD,17.26,0.55,"(0.21, 0.26, 0.27)","{'Copper': 87, 'Plastic': 19}",high,45.7,10.8,493.56,14409,-6
WH2977,WireFlex 8,16,97.56,Flexible wiring harness.,wiringharness,BrandD,18.0,0.87,"(0.29, 0.24, 0.24)","{'Copper': 86, 'Plastic': 28}",high,35.4,12.0,424.8,11502,18
WH5028,PowerLine 2,50,84.31,Efficient wiring harness.,wiringharness,BrandA,17.98,0.83,"(0.27, 0.24, 0.23)","{'Copper': 84, 'Plastic': 14}",undefined,23.7,17.6,417.12,13553,-9
WH4994,PowerLine 6,38,74.46,Reliable wiring harness.,wiringharness,BrandC,17.61,0.51,"(0.24, 0.25, 0.21)","{'Copper': 80, 'Plastic': 20}",medium,42.8,10.9,466.52,11228,32
WH8188,CablePro 6,23,75.88,Reliable wiring harness.,wiringharness,BrandB,17.19,0.77,"(0.3, 0.23, 0.22)","{'Copper': 76, 'Plastic': 22}",undefined,40.2,14.0,562.8,11682,58
WH6226,SafeConnect 8,44,58.25,Reliable wiring harness.,wiringharness,BrandA,17.47,0.79,"(0.24, 0.26, 0.24)","{'Copper': 73, 'Plastic': 13}",low,33.6,17.4,584.64,13087,6
WH6845,WireFlex 3,33,75.64,Reliable wiring harness.,wiringharness,BrandC,17.39,0.86,"(0.23, 0.27, 0.29)","{'Copper': 87, 'Plastic': 28}",high,47.6,10.7,509.32,13375,-20
WH1670,PowerLine 4,37,93.09,Durable wiring harness.,wiringharness,BrandB,17.99,0.75,"(0.25, 0.22, 0.21)","{'Copper': 77, 'Plastic': 16}",low,22.7,14.4,326.88,12078,73
WH1033,PowerLine 9,27,86.7,Durable wiring harness.,wiringharness,BrandC,17.19,0.68,"(0.2, 0.22, 0.21)","{'Copper': 88, 'Plastic': 18}",undefined,32.4,11.3,366.12,10932,18
WH1705,WireFlex 8,23,86.07,Efficient wiring harness.,wiringharness,BrandA,17.25,0.67,"(0.29, 0.27, 0.29)","{'Copper': 76, 'Plastic': 29}",low,47.4,12.2,578.28,12435,-1
WH8728,PowerLine 6,23,53.82,Efficient wiring harness.,wiringharness,BrandB,17.6,0.83,"(0.2, 0.29, 0.24)","{'Copper': 75, 'Plastic': 29}",undefined,35.5,11.8,418.9,10502,57
WH6558,SafeConnect 3,8,68.59,Reliable wiring harness.,wiringharness,BrandB,17.04,0.94,"(0.28, 0.22, 0.23)","{'Copper': 86, 'Plastic': 22}",undefined,29.4,10.1,296.94,12115,39
WH9130,PowerLine 3,48,65.19,Efficient wiring harness.,wiringharness,BrandB,17.86,0.92,"(0.22, 0.22, 0.22)","{'Copper': 86, 'Plastic': 11}",undefined,28.1,20.0,562.0,11247,58
WH4863,WireFlex 5,15,52.32,Durable wiring harness.,wiringharness,BrandB,17.4,0.89,"(0.23, 0.28, 0.3)","{'Copper': 77, 'Plastic': 27}",undefined,33.9,17.3,586.47,10165,38
WH3053,WireFlex 9,42,62.98,Durable wiring harness.,wiringharness,BrandA,17.99,0.74,"(0.24, 0.27, 0.27)","{'Copper': 71, 'Plastic': 16}",undefined,34.7,16.4,569.08,14944,-4
WH1183,WireFlex 8,25,74.36,Efficient wiring harness.,wiringharness,BrandA,17.18,0.83,"(0.22, 0.25, 0.25)","{'Copper': 74, 'Plastic': 16}",medium,25.7,17.3,444.61,14647,0
WH7572,CablePro 5,8,65.99,Flexible wiring harness.,wiringharness,BrandA,17.38,0.8,"(0.22, 0.24, 0.3)","{'Copper': 71, 'Plastic': 24}",low,12.5,14.0,175.0,13722,28
WH3683,PowerLine 5,34,78.87,Durable wiring harness.,wiringharness,BrandB,17.82,0.57,"(0.27, 0.24, 0.21)","{'Copper': 77, 'Plastic': 25}",high,27.5,14.1,387.75,14658,13
WH7632,CablePro 3,14,84.72,Flexible wiring harness.,wiringharness,BrandD,17.83,0.91,"(0.27, 0.26, 0.28)","{'Copper': 75, 'Plastic': 22}",high,13.6,12.5,170.0,11412,36
WH7267,SafeConnect 1,30,85.73,Flexible wiring harness.,wiringharness,BrandC,17.76,0.72,"(0.24, 0.22, 0.25)","{'Copper': 87, 'Plastic': 28}",high,31.8,18.6,591.48,11686,78
WH2760,SafeConnect 3,20,67.68,Efficient wiring harness.,wiringharness,BrandD,17.09,0.62,"(0.27, 0.25, 0.24)","{'Copper': 70, 'Plastic': 24}",undefined,27.4,14.3,391.82,13660,15
WH5641,SafeConnect 3,50,71.16,Efficient wiring harness.,wiringharness,BrandA,17.97,0.54,"(0.26, 0.27, 0.27)","{'Copper': 85, 'Plastic': 10}",high,12.0,11.8,141.6,12505,70
