id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,transmission_type
TR3099,HeavyTorque 6,43,1607.31,Smooth dual-clutch transmission.,transmission,BrandD,17.45,92.05,"(1.28, 1.25, 1.23)","{'Steel': 75, 'Iron': 25}",high,559.7,235.3,Dual-Clutch
TR7235,TurboClutch 4,32,2385.09,Reliable cvt transmission.,transmission,BrandD,17.55,90.39,"(1.17, 1.25, 1.31)","{'Copper': 50, 'Steel': 50}",medium,446.2,125.8,CVT
TR9476,ShiftPro 9,9,1599.95,Reliable cvt transmission.,transmission,BrandB,17.56,127.66,"(0.7, 0.97, 0.52)","{'Copper': 50, 'Steel': 50}",medium,497.4,139.9,CVT
TR6381,HeavyTorque 6,28,1898.73,Reliable dual-clutch transmission.,transmission,BrandE,17.35,113.87,"(1.19, 1.08, 0.69)","{'Aluminum': 80, 'Titanium': 20}",low,401.9,166.1,Dual-Clutch
TR6976,SwiftShift 5,28,2783.8,Durable dual-clutch transmission.,transmission,BrandE,17.48,117.32,"(1.38, 1.39, 1.19)","{'Steel': 70, 'Aluminum': 30}",low,291.8,120.5,Dual-Clutch
TR3443,ShiftPro 7,15,2827.41,Reliable automatic transmission.,transmission,BrandC,17.33,76.64,"(0.57, 1.3, 1.19)","{'Steel': 70, 'Aluminum': 30}",medium,243.6,198.1,Automatic
TR7279,HeavyTorque 9,22,2107.33,Smooth manual transmission.,transmission,BrandD,17.49,70.32,"(0.84, 0.87, 1.08)","{'Steel': 70, 'Aluminum': 30}",low,256.0,201.1,Manual
TR9138,DriveMax 9,7,2364.47,Reliable automatic transmission.,transmission,BrandC,17.57,107.81,"(0.54, 1.47, 0.66)","{'Steel': 70, 'Aluminum': 30}",high,243.3,226.3,Automatic
TR7724,TurboClutch 4,26,2284.36,Efficient cvt transmission.,transmission,BrandE,17.34,119.57,"(1.08, 1.35, 1.12)","{'Copper': 50, 'Steel': 50}",high,227.0,227.2,CVT
TR8188,ShiftPro 4,27,1445.95,Reliable manual transmission.,transmission,BrandB,17.54,73.48,"(0.9, 1.11, 1.47)","{'Copper': 50, 'Steel': 50}",medium,437.6,115.8,Manual
TR1721,DriveMax 2,45,2649.44,Smooth dual-clutch transmission.,transmission,BrandD,17.37,85.71,"(1.14, 1.01, 1.26)","{'Steel': 60, 'Aluminum': 40}",high,337.2,188.4,Dual-Clutch
TR9906,TurboClutch 2,39,2258.99,Reliable manual transmission.,transmission,BrandA,17.35,98.52,"(1.2, 1.4, 1.39)","{'Steel': 60, 'Aluminum': 40}",medium,570.2,201.3,Manual
TR1314,TurboClutch 9,31,1594.35,Durable dual-clutch transmission.,transmission,BrandC,17.45,72.43,"(1.48, 1.41, 1.32)","{'Copper': 50, 'Steel': 50}",medium,245.7,136.9,Dual-Clutch
TR1996,SwiftShift 5,37,1925.09,Reliable dual-clutch transmission.,transmission,BrandA,17.46,88.78,"(1.03, 1.03, 0.7)","{'Copper': 50, 'Steel': 50}",low,410.6,208.1,Dual-Clutch
TR7346,ShiftPro 6,2,1237.99,Smooth dual-clutch transmission.,transmission,BrandB,17.43,85.74,"(0.76, 0.65, 0.62)","{'Copper': 50, 'Steel': 50}",low,204.9,116.9,Dual-Clutch
TR2919,ShiftPro 3,14,2012.85,Reliable manual transmission.,transmission,BrandC,17.44,113.19,"(0.79, 0.82, 1.2)","{'Steel': 75, 'Iron': 25}",low,203.0,195.4,Manual
TR2100,TurboClutch 3,2,1052.81,Reliable manual transmission.,transmission,BrandE,17.4,83.73,"(1.09, 1.46, 0.7)","{'Steel': 70, 'Aluminum': 30}",low,512.2,236.5,Manual
TR6324,DriveMax 7,19,1408.35,Smooth dual-clutch transmission.,transmission,BrandB,17.56,109.4,"(0.76, 0.9, 0.71)","{'Steel': 75, 'Iron': 25}",medium,591.1,139.6,Dual-Clutch
TR2041,DriveMax 1,12,1967.38,Reliable manual transmission.,transmission,BrandE,17.37,124.54,"(1.03, 0.63, 1.29)","{'Steel': 70, 'Aluminum': 30}",high,519.7,225.9,Manual
TR7072,TurboClutch 9,34,1405.29,Efficient dual-clutch transmission.,transmission,BrandB,17.47,86.4,"(0.76, 0.82, 0.87)","{'Copper': 50, 'Steel': 50}",high,470.6,140.1,Dual-Clutch
TR5402,SwiftShift 1,40,1215.5,Reliable cvt transmission.,transmission,BrandB,17.6,109.45,"(0.66, 1.12, 1.47)","{'Steel': 70, 'Aluminum': 30}",high,295.6,202.3,CVT
TR9242,ShiftPro 9,6,1483.3,Reliable automatic transmission.,transmission,BrandB,17.47,81.55,"(0.5, 0.75, 1.06)","{'Copper': 50, 'Steel': 50}",low,595.7,236.4,Automatic
TR1782,HeavyTorque 5,41,1313.29,Smooth manual transmission.,transmission,BrandC,17.36,106.97,"(0.5, 1.27, 1.23)","{'Copper': 50, 'Steel': 50}",medium,333.6,150.2,Manual
TR8537,ShiftPro 3,15,1793.54,Efficient automatic transmission.,transmission,BrandB,17.41,87.75,"(1.42, 1.35, 0.52)","{'Aluminum': 80, 'Titanium': 20}",low,300.2,241.9,Automatic
TR5023,HeavyTorque 5,45,2489.72,Efficient dual-clutch transmission.,transmission,BrandB,17.47,105.33,"(0.8, 1.23, 0.6)","{'Aluminum': 80, 'Titanium': 20}",high,375.0,165.5,Dual-Clutch
TR2758,SwiftShift 8,38,2520.49,Reliable automatic transmission.,transmission,BrandE,17.57,84.13,"(0.88, 0.91, 0.78)","{'Steel': 70, 'Aluminum': 30}",low,530.2,128.2,Automatic
TR5976,SwiftShift 1,7,1564.28,Durable cvt transmission.,transmission,BrandE,17.56,120.35,"(0.77, 1.05, 0.94)","{'Steel': 60, 'Aluminum': 40}",medium,548.5,122.0,CVT
TR1030,ShiftPro 3,45,2307.84,Reliable cvt transmission.,transmission,BrandB,17.36,129.25,"(1.08, 1.46, 0.76)","{'Aluminum': 80, 'Titanium': 20}",medium,502.7,138.4,CVT
TR7671,SwiftShift 8,11,2961.47,Smooth manual transmission.,transmission,BrandD,17.4,104.31,"(0.58, 1.36, 0.87)","{'Steel': 70, 'Aluminum': 30}",high,488.6,235.0,Manual
TR8336,DriveMax 3,26,2686.09,Smooth dual-clutch transmission.,transmission,BrandB,17.56,105.13,"(0.75, 0.57, 1.46)","{'Steel': 75, 'Iron': 25}",high,526.9,121.2,Dual-Clutch
TR7071,ShiftPro 1,14,2358.55,Smooth manual transmission.,transmission,BrandE,17.43,75.44,"(0.86, 0.9, 1.2)","{'Steel': 60, 'Aluminum': 40}",high,482.3,148.6,Manual
TR2046,DriveMax 6,44,2901.06,Reliable cvt transmission.,transmission,BrandA,17.58,85.44,"(0.7, 1.11, 0.52)","{'Steel': 60, 'Aluminum': 40}",medium,486.8,127.3,CVT
TR7109,SwiftShift 8,42,2497.28,Smooth dual-clutch transmission.,transmission,BrandE,17.56,109.68,"(1.21, 1.37, 0.72)","{'Copper': 50, 'Steel': 50}",low,535.2,237.7,Dual-Clutch
TR9237,SwiftShift 7,36,1686.02,Durable automatic transmission.,transmission,BrandC,17.35,86.47,"(0.54, 0.74, 1.47)","{'Aluminum': 80, 'Titanium': 20}",high,487.9,163.7,Automatic
TR6636,ShiftPro 4,6,2921.19,Efficient dual-clutch transmission.,transmission,BrandA,17.51,71.54,"(0.62, 0.5, 0.68)","{'Steel': 60, 'Aluminum': 40}",low,409.0,178.9,Dual-Clutch
TR3257,SwiftShift 3,3,1319.52,Smooth manual transmission.,transmission,BrandE,17.39,109.8,"(1.3, 1.26, 1.06)","{'Aluminum': 80, 'Titanium': 20}",low,597.4,182.8,Manual
TR3578,ShiftPro 2,45,1153.82,Reliable automatic transmission.,transmission,BrandA,17.52,85.79,"(1.29, 1.48, 1.33)","{'Aluminum': 80, 'Titanium': 20}",medium,229.4,212.4,Automatic
TR2418,HeavyTorque 6,4,2469.73,Efficient dual-clutch transmission.,transmission,BrandD,17.56,122.65,"(1.36, 1.01, 1.31)","{'Aluminum': 80, 'Titanium': 20}",high,471.6,125.6,Dual-Clutch
TR7600,ShiftPro 4,34,2196.17,Reliable cvt transmission.,transmission,BrandB,17.45,87.14,"(1.07, 0.68, 0.87)","{'Aluminum': 80, 'Titanium': 20}",high,444.0,204.2,CVT
TR6728,TurboClutch 4,18,1600.39,Reliable manual transmission.,transmission,BrandA,17.53,123.85,"(0.78, 0.94, 0.89)","{'Aluminum': 80, 'Titanium': 20}",medium,312.1,110.6,Manual
TR2794,ShiftPro 9,46,2561.66,Efficient cvt transmission.,transmission,BrandB,17.43,114.63,"(0.74, 1.03, 0.82)","{'Steel': 75, 'Iron': 25}",medium,310.2,135.0,CVT
TR5063,HeavyTorque 6,15,2933.83,Efficient dual-clutch transmission.,transmission,BrandD,17.33,111.92,"(0.63, 0.57, 0.76)","{'Aluminum': 80, 'Titanium': 20}",low,339.7,117.8,Dual-Clutch
TR9094,DriveMax 7,18,2016.84,Smooth automatic transmission.,transmission,BrandB,17.34,79.27,"(1.17, 0.79, 0.59)","{'Steel': 75, 'Iron': 25}",high,413.0,108.4,Automatic
TR5942,SwiftShift 4,42,2551.39,Reliable cvt transmission.,transmission,BrandC,17.6,96.96,"(0.57, 1.13, 0.91)","{'Steel': 75, 'Iron': 25}",medium,324.6,151.5,CVT
TR5290,SwiftShift 2,44,1673.27,Durable manual transmission.,transmission,BrandC,17.42,98.67,"(0.99, 0.72, 0.96)","{'Steel': 70, 'Aluminum': 30}",high,385.4,106.0,Manual
TR2995,HeavyTorque 7,33,2481.13,Smooth automatic transmission.,transmission,BrandD,17.5,74.35,"(1.07, 1.2, 0.97)","{'Steel': 70, 'Aluminum': 30}",low,324.5,143.3,Automatic
TR5883,DriveMax 6,20,1485.85,Smooth dual-clutch transmission.,transmission,BrandB,17.52,72.53,"(0.52, 1.38, 1.43)","{'Aluminum': 80, 'Titanium': 20}",medium,209.0,171.6,Dual-Clutch
TR5710,HeavyTorque 8,9,1996.84,Efficient automatic transmission.,transmission,BrandB,17.37,123.52,"(1.47, 0.61, 1.32)","{'Copper': 50, 'Steel': 50}",low,471.1,232.6,Automatic
TR4168,HeavyTorque 2,31,2843.83,Smooth automatic transmission.,transmission,BrandB,17.37,128.65,"(1.44, 1.36, 0.82)","{'Steel': 60, 'Aluminum': 40}",medium,380.4,176.9,Automatic
TR3155,ShiftPro 1,48,2764.98,Reliable cvt transmission.,transmission,BrandD,17.51,104.13,"(0.92, 1.25, 1.22)","{'Copper': 50, 'Steel': 50}",high,283.7,129.5,CVT
TR2584,DriveMax 5,49,1574.92,Reliable automatic transmission.,transmission,BrandA,17.36,111.44,"(0.68, 0.78, 1.28)","{'Aluminum': 80, 'Titanium': 20}",high,491.0,228.9,Automatic
TR6614,TurboClutch 2,45,1594.61,Smooth dual-clutch transmission.,transmission,BrandB,17.52,125.28,"(1.46, 1.19, 1.42)","{'Copper': 50, 'Steel': 50}",medium,282.2,126.1,Dual-Clutch
TR5776,HeavyTorque 2,12,2392.94,Reliable cvt transmission.,transmission,BrandE,17.35,72.61,"(1.41, 0.78, 1.0)","{'Steel': 70, 'Aluminum': 30}",high,214.9,174.4,CVT
TR9104,SwiftShift 2,1,2320.05,Smooth manual transmission.,transmission,BrandE,17.37,104.86,"(0.56, 0.95, 0.95)","{'Copper': 50, 'Steel': 50}",medium,490.4,201.9,Manual
TR4476,HeavyTorque 7,42,1372.12,Reliable dual-clutch transmission.,transmission,BrandE,17.39,117.4,"(0.67, 0.5, 0.97)","{'Steel': 70, 'Aluminum': 30}",medium,374.6,249.1,Dual-Clutch
TR4727,DriveMax 8,5,2636.11,Smooth automatic transmission.,transmission,BrandD,17.53,95.94,"(0.91, 0.54, 1.06)","{'Steel': 70, 'Aluminum': 30}",medium,267.3,187.6,Automatic
TR8940,ShiftPro 9,48,2975.81,Efficient automatic transmission.,transmission,BrandD,17.54,99.72,"(0.66, 1.22, 0.95)","{'Aluminum': 80, 'Titanium': 20}",high,485.5,248.4,Automatic
TR1380,ShiftPro 4,49,2355.28,Efficient automatic transmission.,transmission,BrandA,17.41,93.53,"(1.36, 0.8, 0.63)","{'Steel': 75, 'Iron': 25}",high,469.7,168.2,Automatic
TR1225,ShiftPro 7,12,1244.37,Efficient dual-clutch transmission.,transmission,BrandD,17.55,119.68,"(0.96, 0.83, 0.56)","{'Steel': 75, 'Iron': 25}",medium,411.0,120.7,Dual-Clutch
TR3746,ShiftPro 9,34,1234.82,Durable manual transmission.,transmission,BrandA,17.42,86.67,"(0.65, 1.38, 1.2)","{'Steel': 75, 'Iron': 25}",low,270.4,207.9,Manual
TR2421,ShiftPro 9,26,1121.73,Durable automatic transmission.,transmission,BrandA,17.53,105.5,"(1.4, 0.98, 1.24)","{'Aluminum': 80, 'Titanium': 20}",low,583.7,102.7,Automatic
TR2521,DriveMax 2,10,2718.45,Durable cvt transmission.,transmission,BrandB,17.45,128.36,"(0.97, 0.71, 0.85)","{'Aluminum': 80, 'Titanium': 20}",low,277.8,148.7,CVT
TR5683,HeavyTorque 8,20,2258.09,Smooth manual transmission.,transmission,BrandE,17.44,123.33,"(1.41, 0.51, 0.73)","{'Steel': 60, 'Aluminum': 40}",medium,481.3,237.2,Manual
TR9313,DriveMax 5,8,2546.95,Efficient automatic transmission.,transmission,BrandB,17.54,114.03,"(0.64, 1.11, 1.16)","{'Aluminum': 80, 'Titanium': 20}",high,309.7,117.7,Automatic
TR4262,ShiftPro 9,2,1273.53,Efficient automatic transmission.,transmission,BrandA,17.52,90.28,"(1.28, 0.72, 1.06)","{'Copper': 50, 'Steel': 50}",low,458.7,177.8,Automatic
TR3855,HeavyTorque 8,12,2752.37,Durable automatic transmission.,transmission,BrandE,17.51,82.36,"(1.08, 1.14, 1.17)","{'Steel': 70, 'Aluminum': 30}",low,426.0,103.1,Automatic
TR6614,SwiftShift 5,40,2736.36,Reliable dual-clutch transmission.,transmission,BrandB,17.51,85.76,"(0.5, 0.56, 0.75)","{'Aluminum': 80, 'Titanium': 20}",high,575.1,130.5,Dual-Clutch
TR2427,DriveMax 8,33,2825.94,Reliable manual transmission.,transmission,BrandA,17.58,119.78,"(1.22, 0.62, 1.08)","{'Copper': 50, 'Steel': 50}",medium,262.1,104.9,Manual
TR3465,HeavyTorque 4,4,1066.83,Durable dual-clutch transmission.,transmission,BrandE,17.58,99.38,"(0.66, 1.06, 0.81)","{'Aluminum': 80, 'Titanium': 20}",high,536.0,159.7,Dual-Clutch
TR2767,ShiftPro 1,4,2516.42,Durable automatic transmission.,transmission,BrandC,17.56,106.34,"(1.1, 1.2, 1.24)","{'Steel': 60, 'Aluminum': 40}",low,590.9,140.1,Automatic
TR2665,ShiftPro 7,28,2333.17,Reliable automatic transmission.,transmission,BrandE,17.55,97.8,"(1.21, 0.83, 1.3)","{'Aluminum': 80, 'Titanium': 20}",high,442.1,137.9,Automatic
TR3808,SwiftShift 2,27,1475.74,Smooth automatic transmission.,transmission,BrandE,17.55,108.76,"(0.98, 1.19, 0.86)","{'Steel': 70, 'Aluminum': 30}",low,270.4,188.3,Automatic
TR7514,SwiftShift 3,17,2907.03,Durable manual transmission.,transmission,BrandE,17.34,115.92,"(0.89, 1.33, 1.28)","{'Steel': 75, 'Iron': 25}",high,449.2,101.1,Manual
TR4733,TurboClutch 7,13,2375.71,Durable manual transmission.,transmission,BrandE,17.58,105.7,"(1.21, 1.42, 0.76)","{'Copper': 50, 'Steel': 50}",medium,456.6,112.8,Manual
TR9232,SwiftShift 7,17,1396.95,Durable dual-clutch transmission.,transmission,BrandA,17.38,108.31,"(1.2, 1.37, 0.5)","{'Steel': 60, 'Aluminum': 40}",low,479.5,146.0,Dual-Clutch
TR2181,TurboClutch 3,30,2743.57,Efficient automatic transmission.,transmission,BrandD,17.58,91.72,"(0.8, 0.54, 0.86)","{'Steel': 70, 'Aluminum': 30}",high,284.8,230.1,Automatic
TR4311,SwiftShift 7,29,1974.51,Reliable cvt transmission.,transmission,BrandC,17.33,82.56,"(1.04, 1.43, 1.19)","{'Steel': 70, 'Aluminum': 30}",medium,239.7,163.8,CVT
TR2631,TurboClutch 9,6,1968.66,Smooth cvt transmission.,transmission,BrandD,17.3,82.58,"(1.49, 1.45, 1.07)","{'Steel': 75, 'Iron': 25}",low,436.2,182.9,CVT
TR7715,DriveMax 9,45,1594.69,Reliable manual transmission.,transmission,BrandE,17.39,94.09,"(1.03, 0.71, 0.86)","{'Steel': 60, 'Aluminum': 40}",high,566.8,147.9,Manual
TR3020,HeavyTorque 2,50,1336.99,Reliable dual-clutch transmission.,transmission,BrandA,17.56,70.78,"(0.99, 0.85, 0.53)","{'Steel': 75, 'Iron': 25}",high,273.7,208.6,Dual-Clutch
TR3827,ShiftPro 3,17,2316.82,Reliable automatic transmission.,transmission,BrandE,17.58,117.79,"(0.6, 0.54, 1.09)","{'Copper': 50, 'Steel': 50}",high,578.8,237.3,Automatic
TR5027,DriveMax 8,43,1250.03,Durable dual-clutch transmission.,transmission,BrandD,17.45,94.82,"(1.19, 0.75, 1.01)","{'Aluminum': 80, 'Titanium': 20}",high,447.0,219.0,Dual-Clutch
TR6189,DriveMax 5,22,2274.49,Efficient automatic transmission.,transmission,BrandD,17.38,109.7,"(0.98, 1.49, 1.0)","{'Steel': 70, 'Aluminum': 30}",medium,497.9,177.1,Automatic
TR3326,DriveMax 2,48,1778.12,Durable automatic transmission.,transmission,BrandD,17.51,117.39,"(1.09, 0.59, 0.51)","{'Steel': 75, 'Iron': 25}",high,382.3,170.0,Automatic
TR5373,ShiftPro 8,17,1496.87,Reliable manual transmission.,transmission,BrandE,17.34,105.69,"(0.72, 1.11, 0.64)","{'Copper': 50, 'Steel': 50}",medium,322.6,216.3,Manual
TR4532,TurboClutch 5,17,2765.18,Durable automatic transmission.,transmission,BrandA,17.4,96.39,"(1.33, 1.1, 1.21)","{'Steel': 60, 'Aluminum': 40}",high,474.9,197.7,Automatic
TR8975,HeavyTorque 4,13,1380.86,Smooth dual-clutch transmission.,transmission,BrandE,17.5,113.67,"(1.45, 1.24, 0.97)","{'Steel': 70, 'Aluminum': 30}",medium,295.2,152.4,Dual-Clutch
TR5088,TurboClutch 3,1,1655.54,Smooth automatic transmission.,transmission,BrandE,17.52,124.66,"(1.33, 1.4, 1.05)","{'Steel': 70, 'Aluminum': 30}",medium,205.8,207.9,Automatic
TR5683,DriveMax 8,40,2421.37,Durable dual-clutch transmission.,transmission,BrandD,17.34,78.21,"(0.8, 1.08, 1.34)","{'Copper': 50, 'Steel': 50}",high,239.8,206.6,Dual-Clutch
TR4721,HeavyTorque 2,18,2875.33,Smooth dual-clutch transmission.,transmission,BrandD,17.46,102.24,"(0.62, 1.29, 1.44)","{'Copper': 50, 'Steel': 50}",medium,298.1,107.8,Dual-Clutch
TR9954,ShiftPro 2,44,2258.72,Efficient cvt transmission.,transmission,BrandA,17.41,120.71,"(0.96, 1.17, 1.03)","{'Steel': 75, 'Iron': 25}",low,256.3,163.5,CVT
TR7328,HeavyTorque 9,16,2308.16,Reliable dual-clutch transmission.,transmission,BrandA,17.55,115.04,"(0.59, 1.15, 0.97)","{'Copper': 50, 'Steel': 50}",medium,550.7,223.1,Dual-Clutch
TR8364,SwiftShift 4,49,1060.45,Smooth cvt transmission.,transmission,BrandB,17.53,104.02,"(1.08, 0.63, 0.58)","{'Steel': 70, 'Aluminum': 30}",high,470.3,192.6,CVT
TR9316,TurboClutch 9,39,2099.9,Smooth dual-clutch transmission.,transmission,BrandC,17.49,84.4,"(0.66, 1.01, 1.4)","{'Steel': 60, 'Aluminum': 40}",low,562.0,210.0,Dual-Clutch
TR1038,HeavyTorque 2,21,2630.64,Reliable manual transmission.,transmission,BrandA,17.49,89.85,"(1.12, 1.41, 0.86)","{'Steel': 60, 'Aluminum': 40}",medium,261.4,131.8,Manual
TR5788,HeavyTorque 6,2,1406.5,Reliable manual transmission.,transmission,BrandE,17.39,110.32,"(0.8, 0.92, 0.68)","{'Copper': 50, 'Steel': 50}",medium,477.3,160.6,Manual
TR7283,DriveMax 4,46,1303.03,Smooth cvt transmission.,transmission,BrandA,17.31,119.41,"(0.55, 0.7, 1.41)","{'Steel': 70, 'Aluminum': 30}",low,531.8,246.8,CVT
TR4700,DriveMax 1,19,2552.75,Durable cvt transmission.,transmission,BrandA,17.39,91.39,"(1.31, 0.57, 1.38)","{'Copper': 50, 'Steel': 50}",medium,264.2,226.4,CVT
TR6590,ShiftPro 6,27,2372.21,Smooth automatic transmission.,transmission,BrandA,17.45,92.74,"(0.86, 0.99, 0.7)","{'Steel': 60, 'Aluminum': 40}",low,585.8,214.6,Automatic
TR8192,TurboClutch 2,12,2404.78,Smooth manual transmission.,transmission,BrandD,17.57,103.77,"(1.2, 0.87, 0.93)","{'Steel': 70, 'Aluminum': 30}",medium,564.5,144.4,Manual
TR1706,DriveMax 3,48,2271.55,Smooth manual transmission.,transmission,BrandB,17.32,101.57,"(0.57, 1.36, 0.6)","{'Copper': 50, 'Steel': 50}",medium,301.8,176.6,Manual
TR3548,DriveMax 7,42,1331.12,Durable automatic transmission.,transmission,BrandE,17.58,88.43,"(1.23, 0.64, 1.05)","{'Steel': 75, 'Iron': 25}",medium,408.8,170.7,Automatic
TR3038,ShiftPro 2,17,1258.76,Efficient manual transmission.,transmission,BrandA,17.37,73.2,"(1.19, 1.02, 0.5)","{'Steel': 60, 'Aluminum': 40}",low,587.0,129.5,Manual
TR5096,SwiftShift 4,3,1323.7,Efficient cvt transmission.,transmission,BrandE,17.41,128.63,"(1.23, 0.59, 1.07)","{'Steel': 70, 'Aluminum': 30}",low,516.5,249.4,CVT
TR2195,ShiftPro 5,9,2721.88,Efficient dual-clutch transmission.,transmission,BrandE,17.59,71.56,"(0.94, 1.1, 1.32)","{'Steel': 75, 'Iron': 25}",medium,538.9,176.6,Dual-Clutch
TR8985,DriveMax 1,22,2104.32,Smooth automatic transmission.,transmission,BrandC,17.55,86.88,"(1.41, 0.66, 0.96)","{'Steel': 60, 'Aluminum': 40}",low,270.5,177.7,Automatic
TR3434,SwiftShift 6,8,2027.81,Reliable manual transmission.,transmission,BrandB,17.48,106.25,"(1.35, 0.74, 1.28)","{'Copper': 50, 'Steel': 50}",low,461.7,172.5,Manual
TR9675,TurboClutch 6,28,2597.57,Smooth dual-clutch transmission.,transmission,BrandD,17.47,105.17,"(1.16, 1.26, 0.79)","{'Copper': 50, 'Steel': 50}",low,374.6,176.4,Dual-Clutch
TR8996,TurboClutch 3,44,2439.55,Efficient manual transmission.,transmission,BrandE,17.57,107.71,"(1.03, 0.54, 0.9)","{'Aluminum': 80, 'Titanium': 20}",medium,222.9,206.5,Manual
TR9927,SwiftShift 9,45,2693.65,Efficient manual transmission.,transmission,BrandB,17.57,78.24,"(1.12, 0.65, 1.27)","{'Steel': 75, 'Iron': 25}",medium,412.4,167.1,Manual
TR2962,ShiftPro 3,50,2736.43,Durable cvt transmission.,transmission,BrandE,17.45,77.64,"(0.86, 1.44, 1.11)","{'Steel': 70, 'Aluminum': 30}",high,222.2,181.2,CVT
TR7934,HeavyTorque 1,17,2218.43,Reliable automatic transmission.,transmission,BrandE,17.31,82.0,"(1.19, 1.18, 0.99)","{'Aluminum': 80, 'Titanium': 20}",high,249.6,173.2,Automatic
TR2874,DriveMax 2,50,1068.97,Durable dual-clutch transmission.,transmission,BrandA,17.55,73.36,"(0.77, 1.09, 1.03)","{'Steel': 75, 'Iron': 25}",medium,489.3,173.5,Dual-Clutch
TR8745,TurboClutch 4,38,1813.77,Reliable automatic transmission.,transmission,BrandA,17.39,75.36,"(1.27, 1.22, 1.31)","{'Aluminum': 80, 'Titanium': 20}",low,577.3,106.5,Automatic
TR7374,TurboClutch 4,26,2857.57,Efficient cvt transmission.,transmission,BrandC,17.38,113.52,"(0.75, 0.58, 1.17)","{'Aluminum': 80, 'Titanium': 20}",low,554.9,129.2,CVT
TR4071,DriveMax 2,14,1598.22,Smooth dual-clutch transmission.,transmission,BrandB,17.37,91.15,"(1.4, 0.65, 1.37)","{'Copper': 50, 'Steel': 50}",high,324.4,222.1,Dual-Clutch
TR1595,TurboClutch 7,14,2728.46,Efficient dual-clutch transmission.,transmission,BrandC,17.3,122.39,"(0.82, 1.23, 1.3)","{'Steel': 75, 'Iron': 25}",low,501.4,242.7,Dual-Clutch
TR8826,ShiftPro 7,4,2709.76,Efficient manual transmission.,transmission,BrandB,17.43,118.08,"(1.03, 1.45, 1.27)","{'Steel': 75, 'Iron': 25}",low,576.8,174.7,Manual
TR1994,ShiftPro 4,7,1215.02,Smooth cvt transmission.,transmission,BrandD,17.46,71.43,"(0.78, 0.74, 1.43)","{'Aluminum': 80, 'Titanium': 20}",medium,355.3,153.3,CVT
TR4248,HeavyTorque 7,2,2636.06,Smooth automatic transmission.,transmission,BrandE,17.46,93.64,"(0.69, 0.78, 1.01)","{'Copper': 50, 'Steel': 50}",high,394.9,233.4,Automatic
TR2239,DriveMax 1,7,2116.08,Reliable manual transmission.,transmission,BrandA,17.46,83.29,"(0.79, 1.26, 0.59)","{'Steel': 75, 'Iron': 25}",high,302.4,109.8,Manual
TR3357,ShiftPro 7,2,1293.85,Durable dual-clutch transmission.,transmission,BrandA,17.49,76.0,"(0.83, 0.52, 1.38)","{'Copper': 50, 'Steel': 50}",high,439.4,135.5,Dual-Clutch
TR6303,TurboClutch 3,11,1443.32,Smooth dual-clutch transmission.,transmission,BrandA,17.38,126.28,"(1.02, 0.59, 0.77)","{'Steel': 75, 'Iron': 25}",low,208.2,229.4,Dual-Clutch
TR6905,HeavyTorque 8,12,2513.8,Efficient dual-clutch transmission.,transmission,BrandB,17.41,99.64,"(1.05, 1.04, 1.48)","{'Steel': 70, 'Aluminum': 30}",low,271.4,134.9,Dual-Clutch
TR1606,TurboClutch 3,27,1687.83,Efficient dual-clutch transmission.,transmission,BrandA,17.42,95.72,"(0.57, 1.25, 1.08)","{'Aluminum': 80, 'Titanium': 20}",high,462.3,218.7,Dual-Clutch
TR6421,TurboClutch 1,25,2451.23,Smooth cvt transmission.,transmission,BrandC,17.6,75.14,"(0.63, 1.35, 0.82)","{'Steel': 75, 'Iron': 25}",high,313.2,149.8,CVT
TR6103,ShiftPro 7,21,2234.8,Smooth automatic transmission.,transmission,BrandE,17.52,92.4,"(0.9, 0.7, 1.01)","{'Steel': 70, 'Aluminum': 30}",low,233.2,163.6,Automatic
TR2629,ShiftPro 2,5,1373.02,Reliable cvt transmission.,transmission,BrandE,17.48,91.34,"(0.94, 1.38, 0.64)","{'Steel': 60, 'Aluminum': 40}",medium,524.6,215.8,CVT
TR2335,TurboClutch 9,36,2942.86,Smooth dual-clutch transmission.,transmission,BrandD,17.56,101.42,"(0.56, 0.57, 0.82)","{'Aluminum': 80, 'Titanium': 20}",low,432.5,241.8,Dual-Clutch
TR4966,DriveMax 4,46,1378.11,Smooth manual transmission.,transmission,BrandC,17.4,83.89,"(0.94, 1.26, 1.33)","{'Steel': 75, 'Iron': 25}",medium,584.9,136.3,Manual
TR8140,ShiftPro 4,34,2945.93,Smooth cvt transmission.,transmission,BrandA,17.31,88.98,"(0.99, 0.85, 0.81)","{'Steel': 60, 'Aluminum': 40}",medium,477.4,181.7,CVT
TR2016,ShiftPro 6,11,1774.68,Reliable cvt transmission.,transmission,BrandA,17.48,81.54,"(1.41, 0.78, 0.58)","{'Aluminum': 80, 'Titanium': 20}",low,315.6,145.1,CVT
TR8893,HeavyTorque 6,30,1543.76,Smooth dual-clutch transmission.,transmission,BrandB,17.37,95.61,"(0.9, 1.25, 0.76)","{'Steel': 70, 'Aluminum': 30}",high,435.0,135.7,Dual-Clutch
TR9995,ShiftPro 5,46,1497.8,Smooth dual-clutch transmission.,transmission,BrandB,17.4,127.2,"(1.34, 1.26, 0.68)","{'Aluminum': 80, 'Titanium': 20}",high,258.1,140.7,Dual-Clutch
